# resolution = 200, averages = 50
# angle	intensity
40.070 1.99017
40.094 2.00772
40.119 2.03319
40.144 2.04799
40.169 2.05443
40.193 2.07429
40.218 2.09982
40.243 2.11850
40.267 2.10569
40.292 2.12083
40.317 2.14387
40.341 2.17898
40.366 2.20335
40.391 2.22130
40.416 2.23078
40.440 2.25512
40.465 2.27668
40.490 2.27880
40.514 2.30022
40.539 2.32955
40.564 2.36579
40.589 2.37509
40.613 2.39148
40.638 2.42103
40.663 2.43845
40.687 2.45769
40.712 2.45817
40.737 2.46389
40.762 2.46795
40.786 2.49309
40.811 2.53512
40.836 2.60060
40.861 2.65629
40.885 2.64892
40.910 2.63039
40.935 2.65914
40.960 2.66320
40.984 2.69773
41.009 2.76073
41.034 2.81287
41.058 2.85553
41.083 2.89546
41.108 2.94181
41.133 2.96564
41.157 2.99397
41.182 2.99818
41.207 3.00249
41.232 3.08318
41.256 3.18103
41.281 3.22916
41.306 3.28639
41.331 3.34198
41.355 3.38115
41.380 3.41448
41.405 3.46477
41.430 3.55113
41.454 3.65768
41.479 3.75219
41.504 3.85405
41.529 3.94456
41.553 3.99263
41.578 3.98244
41.603 4.00766
41.628 4.04726
41.652 4.10403
41.677 4.12519
41.702 4.17200
41.727 4.17937
41.752 4.15462
41.776 4.07963
41.801 4.06706
41.826 4.07740
41.851 4.12041
41.875 4.14600
41.900 4.11762
41.925 4.06230
41.950 4.04041
41.974 4.03112
41.999 4.02955
42.024 4.07583
42.049 4.10777
42.074 4.14882
42.098 4.17950
42.123 4.16137
42.148 4.14509
42.173 4.12661
42.197 4.12135
42.222 4.12661
42.247 4.13686
42.272 4.16576
42.296 4.14907
42.321 4.15961
42.346 4.16183
42.371 4.12912
42.396 4.10775
42.420 4.12200
42.445 4.13291
42.470 4.13594
42.495 4.17318
42.520 4.16403
42.544 4.13191
42.569 4.15353
42.594 4.15863
42.619 4.14902
42.643 4.13544
42.668 4.13589
42.693 4.12728
42.718 4.07871
42.743 4.07891
42.767 4.09717
42.792 4.10590
42.817 4.06875
42.842 4.08621
42.867 4.09962
42.891 4.10144
42.916 4.16590
42.941 4.12099
42.966 4.10060
42.991 4.11028
43.015 4.12423
43.040 4.17400
43.065 4.16548
43.090 4.15062
43.115 4.10356
43.139 4.11650
43.164 4.10312
43.189 4.05974
43.214 4.07866
43.239 4.10487
43.263 4.10492
43.288 4.13940
43.313 4.15562
43.338 4.10390
43.363 4.06511
43.387 4.05453
43.412 4.07132
43.437 4.10845
43.462 4.12846
43.487 4.12738
43.511 4.11035
43.536 4.08402
43.561 4.10561
43.586 4.12465
43.611 4.12822
43.635 4.12849
43.660 4.15055
43.685 4.14292
43.710 4.15274
43.735 4.10883
43.759 4.08686
43.784 4.08016
43.809 4.10920
43.834 4.16822
43.859 4.19620
43.883 4.22585
43.908 4.20305
43.933 4.21707
43.958 4.14983
43.983 4.10226
44.007 4.15285
44.032 4.16883
44.057 4.23473
44.082 4.27668
44.107 4.25766
44.132 4.31002
44.156 4.28862
44.181 4.27535
44.206 4.18993
44.231 4.19792
44.256 4.25040
44.280 4.26225
44.305 4.26601
44.330 4.27642
44.355 4.30154
44.380 4.31291
44.404 4.36013
44.429 4.39375
44.454 4.34475
44.479 4.36176
44.504 4.38238
44.529 4.36316
44.553 4.43906
44.578 4.43495
44.603 4.45022
44.628 4.44629
44.653 4.51045
44.677 4.48684
44.702 4.49995
44.727 4.54841
44.752 4.51457
44.777 4.47567
44.801 4.45964
44.826 4.50649
44.851 4.52115
44.876 4.52987
44.901 4.53389
44.926 4.61987
44.950 4.61063
44.975 4.60034
45.000 4.61387
