# resolution = 200, averages = 50
# angle	intensity
40.070 0.59005
40.094 0.60517
40.119 0.62606
40.144 0.64120
40.169 0.65034
40.193 0.66710
40.218 0.68576
40.243 0.69953
40.267 0.71201
40.292 0.72750
40.317 0.74679
40.341 0.76477
40.366 0.78126
40.391 0.80276
40.416 0.82134
40.440 0.83337
40.465 0.84620
40.490 0.86232
40.514 0.88688
40.539 0.91813
40.564 0.93660
40.589 0.95668
40.613 0.98535
40.638 1.01404
40.663 1.04081
40.687 1.05488
40.712 1.08305
40.737 1.11144
40.762 1.13228
40.786 1.16015
40.811 1.20048
40.836 1.23940
40.861 1.27229
40.885 1.29269
40.910 1.31655
40.935 1.36998
40.960 1.40889
40.984 1.44382
41.009 1.47338
41.034 1.52218
41.058 1.57216
41.083 1.62087
41.108 1.67758
41.133 1.73102
41.157 1.77959
41.182 1.83189
41.207 1.89109
41.232 1.94912
41.256 2.02282
41.281 2.11329
41.306 2.21706
41.331 2.29430
41.355 2.37793
41.380 2.48948
41.405 2.61400
41.430 2.78624
41.454 2.99379
41.479 3.21343
41.504 3.41324
41.529 3.57276
41.553 3.66624
41.578 3.68824
41.603 3.70866
41.628 3.72750
41.652 3.74734
41.677 3.77720
41.702 3.79270
41.727 3.80586
41.752 3.81467
41.776 3.74951
41.801 3.72007
41.826 3.72061
41.851 3.72056
41.875 3.70186
41.900 3.71105
41.925 3.71706
41.950 3.75949
41.974 3.74615
41.999 3.73029
42.024 3.74398
42.049 3.72898
42.074 3.73290
42.098 3.75453
42.123 3.75981
42.148 3.75838
42.173 3.76704
42.197 3.79538
42.222 3.77157
42.247 3.77487
42.272 3.77029
42.296 3.76347
42.321 3.71708
42.346 3.73498
42.371 3.78693
42.396 3.78180
42.420 3.77568
42.445 3.77989
42.470 3.75152
42.495 3.76737
42.520 3.79711
42.544 3.81263
42.569 3.82077
42.594 3.85175
42.619 3.84295
42.643 3.82337
42.668 3.84799
42.693 3.84566
42.718 3.84376
42.743 3.86723
42.767 3.88347
42.792 3.88635
42.817 3.88517
42.842 3.87142
42.867 3.90207
42.891 3.92810
42.916 3.90075
42.941 3.88311
42.966 3.90162
42.991 3.91646
43.015 3.91877
43.040 3.94377
43.065 3.95612
43.090 3.95029
43.115 3.91310
43.139 3.91347
43.164 3.93453
43.189 3.87932
43.214 3.88270
43.239 3.93100
43.263 3.95272
43.288 3.99761
43.313 4.00144
43.338 3.98172
43.363 3.98094
43.387 3.98766
43.412 4.01547
43.437 4.02067
43.462 4.02663
43.487 4.03025
43.511 4.01699
43.536 3.99471
43.561 3.98346
43.586 3.98190
43.611 3.95971
43.635 3.93913
43.660 3.90628
43.685 3.93095
43.710 3.98471
43.735 4.00277
43.759 3.99795
43.784 3.99368
43.809 4.00352
43.834 4.04105
43.859 4.05102
43.883 4.04815
43.908 4.06648
43.933 4.05536
43.958 4.05212
43.983 4.05361
44.007 4.07194
44.032 4.05541
44.057 4.06391
44.082 4.06451
44.107 4.10810
44.132 4.14072
44.156 4.14961
44.181 4.12978
44.206 4.10890
44.231 4.11123
44.256 4.12493
44.280 4.16891
44.305 4.17577
44.330 4.14499
44.355 4.11948
44.380 4.06973
44.404 4.13482
44.429 4.21116
44.454 4.24343
44.479 4.22046
44.504 4.21603
44.529 4.22900
44.553 4.23015
44.578 4.26078
44.603 4.27965
44.628 4.29095
44.653 4.29351
44.677 4.33038
44.702 4.33426
44.727 4.32794
44.752 4.30120
44.777 4.27790
44.801 4.26041
44.826 4.26431
44.851 4.28687
44.876 4.31108
44.901 4.35714
44.926 4.34650
44.950 4.38052
44.975 4.36805
45.000 4.36771
