# resolution = 200, averages = 50
# angle	intensity
40.070 2.33988
40.094 2.34843
40.119 2.35980
40.144 2.37331
40.169 2.37848
40.193 2.40226
40.218 2.41192
40.243 2.40668
40.267 2.40505
40.292 2.39851
40.317 2.37560
40.341 2.37844
40.366 2.38163
40.391 2.36914
40.416 2.36538
40.440 2.37672
40.465 2.36753
40.490 2.36776
40.514 2.36417
40.539 2.34954
40.564 2.32798
40.589 2.32558
40.613 2.35391
40.638 2.37603
40.663 2.36732
40.687 2.35289
40.712 2.36505
40.737 2.37286
40.762 2.36728
40.786 2.35531
40.811 2.35201
40.836 2.33506
40.861 2.34287
40.885 2.33652
40.910 2.33020
40.935 2.32491
40.960 2.33015
40.984 2.34245
41.009 2.35193
41.034 2.34279
41.058 2.33805
41.083 2.34321
41.108 2.34857
41.133 2.36480
41.157 2.35310
41.182 2.34386
41.207 2.35319
41.232 2.33844
41.256 2.33994
41.281 2.35137
41.306 2.33278
41.331 2.32523
41.355 2.33625
41.380 2.33683
41.405 2.31998
41.430 2.29354
41.454 2.27700
41.479 2.26242
41.504 2.27822
41.529 2.29660
41.553 2.31909
41.578 2.31131
41.603 2.30753
41.628 2.28571
41.652 2.24429
41.677 2.25149
41.702 2.26866
41.727 2.30830
41.752 2.30321
41.776 2.30799
41.801 2.29569
41.826 2.29146
41.851 2.27831
41.875 2.25389
41.900 2.24255
41.925 2.22728
41.950 2.20418
41.974 2.19712
41.999 2.21525
42.024 2.22394
42.049 2.22627
42.074 2.21577
42.098 2.19752
42.123 2.18595
42.148 2.18820
42.173 2.17688
42.197 2.17915
42.222 2.18291
42.247 2.19852
42.272 2.21661
42.296 2.21297
42.321 2.21173
42.346 2.21072
42.371 2.21809
42.396 2.22246
42.420 2.21632
42.445 2.23192
42.470 2.24211
42.495 2.22772
42.520 2.25526
42.544 2.28615
42.569 2.27203
42.594 2.25418
42.619 2.30050
42.643 2.29794
42.668 2.28758
42.693 2.31008
42.718 2.33060
42.743 2.34880
42.767 2.33725
42.792 2.33999
42.817 2.34677
42.842 2.35168
42.867 2.36414
42.891 2.36929
42.916 2.38311
42.941 2.40311
42.966 2.41103
42.991 2.38795
43.015 2.38725
43.040 2.38939
43.065 2.41288
43.090 2.41645
43.115 2.38107
43.139 2.35899
43.164 2.37096
43.189 2.36260
43.214 2.36686
43.239 2.37848
43.263 2.35373
43.288 2.32778
43.313 2.31113
43.338 2.30655
43.363 2.29237
43.387 2.25240
43.412 2.22345
43.437 2.16980
43.462 2.10245
43.487 2.07718
43.511 2.07443
43.536 2.04036
43.561 2.00834
43.586 1.98210
43.611 1.95682
43.635 1.92304
43.660 1.88191
43.685 1.86433
43.710 1.85178
43.735 1.83751
43.759 1.83465
43.784 1.83685
43.809 1.81821
43.834 1.82443
43.859 1.83366
43.883 1.83585
43.908 1.83951
43.933 1.85772
43.958 1.88885
43.983 1.89176
44.007 1.89415
44.032 1.89816
44.057 1.86766
44.082 1.89141
44.107 1.88739
44.132 1.87717
44.156 1.91385
44.181 1.95683
44.206 1.96665
44.231 1.97280
44.256 1.96531
44.280 1.97035
44.305 2.00066
44.330 2.01370
44.355 2.02814
44.380 2.06332
44.404 2.08437
44.429 2.09911
44.454 2.10149
44.479 2.10842
44.504 2.13788
44.529 2.15373
44.553 2.14715
44.578 2.16891
44.603 2.16645
44.628 2.17181
44.653 2.16480
44.677 2.19023
44.702 2.21856
44.727 2.21689
44.752 2.21583
44.777 2.21681
44.801 2.24139
44.826 2.22657
44.851 2.21497
44.876 2.22367
44.901 2.23646
44.926 2.23166
44.950 2.24804
44.975 2.26799
45.000 2.22007
