# resolution = 200, averages = 50
# angle	intensity
40.070 2.41668
40.094 2.42724
40.119 2.42478
40.144 2.41810
40.169 2.42450
40.193 2.42681
40.218 2.41578
40.243 2.39934
40.267 2.39089
40.292 2.38808
40.317 2.38889
40.341 2.38585
40.366 2.36991
40.391 2.34823
40.416 2.31781
40.440 2.31095
40.465 2.33089
40.490 2.33536
40.514 2.34839
40.539 2.33509
40.564 2.33284
40.589 2.30256
40.613 2.25599
40.638 2.24919
40.663 2.24849
40.687 2.26448
40.712 2.28157
40.737 2.29254
40.762 2.27841
40.786 2.26820
40.811 2.25536
40.836 2.22440
40.861 2.19699
40.885 2.17192
40.910 2.17068
40.935 2.17512
40.960 2.17181
40.984 2.18753
41.009 2.17520
41.034 2.14930
41.058 2.13305
41.083 2.12962
41.108 2.12783
41.133 2.12158
41.157 2.12994
41.182 2.14505
41.207 2.16199
41.232 2.16120
41.256 2.16722
41.281 2.16336
41.306 2.14900
41.331 2.16313
41.355 2.15432
41.380 2.15669
41.405 2.17757
41.430 2.17045
41.454 2.15542
41.479 2.16213
41.504 2.18126
41.529 2.17654
41.553 2.19576
41.578 2.22505
41.603 2.22557
41.628 2.22724
41.652 2.22262
41.677 2.23077
41.702 2.23994
41.727 2.24325
41.752 2.24377
41.776 2.23887
41.801 2.23302
41.826 2.24229
41.851 2.23410
41.875 2.23359
41.900 2.25042
41.925 2.24619
41.950 2.24311
41.974 2.26398
41.999 2.26226
42.024 2.27109
42.049 2.28508
42.074 2.25579
42.098 2.24985
42.123 2.26254
42.148 2.24232
42.173 2.24793
42.197 2.26640
42.222 2.22990
42.247 2.23827
42.272 2.24400
42.296 2.23585
42.321 2.24663
42.346 2.26273
42.371 2.25375
42.396 2.24137
42.420 2.24492
42.445 2.26213
42.470 2.26701
42.495 2.27669
42.520 2.27622
42.544 2.26213
42.569 2.27138
42.594 2.27138
42.619 2.24961
42.643 2.24988
42.668 2.24536
42.693 2.24977
42.718 2.26629
42.743 2.28044
42.767 2.27008
42.792 2.27141
42.817 2.25358
42.842 2.23894
42.867 2.25270
42.891 2.29443
42.916 2.33009
42.941 2.33064
42.966 2.32954
42.991 2.33193
43.015 2.31356
43.040 2.30429
43.065 2.28997
43.090 2.29223
43.115 2.30180
43.139 2.33269
43.164 2.31730
43.189 2.30763
43.214 2.29482
43.239 2.30457
43.263 2.32466
43.288 2.31709
43.313 2.33632
43.338 2.35717
43.363 2.35618
43.387 2.38842
43.412 2.37533
43.437 2.37623
43.462 2.40375
43.487 2.38993
43.511 2.37526
43.536 2.36140
43.561 2.40415
43.586 2.40629
43.611 2.38134
43.635 2.38870
43.660 2.44183
43.685 2.42313
43.710 2.39800
43.735 2.41269
43.759 2.44845
43.784 2.41427
43.809 2.39487
43.834 2.36687
43.859 2.37703
43.883 2.38173
43.908 2.38861
43.933 2.39034
43.958 2.38859
43.983 2.37953
44.007 2.35355
44.032 2.40824
44.057 2.39204
44.082 2.44934
44.107 2.45501
44.132 2.46188
44.156 2.47286
44.181 2.44755
44.206 2.40726
44.231 2.44453
44.256 2.43267
44.280 2.42143
44.305 2.42583
44.330 2.43634
44.355 2.42439
44.380 2.41965
44.404 2.47602
44.429 2.46625
44.454 2.48014
44.479 2.47255
44.504 2.52317
44.529 2.52717
44.553 2.50921
44.578 2.49088
44.603 2.54343
44.628 2.55336
44.653 2.58057
44.677 2.55485
44.702 2.59165
44.727 2.56461
44.752 2.57944
44.777 2.55366
44.801 2.57540
44.826 2.55639
44.851 2.56768
44.876 2.60426
44.901 2.55698
44.926 2.54789
44.950 2.54081
44.975 2.53387
45.000 2.52897
