# resolution = 200, averages = 50
# angle	intensity
40.070 0.59452
40.094 0.61020
40.119 0.62737
40.144 0.64415
40.169 0.65759
40.193 0.66863
40.218 0.68444
40.243 0.70283
40.267 0.71653
40.292 0.73323
40.317 0.75338
40.341 0.76914
40.366 0.78835
40.391 0.80278
40.416 0.82551
40.440 0.84120
40.465 0.84936
40.490 0.86216
40.514 0.87822
40.539 0.90951
40.564 0.94314
40.589 0.95960
40.613 0.97492
40.638 1.00586
40.663 1.03818
40.687 1.06124
40.712 1.08148
40.737 1.11035
40.762 1.13255
40.786 1.16695
40.811 1.20642
40.836 1.24233
40.861 1.27551
40.885 1.30636
40.910 1.33212
40.935 1.36922
40.960 1.42074
40.984 1.45677
41.009 1.50003
41.034 1.54712
41.058 1.59866
41.083 1.64981
41.108 1.70374
41.133 1.74864
41.157 1.80416
41.182 1.84657
41.207 1.90931
41.232 1.97320
41.256 2.03218
41.281 2.11484
41.306 2.22041
41.331 2.31274
41.355 2.38786
41.380 2.49800
41.405 2.62589
41.430 2.80189
41.454 3.01165
41.479 3.25164
41.504 3.45710
41.529 3.61671
41.553 3.72010
41.578 3.77030
41.603 3.77053
41.628 3.78118
41.652 3.80222
41.677 3.81055
41.702 3.83036
41.727 3.85378
41.752 3.86013
41.776 3.80678
41.801 3.76156
41.826 3.73649
41.851 3.74943
41.875 3.76477
41.900 3.75183
41.925 3.75091
41.950 3.75007
41.974 3.75403
41.999 3.73967
42.024 3.73529
42.049 3.73621
42.074 3.72458
42.098 3.74472
42.123 3.74583
42.148 3.73374
42.173 3.72413
42.197 3.73822
42.222 3.76922
42.247 3.76182
42.272 3.77164
42.296 3.74824
42.321 3.71983
42.346 3.69572
42.371 3.72101
42.396 3.76403
42.420 3.76073
42.445 3.75723
42.470 3.76581
42.495 3.75847
42.520 3.77032
42.544 3.80501
42.569 3.81495
42.594 3.84780
42.619 3.85258
42.643 3.83293
42.668 3.84870
42.693 3.86112
42.718 3.85673
42.743 3.84661
42.767 3.86534
42.792 3.88458
42.817 3.89201
42.842 3.88805
42.867 3.89649
42.891 3.91158
42.916 3.91805
42.941 3.90024
42.966 3.93201
42.991 3.94679
43.015 3.95642
43.040 3.95460
43.065 3.95311
43.090 3.98054
43.115 3.96078
43.139 3.94607
43.164 3.96660
43.189 3.94710
43.214 3.88603
43.239 3.92330
43.263 3.95265
43.288 3.97665
43.313 4.00569
43.338 4.00317
43.363 3.99012
43.387 4.00050
43.412 4.01772
43.437 4.03205
43.462 4.04445
43.487 4.05185
43.511 4.03798
43.536 4.01389
43.561 3.99553
43.586 3.98175
43.611 3.98449
43.635 3.96140
43.660 3.94983
43.685 3.91142
43.710 3.93580
43.735 3.98465
43.759 3.99978
43.784 4.00531
43.809 3.99320
43.834 3.99784
43.859 4.04007
43.883 4.03516
43.908 4.03429
43.933 4.07667
43.958 4.07660
43.983 4.07319
44.007 4.06646
44.032 4.04684
44.057 4.03974
44.082 4.04759
44.107 4.08199
44.132 4.12970
44.156 4.13643
44.181 4.15337
44.206 4.13209
44.231 4.13637
44.256 4.12395
44.280 4.16279
44.305 4.18534
44.330 4.18911
44.355 4.17505
44.380 4.14695
44.404 4.13060
44.429 4.16347
44.454 4.23566
44.479 4.24059
44.504 4.21248
44.529 4.23266
44.553 4.24303
44.578 4.26580
44.603 4.30159
44.628 4.31139
44.653 4.31000
44.677 4.34363
44.702 4.34625
44.727 4.33491
44.752 4.35501
44.777 4.30540
44.801 4.27656
44.826 4.27990
44.851 4.29892
44.876 4.33063
44.901 4.32810
44.926 4.35191
44.950 4.33805
44.975 4.36035
45.000 4.35352
