# resolution = 200, averages = 20
# angle	intensity
40.070 0.58990
40.094 0.60610
40.119 0.62462
40.144 0.64043
40.169 0.64993
40.193 0.66636
40.218 0.68284
40.243 0.69601
40.267 0.70909
40.292 0.72502
40.317 0.74419
40.341 0.76172
40.366 0.77861
40.391 0.80155
40.416 0.81943
40.440 0.83280
40.465 0.84479
40.490 0.85997
40.514 0.88430
40.539 0.91609
40.564 0.93549
40.589 0.95459
40.613 0.98281
40.638 1.01237
40.663 1.03787
40.687 1.05393
40.712 1.08036
40.737 1.10617
40.762 1.13097
40.786 1.15850
40.811 1.19856
40.836 1.24046
40.861 1.27401
40.885 1.28894
40.910 1.32051
40.935 1.37117
40.960 1.40735
40.984 1.43990
41.009 1.47579
41.034 1.52217
41.058 1.57391
41.083 1.62199
41.108 1.68068
41.133 1.73590
41.157 1.78255
41.182 1.83405
41.207 1.89245
41.232 1.95524
41.256 2.02861
41.281 2.11985
41.306 2.22355
41.331 2.29441
41.355 2.38550
41.380 2.48957
41.405 2.61365
41.430 2.78945
41.454 2.99455
41.479 3.21641
41.504 3.42298
41.529 3.58043
41.553 3.66476
41.578 3.69601
41.603 3.71645
41.628 3.73827
41.652 3.75485
41.677 3.76543
41.702 3.77218
41.727 3.80495
41.752 3.79370
41.776 3.74667
41.801 3.70719
41.826 3.71137
41.851 3.70601
41.875 3.69383
41.900 3.69936
41.925 3.72995
41.950 3.74842
41.974 3.73165
41.999 3.71229
42.024 3.71659
42.049 3.71941
42.074 3.72838
42.098 3.75068
42.123 3.75264
42.148 3.73125
42.173 3.74504
42.197 3.77381
42.222 3.76203
42.247 3.77558
42.272 3.76013
42.296 3.74288
42.321 3.70045
42.346 3.71278
42.371 3.76356
42.396 3.74837
42.420 3.77091
42.445 3.77030
42.470 3.74045
42.495 3.74146
42.520 3.77204
42.544 3.79072
42.569 3.80483
42.594 3.82547
42.619 3.83156
42.643 3.82653
42.668 3.84296
42.693 3.84125
42.718 3.82577
42.743 3.84894
42.767 3.87548
42.792 3.86732
42.817 3.86334
42.842 3.85858
42.867 3.89164
42.891 3.91466
42.916 3.89273
42.941 3.88025
42.966 3.89119
42.991 3.91132
43.015 3.92505
43.040 3.94457
43.065 3.95133
43.090 3.94871
43.115 3.91483
43.139 3.92482
43.164 3.93521
43.189 3.88205
43.214 3.87609
43.239 3.92556
43.263 3.95911
43.288 3.99220
43.313 3.98697
43.338 3.97529
43.363 3.98081
43.387 3.98495
43.412 4.01269
43.437 4.01823
43.462 4.02727
43.487 4.03337
43.511 4.01263
43.536 3.99747
43.561 3.98437
43.586 3.98891
43.611 3.96216
43.635 3.94146
43.660 3.90796
43.685 3.93089
43.710 3.98105
43.735 3.99992
43.759 3.99143
43.784 3.98035
43.809 4.01570
43.834 4.05172
43.859 4.05351
43.883 4.04508
43.908 4.05892
43.933 4.06018
43.958 4.05544
43.983 4.06598
44.007 4.06662
44.032 4.07672
44.057 4.05944
44.082 4.07683
44.107 4.12181
44.132 4.15140
44.156 4.15510
44.181 4.12975
44.206 4.11794
44.231 4.12469
44.256 4.12540
44.280 4.18641
44.305 4.18601
44.330 4.14440
44.355 4.12253
44.380 4.07717
44.404 4.13935
44.429 4.22607
44.454 4.24215
44.479 4.21662
44.504 4.21430
44.529 4.23285
44.553 4.25716
44.578 4.27593
44.603 4.29793
44.628 4.29861
44.653 4.31650
44.677 4.35900
44.702 4.35325
44.727 4.33735
44.752 4.31173
44.777 4.27899
44.801 4.26169
44.826 4.27820
44.851 4.30091
44.876 4.32293
44.901 4.33978
44.926 4.35307
44.950 4.38915
44.975 4.36968
45.000 4.38035
