# resolution = 200, averages = 50
# angle	intensity
40.070 3.16979
40.094 3.16830
40.119 3.15778
40.144 3.18032
40.169 3.17894
40.193 3.18466
40.218 3.18056
40.243 3.17136
40.267 3.16675
40.292 3.18005
40.317 3.18867
40.341 3.19283
40.366 3.22344
40.391 3.20806
40.416 3.22746
40.440 3.21363
40.465 3.20216
40.490 3.17009
40.514 3.13134
40.539 3.10977
40.564 3.09704
40.589 3.13782
40.613 3.16969
40.638 3.16137
40.663 3.13619
40.687 3.12605
40.712 3.11423
40.737 3.09317
40.762 3.06069
40.786 3.05347
40.811 3.03738
40.836 3.05942
40.861 3.11005
40.885 3.12506
40.910 3.13593
40.935 3.13441
40.960 3.10747
40.984 3.08676
41.009 3.08906
41.034 3.08666
41.058 3.06381
41.083 3.06342
41.108 3.08366
41.133 3.11258
41.157 3.13447
41.182 3.11131
41.207 3.08670
41.232 3.06068
41.256 3.01411
41.281 3.04770
41.306 3.04393
41.331 3.04102
41.355 3.03070
41.380 3.02858
41.405 3.01951
41.430 3.03578
41.454 3.03585
41.479 3.04085
41.504 3.03742
41.529 3.00560
41.553 3.01240
41.578 2.99438
41.603 2.99688
41.628 3.02554
41.652 3.02449
41.677 2.99795
41.702 2.99014
41.727 2.98648
41.752 2.95179
41.776 2.95710
41.801 2.98228
41.826 2.98429
41.851 2.93964
41.875 2.93052
41.900 2.95120
41.925 2.95384
41.950 2.95703
41.974 2.97105
41.999 2.96625
42.024 2.97418
42.049 2.96577
42.074 2.95969
42.098 2.96735
42.123 2.96981
42.148 2.98965
42.173 2.97161
42.197 2.96013
42.222 2.94529
42.247 2.96441
42.272 2.96110
42.296 2.96338
42.321 2.96288
42.346 2.95675
42.371 2.94073
42.396 2.94306
42.420 2.95027
42.445 2.95391
42.470 2.94594
42.495 2.96824
42.520 2.96970
42.544 2.96266
42.569 2.98634
42.594 2.98694
42.619 2.96887
42.643 2.97799
42.668 2.96036
42.693 2.95558
42.718 2.95853
42.743 2.96065
42.767 2.96826
42.792 2.98554
42.817 2.97949
42.842 2.99058
42.867 2.98302
42.891 2.99125
42.916 2.99310
42.941 2.99362
42.966 2.99572
42.991 2.98576
43.015 2.96698
43.040 2.98285
43.065 2.99585
43.090 3.01626
43.115 3.01640
43.139 3.02952
43.164 3.01930
43.189 2.99010
43.214 2.99940
43.239 2.95955
43.263 2.94366
43.288 2.96533
43.313 2.97939
43.338 2.98605
43.363 2.99183
43.387 2.99422
43.412 2.99389
43.437 2.98595
43.462 2.98173
43.487 2.99976
43.511 3.01715
43.536 3.00917
43.561 3.01178
43.586 2.98968
43.611 2.97656
43.635 3.00362
43.660 3.01047
43.685 3.01074
43.710 2.98704
43.735 2.97754
43.759 3.00801
43.784 3.00359
43.809 3.00728
43.834 2.96780
43.859 2.95289
43.883 3.02172
43.908 3.07200
43.933 3.08279
43.958 3.07890
43.983 3.06224
44.007 3.04922
44.032 3.03009
44.057 3.03266
44.082 3.01013
44.107 3.01715
44.132 3.05901
44.156 3.10459
44.181 3.10092
44.206 3.07474
44.231 3.11016
44.256 3.09166
44.280 3.10949
44.305 3.16385
44.330 3.16867
44.355 3.15352
44.380 3.13751
44.404 3.11030
44.429 3.13599
44.454 3.14108
44.479 3.20760
44.504 3.25443
44.529 3.23250
44.553 3.17863
44.578 3.18188
44.603 3.22410
44.628 3.24872
44.653 3.22604
44.677 3.26218
44.702 3.31416
44.727 3.33803
44.752 3.31692
44.777 3.29119
44.801 3.28005
44.826 3.32013
44.851 3.30803
44.876 3.32743
44.901 3.28745
44.926 3.33413
44.950 3.36324
44.975 3.38478
45.000 3.37733
