# resolution = 200, averages = 50
# angle	intensity
40.070 3.14246
40.094 3.15349
40.119 3.17401
40.144 3.18805
40.169 3.17228
40.193 3.15937
40.218 3.17203
40.243 3.17865
40.267 3.14836
40.292 3.12747
40.317 3.11780
40.341 3.12238
40.366 3.11498
40.391 3.11344
40.416 3.09380
40.440 3.06691
40.465 3.02654
40.490 3.04271
40.514 3.06040
40.539 3.07010
40.564 3.07505
40.589 3.06436
40.613 3.05418
40.638 2.99597
40.663 2.95152
40.687 2.94533
40.712 2.95835
40.737 2.97842
40.762 2.99652
40.786 2.99634
40.811 2.98321
40.836 2.97518
40.861 2.95516
40.885 2.91263
40.910 2.86912
40.935 2.85723
40.960 2.86927
40.984 2.85463
41.009 2.86031
41.034 2.86725
41.058 2.84866
41.083 2.81700
41.108 2.79926
41.133 2.79214
41.157 2.80348
41.182 2.79275
41.207 2.81628
41.232 2.83831
41.256 2.86060
41.281 2.85108
41.306 2.85650
41.331 2.84380
41.355 2.82622
41.380 2.85053
41.405 2.84441
41.430 2.85912
41.454 2.87953
41.479 2.85878
41.504 2.84481
41.529 2.85314
41.553 2.88000
41.578 2.88354
41.603 2.91908
41.628 2.94625
41.652 2.95603
41.677 2.95015
41.702 2.96171
41.727 2.97713
41.752 2.97835
41.776 2.96086
41.801 2.96326
41.826 2.94970
41.851 2.94358
41.875 2.97233
41.900 2.96658
41.925 2.96736
41.950 2.98203
41.974 2.95964
41.999 2.95136
42.024 2.98514
42.049 3.00774
42.074 3.03308
42.098 3.03204
42.123 2.99786
42.148 3.00440
42.173 2.99308
42.197 2.97179
42.222 3.00450
42.247 2.99898
42.272 2.98795
42.296 2.99970
42.321 2.99741
42.346 3.00753
42.371 3.01987
42.396 3.00446
42.420 2.98882
42.445 2.99208
42.470 3.00541
42.495 3.01188
42.520 3.03393
42.544 3.04271
42.569 3.04267
42.594 3.01774
42.619 3.01599
42.643 3.02807
42.668 3.01310
42.693 3.02289
42.718 3.02134
42.743 3.01472
42.767 3.03678
42.792 3.05137
42.817 3.06175
42.842 3.05305
42.867 3.02443
42.891 3.02768
42.916 3.04452
42.941 3.10702
42.966 3.14540
42.991 3.12536
43.015 3.12592
43.040 3.12994
43.065 3.11266
43.090 3.10410
43.115 3.06701
43.139 3.08373
43.164 3.10820
43.189 3.12995
43.214 3.12590
43.239 3.12403
43.263 3.11102
43.288 3.10210
43.313 3.13064
43.338 3.15166
43.363 3.19068
43.387 3.20811
43.412 3.21624
43.437 3.22286
43.462 3.19553
43.487 3.19944
43.511 3.23963
43.536 3.24822
43.561 3.21305
43.586 3.21591
43.611 3.23572
43.635 3.25650
43.660 3.24804
43.685 3.24877
43.710 3.26759
43.735 3.26837
43.759 3.27136
43.784 3.29949
43.809 3.28821
43.834 3.26156
43.859 3.21855
43.883 3.19409
43.908 3.18535
43.933 3.20265
43.958 3.21270
43.983 3.23804
44.007 3.23039
44.032 3.23491
44.057 3.24294
44.082 3.27233
44.107 3.28972
44.132 3.30503
44.156 3.29562
44.181 3.31745
44.206 3.32084
44.231 3.28941
44.256 3.29518
44.280 3.28124
44.305 3.26893
44.330 3.27471
44.355 3.30481
44.380 3.29242
44.404 3.27935
44.429 3.29952
44.454 3.33802
44.479 3.37120
44.504 3.37820
44.529 3.37780
44.553 3.38673
44.578 3.41491
44.603 3.39515
44.628 3.42560
44.653 3.44835
44.677 3.47000
44.702 3.44583
44.727 3.49754
44.752 3.49450
44.777 3.47151
44.801 3.47425
44.826 3.49655
44.851 3.46104
44.876 3.47630
44.901 3.48801
44.926 3.50910
44.950 3.45846
44.975 3.43626
45.000 3.44688
