&a 	I1
-3.434	27.9
-3.440	25.1
-3.445	23.2
-3.450	22.3
-3.456	20.9
-3.461	17.7
-3.466	14.1
-3.472	11.2
-3.477	9.4
-3.482	8.4
-3.488	8.0
-3.493	8.5
-3.498	9.8
-3.504	12.2
-3.509	15.6
-3.514	18.9
-3.520	20.5
-3.525	21.9
-3.530	24.0
-3.536	26.8
-3.541	28.2
-3.546	26.6
-3.552	23.9
-3.557	22.3
-3.562	21.0
-3.568	18.6
-3.573	15.1
-3.578	12.0
-3.584	9.8
-3.589	8.6
-3.594	8.3
-3.600	8.7
-3.605	10.0
-3.610	12.4
-3.616	15.6
-3.621	18.8
-3.626	20.8
-3.632	22.4
-3.637	24.4
-3.642	26.4
-3.647	27.2
-3.653	25.6
-3.658	23.1
-3.663	21.1
-3.669	19.5
-3.674	17.0
-3.679	13.8
-3.685	11.0
-3.690	9.2
-3.695	8.4
-3.701	8.4
-3.706	9.5
-3.711	11.5
-3.717	14.1
-3.722	17.2
-3.727	20.0
-3.733	22.1
-3.738	23.7
-3.743	25.0
-3.749	25.9
-3.754	25.1
-3.759	22.7
-3.765	20.3
-3.770	18.4
-3.775	16.1
-3.781	13.3
-3.786	10.8
-3.791	8.8
-3.797	8.0
-3.802	8.2
-3.807	9.4
-3.813	11.4
-3.818	13.9
-3.823	16.7
-3.829	19.6
-3.834	21.6
-3.839	22.7
-3.844	23.5
-3.850	24.0
-3.855	23.1
-3.860	21.1
-3.866	18.8
-3.871	16.8
-3.876	14.4
-3.882	12.0
-3.887	9.6
-3.892	8.4
-3.898	8.1
-3.903	8.9
-3.908	10.1
-3.914	11.7
-3.919	13.7
-3.924	16.6
-3.930	19.6
-3.935	21.2
-3.940	21.7
-3.946	22.2
-3.951	21.7
-3.956	20.1
-3.962	17.8
-3.967	15.8
-3.972	13.6
-3.978	11.4
-3.983	9.4
-3.988	8.3
-3.994	8.1
-3.999	9.0
-4.004	10.6
-4.009	12.5
-4.015	14.7
-4.020	17.7
-4.025	20.5
-4.031	21.3
-4.036	20.9
-4.041	20.6
-4.047	19.7
-4.052	17.9
-4.057	15.9
-4.063	14.2
-4.068	12.2
-4.073	10.2
-4.079	8.6
-4.084	7.8
-4.089	8.0
-4.095	9.2
-4.100	11.0
-4.105	12.8
-4.111	15.2
-4.116	18.1
-4.121	20.1
-4.127	20.5
-4.132	20.6
-4.137	20.3
-4.143	18.7
-4.148	16.4
-4.153	14.0
-4.158	12.0
-4.164	10.0
-4.169	8.4
-4.174	7.6
-4.180	7.7
-4.185	8.7
-4.190	10.3
-4.196	12.4
-4.201	14.4
-4.206	16.4
-4.212	17.7
-4.217	18.5
-4.222	18.9
-4.228	18.4
-4.233	16.9
-4.238	14.8
-4.244	12.8
-4.249	10.8
-4.254	9.2
-4.260	8.0
-4.265	7.2
-4.270	7.2
-4.275	8.2
-4.281	9.6
-4.286	11.6
-4.291	13.7
-4.297	15.3
-4.302	16.4
-4.307	17.4
-4.313	17.2
-4.318	16.1
-4.323	14.4
-4.329	12.5
-4.334	10.7
-4.339	9.1
-4.345	7.7
-4.350	6.9
-4.355	6.5
-4.361	6.8
-4.366	7.6
-4.371	8.9
-4.377	10.4
-4.382	11.8
-4.387	13.1
-4.392	14.5
-4.398	15.1
-4.403	14.3
-4.408	13.1
-4.414	11.9
-4.419	10.4
-4.424	8.8
-4.430	7.2
-4.435	6.3
-4.440	5.7
-4.446	5.7
-4.451	6.2
-4.456	7.6
-4.462	9.1
-4.467	9.9
-4.472	10.7
-4.478	11.9
-4.483	12.2
-4.488	11.2
-4.493	10.0
-4.499	9.2
-4.504	8.0
-4.509	6.9
-4.515	6.0
-4.520	5.2
-4.525	4.7
-4.531	4.4
-4.536	4.8
-4.541	6.0
-4.547	6.9
-4.552	7.6
-4.557	8.4
-4.563	9.6
-4.568	10.0
-4.573	9.2
-4.578	8.4
-4.584	7.6
-4.589	6.6
-4.594	5.4
-4.600	4.5
-4.605	4.0
-4.610	3.6
-4.616	3.6
-4.621	4.4
-4.626	5.2
-4.632	6.0
-4.637	6.7
-4.642	7.5
-4.648	8.0
-4.653	7.6
-4.658	7.2
-4.663	6.8
-4.669	6.0
-4.674	5.1
-4.679	4.3
-4.685	3.5
-4.690	3.2
-4.695	3.2
-4.701	3.6
-4.706	4.0
-4.711	4.4
-4.717	5.2
-4.722	6.0
-4.727	6.0
-4.733	6.0
-4.738	5.6
-4.743	5.2
-4.748	4.8
-4.754	4.3
-4.759	3.6
-4.764	3.1
-4.770	2.7
-4.775	2.8
-4.780	3.0
-4.786	3.4
-4.791	3.8
-4.796	4.2
-4.802	4.5
-4.807	4.7
-4.812	4.6
-4.818	4.4
-4.823	4.0
-4.828	3.6
-4.833	3.2
-4.839	2.8
-4.844	2.4
-4.849	2.1
-4.855	2.1
-4.860	2.2
-4.865	2.4
-4.871	2.8
-4.876	2.9
-4.881	3.0
-4.887	3.0
-4.892	3.0
-4.897	3.0
-4.902	2.8
-4.908	2.5
-4.913	2.1
-4.918	2.0
-4.924	1.8
-4.929	1.6
-4.934	1.6
-4.940	1.6
-4.945	1.6
-4.950	1.6
-4.956	1.6
-4.961	1.6
-4.966	1.6
-4.971	1.6
-4.977	1.6
-4.982	1.5
-4.987	1.4
-4.993	1.2
-4.998	1.2
-5.003	1.2
-5.009	1.1
-5.014	1.0
-5.019	1.0
-5.025	0.9
-5.030	0.9
-5.035	0.8
-5.040	0.8
-5.046	0.8
-5.051	0.8
-5.056	0.8
-5.062	0.8
-5.067	0.8
-5.072	0.8
-5.078	0.8
-5.083	0.8
-5.088	0.7
-5.094	0.7
-5.099	0.6
-5.104	0.6
-5.109	0.6
-5.115	0.5
-5.120	0.5
-5.125	0.5
-5.131	0.5
-5.136	0.5
-5.141	0.5
-5.147	0.4
-5.152	0.4
-5.157	0.4
-5.162	0.4
-5.168	0.4
-5.173	0.4
-5.178	0.4
-5.184	0.4
-5.189	0.4
-5.194	0.4
-5.200	0.4
-5.205	0.4
-5.210	0.4
-5.216	0.4
-5.221	0.4
-5.226	0.4
-5.231	0.4
-5.237	0.4
-5.242	0.4
-5.247	0.4
-5.253	0.4
-5.258	0.4
-5.263	0.4
-5.269	0.4
-5.274	0.4
-5.279	0.4
-5.284	0.4
-5.290	0.4
-5.295	0.4
-5.300	0.4
-5.306	0.4
-5.311	0.4
-5.316	0.4
-5.322	0.4
-5.327	0.4
-5.332	0.4
-5.337	0.4
-5.343	0.4
-5.348	0.4
-5.353	0.4
-5.359	0.4
-5.364	0.3
-5.369	0.3
-5.375	0.3
-5.380	0.3
-5.385	0.3
-5.390	0.3
-5.396	0.3
-5.401	0.3
-5.406	0.2
-5.412	0.2
-5.417	0.2
-5.422	0.2
-5.428	0.2
-5.433	0.2
-5.438	0.2
-5.443	0.2
-5.449	0.2
-5.454	0.1
