&a 	I1
2.528	35.1
2.522	35.0
2.517	33.4
2.512	30.5
2.506	27.2
2.501	24.7
2.496	22.9
2.490	21.1
2.485	18.8
2.480	16.4
2.474	14.0
2.469	12.4
2.464	11.2
2.458	10.8
2.453	11.0
2.448	11.9
2.442	13.5
2.437	15.4
2.432	17.5
2.426	19.2
2.421	21.1
2.416	23.2
2.410	26.2
2.405	29.1
2.400	31.9
2.394	33.9
2.389	34.7
2.384	34.7
2.378	35.0
2.373	35.6
2.368	35.8
2.362	35.0
2.357	33.0
2.352	30.3
2.346	27.4
2.341	25.1
2.336	23.5
2.330	21.5
2.325	19.1
2.320	16.4
2.314	14.0
2.309	12.3
2.304	11.2
2.298	10.7
2.293	10.7
2.288	11.1
2.282	12.0
2.277	13.6
2.272	15.7
2.266	17.8
2.261	19.1
2.256	20.1
2.250	21.1
2.245	22.7
2.240	25.5
2.234	28.9
2.229	32.3
2.223	34.8
2.218	35.8
2.213	36.0
2.207	36.5
2.202	36.8
2.197	36.2
2.191	34.5
2.186	32.5
2.181	30.0
2.175	27.6
2.170	25.3
2.165	23.5
2.159	21.5
2.154	19.3
2.149	17.0
2.143	15.0
2.138	13.1
2.133	11.7
2.127	10.9
2.122	10.5
2.117	10.4
2.111	10.8
2.106	11.6
2.101	13.2
2.095	15.1
2.090	17.4
2.085	19.6
2.079	21.6
2.074	23.6
2.069	25.8
2.063	27.9
2.058	29.9
2.053	31.8
2.047	33.8
2.042	35.8
2.037	37.0
2.031	37.4
2.026	37.7
2.021	37.8
2.015	37.4
2.010	36.2
2.005	34.3
1.999	32.3
1.994	30.3
1.989	28.3
1.983	26.7
1.978	25.1
1.972	23.5
1.967	20.9
1.962	18.1
1.956	15.3
1.951	13.0
1.946	11.4
1.940	10.4
1.935	10.0
1.930	9.8
1.924	9.8
1.919	10.2
1.914	10.8
1.908	11.9
1.903	13.3
1.898	15.3
1.892	17.6
1.887	20.0
1.882	22.0
1.876	23.9
1.871	25.7
1.866	27.5
1.860	29.0
1.855	30.2
1.850	31.7
1.844	33.7
1.839	35.7
1.834	37.0
1.828	37.7
1.823	38.0
1.818	38.0
1.812	37.3
1.807	35.8
1.802	33.9
1.796	32.1
1.791	30.7
1.786	29.4
1.780	28.2
1.775	27.0
1.769	25.7
1.764	23.9
1.759	21.5
1.753	18.7
1.748	16.3
1.743	14.0
1.737	12.4
1.732	11.2
1.727	10.4
1.721	9.9
1.716	9.5
1.711	9.5
1.705	9.5
1.700	9.9
1.695	10.6
1.689	11.5
1.684	12.8
1.679	14.6
1.673	16.7
1.668	18.9
1.663	21.1
1.657	23.1
1.652	25.0
1.647	26.7
1.641	28.3
1.636	29.3
1.631	30.1
1.625	31.0
1.620	32.5
1.615	34.6
1.609	36.7
1.604	38.3
1.599	39.1
1.593	39.4
1.588	39.3
1.582	38.3
1.577	36.7
1.572	34.6
1.566	32.7
1.561	31.1
1.556	29.9
1.550	28.7
1.545	27.9
1.540	27.5
1.534	26.4
1.529	25.5
1.524	23.6
1.518	21.1
1.513	18.5
1.508	16.0
1.502	14.0
1.497	12.4
1.492	11.2
1.486	10.3
1.481	9.6
1.476	9.2
1.470	9.1
1.465	9.1
1.460	9.2
1.454	9.3
1.449	9.7
1.444	10.1
1.438	10.9
1.433	12.0
1.428	13.6
1.422	15.3
1.417	17.4
1.411	19.8
1.406	22.0
1.401	24.0
1.395	25.8
1.390	27.4
1.385	28.6
1.379	29.5
1.374	30.0
1.369	30.3
1.363	30.2
1.358	30.7
1.353	31.5
1.347	33.5
1.342	35.8
1.337	38.1
1.331	39.7
1.326	40.7
1.321	40.7
1.315	39.9
1.310	38.2
1.305	36.2
1.299	34.0
1.294	32.3
1.289	31.0
1.283	30.1
1.278	29.7
1.273	29.5
1.267	29.4
1.262	29.3
1.256	28.7
1.251	27.9
1.246	26.3
1.240	24.3
1.235	22.0
1.230	19.7
1.224	17.7
1.219	15.7
1.214	14.1
1.208	12.8
1.203	11.6
1.198	10.8
1.192	10.4
1.187	9.9
1.182	9.6
1.176	9.2
1.171	9.2
1.166	9.1
1.160	9.0
1.155	8.9
1.150	8.9
1.144	9.2
1.139	9.7
1.134	10.1
1.128	10.9
1.123	11.6
1.118	12.5
1.112	13.5
1.107	15.1
1.101	16.8
1.096	18.7
1.091	20.7
1.085	22.9
1.080	24.8
1.075	26.7
1.069	28.0
1.064	29.1
1.059	29.8
1.053	30.2
1.048	29.9
1.043	29.5
1.037	29.1
1.032	29.1
1.027	29.9
1.021	31.1
1.016	32.8
1.011	34.8
1.005	37.1
1.000	39.3
0.995	41.2
0.989	42.4
0.984	43.3
0.979	43.5
0.973	43.1
0.968	42.3
0.962	41.0
0.957	39.1
0.952	36.8
0.946	34.4
0.941	32.3
0.936	31.2
0.930	30.7
0.925	30.6
0.920	30.4
0.914	29.6
0.909	28.3
0.904	26.7
0.898	25.1
0.893	24.1
0.888	23.5
0.882	23.5
0.877	24.1
0.872	24.9
0.866	25.2
0.861	24.9
0.856	23.7
0.850	22.0
0.845	20.1
0.840	18.3
0.834	16.7
0.829	15.3
0.823	14.2
0.818	13.3
0.813	12.4
0.807	11.7
0.802	11.1
0.797	10.7
0.791	10.3
0.786	10.0
0.781	9.8
0.775	9.6
0.770	9.5
0.765	9.4
0.759	9.2
0.754	9.2
0.749	9.2
0.743	9.2
0.738	9.2
0.733	9.2
0.727	9.2
0.722	9.2
0.717	9.4
0.711	9.6
0.706	9.9
0.701	10.1
0.695	10.4
0.690	10.6
0.684	11.0
0.679	11.5
0.674	12.0
0.668	12.8
0.663	13.5
0.658	14.4
0.652	15.2
0.647	16.1
0.642	17.2
0.636	18.5
0.631	19.8
0.626	21.2
0.620	22.4
0.615	23.6
0.610	24.6
0.604	25.5
0.599	26.4
0.594	27.2
0.588	28.2
0.583	28.6
0.578	29.0
0.572	29.3
0.567	29.6
0.561	29.9
0.556	30.1
0.551	30.2
0.545	30.0
0.540	29.7
0.535	29.4
0.529	29.2
0.524	28.9
0.519	28.7
0.513	28.7
0.508	28.7
0.503	28.7
0.497	28.7
0.492	29.1
0.487	29.4
0.481	30.3
0.476	31.4
0.471	32.6
0.465	33.9
0.460	35.1
0.455	36.3
0.449	37.5
0.444	38.4
0.438	39.4
0.433	40.2
0.428	41.0
0.422	41.7
0.417	42.4
0.412	42.8
0.406	43.3
0.401	43.6
0.396	43.7
0.390	43.6
0.385	43.4
0.380	43.0
0.374	42.7
0.369	42.2
0.364	41.5
0.358	40.7
0.353	39.9
0.348	39.2
0.342	38.4
0.337	37.9
0.332	37.1
0.326	36.4
0.321	35.7
0.316	34.9
0.310	34.1
0.305	33.3
0.299	32.7
0.294	32.1
0.289	31.4
0.283	30.8
0.278	30.3
0.273	29.9
0.267	29.5
0.262	29.1
0.257	28.8
0.251	28.8
0.246	28.8
0.241	28.7
0.235	28.6
0.230	28.5
0.225	28.5
0.219	28.3
0.214	28.3
0.209	28.1
0.203	28.2
0.198	28.2
0.193	28.3
0.187	28.4
0.182	28.4
0.176	28.5
0.171	28.5
0.166	28.5
0.160	28.5
0.155	28.5
0.150	28.5
0.144	28.6
0.139	28.6
0.134	28.7
0.128	28.7
0.123	28.8
0.118	28.9
0.112	29.0
0.107	29.0
0.102	29.1
0.096	29.1
0.091	29.2
0.086	29.2
0.080	29.2
0.075	29.2
0.070	29.1
0.064	29.1
0.059	29.1
0.053	29.1
0.048	29.1
0.043	29.1
0.037	29.1
0.032	29.2
0.027	29.2
0.021	29.3
0.016	29.3
0.011	29.3
0.005	29.5
0.000	29.5
-0.005	29.5
-0.011	29.3
-0.016	29.3
-0.021	29.4
-0.027	29.5
-0.032	29.5
-0.037	29.5
-0.043	29.5
-0.048	29.6
-0.053	29.6
-0.059	29.6
-0.064	29.6
-0.070	29.6
-0.075	29.6
-0.080	29.6
-0.086	29.6
-0.091	29.6
-0.096	29.6
-0.102	29.2
-0.107	28.8
-0.112	28.5
-0.118	28.0
-0.123	28.5
-0.128	28.6
-0.134	29.1
-0.139	29.3
-0.144	29.3
-0.150	29.3
-0.155	29.3
-0.160	29.1
-0.166	29.0
-0.171	29.0
-0.176	29.1
-0.182	29.1
-0.187	29.1
-0.193	29.1
-0.198	29.1
-0.203	29.0
-0.209	29.1
-0.214	29.3
-0.219	29.6
-0.225	29.6
-0.230	29.8
-0.235	30.0
-0.241	30.3
-0.246	30.5
-0.251	30.9
-0.257	31.3
-0.262	31.7
-0.267	31.9
-0.273	32.3
-0.278	32.4
-0.283	33.0
-0.289	33.8
-0.294	35.0
-0.299	35.9
-0.305	36.6
-0.310	37.4
-0.316	38.2
-0.321	39.1
-0.326	39.9
-0.332	40.7
-0.337	41.5
-0.342	42.1
-0.348	42.6
-0.353	42.9
-0.358	43.2
-0.364	43.3
-0.369	43.4
-0.374	43.5
-0.380	43.5
-0.385	43.4
-0.390	43.0
-0.396	42.6
-0.401	42.1
-0.406	41.5
-0.412	40.7
-0.417	39.7
-0.422	38.7
-0.428	37.6
-0.433	36.7
-0.438	35.5
-0.444	34.3
-0.449	33.2
-0.455	32.3
-0.460	31.3
-0.465	30.4
-0.471	29.6
-0.476	29.1
-0.481	28.8
-0.487	28.3
-0.492	27.8
-0.497	27.2
-0.503	27.1
-0.508	27.6
-0.513	28.3
-0.519	29.1
-0.524	29.7
-0.529	30.1
-0.535	30.1
-0.540	29.9
-0.545	29.3
-0.551	28.5
-0.556	27.9
-0.561	27.2
-0.567	26.7
-0.572	25.9
-0.578	25.0
-0.583	24.3
-0.588	23.4
-0.594	22.4
-0.599	21.4
-0.604	20.2
-0.610	18.9
-0.615	17.6
-0.620	16.3
-0.626	15.1
-0.631	14.2
-0.636	13.5
-0.642	12.7
-0.647	12.0
-0.652	11.2
-0.658	10.8
-0.663	10.4
-0.668	10.0
-0.674	9.6
-0.679	9.3
-0.684	9.1
-0.690	9.0
-0.695	8.7
-0.701	8.7
-0.706	8.5
-0.711	8.6
-0.717	8.6
-0.722	8.6
-0.727	8.6
-0.733	8.7
-0.738	8.8
-0.743	8.9
-0.749	9.0
-0.754	9.2
-0.759	9.4
-0.765	9.7
-0.770	10.0
-0.775	10.3
-0.781	10.5
-0.786	10.9
-0.791	11.5
-0.797	12.1
-0.802	12.8
-0.807	13.4
-0.813	14.5
-0.818	15.7
-0.823	17.7
-0.829	19.8
-0.834	21.6
-0.840	23.3
-0.845	24.8
-0.850	26.0
-0.856	26.9
-0.861	27.6
-0.866	28.1
-0.872	28.5
-0.877	28.5
-0.882	28.5
-0.888	28.4
-0.893	28.4
-0.898	28.4
-0.904	28.6
-0.909	29.0
-0.914	29.8
-0.920	30.9
-0.925	32.4
-0.930	33.7
-0.936	35.3
-0.941	36.5
-0.946	37.6
-0.952	38.8
-0.957	39.5
-0.962	39.7
-0.968	39.3
-0.973	38.3
-0.979	37.0
-0.984	35.0
-0.989	33.0
-0.995	31.0
-1.000	29.5
-1.005	28.4
-1.011	28.0
-1.016	27.9
-1.021	28.1
-1.027	28.3
-1.032	28.3
-1.037	28.0
-1.043	27.2
-1.048	26.2
-1.053	25.0
-1.059	23.6
-1.064	21.9
-1.069	20.1
-1.075	18.2
-1.080	16.3
-1.085	14.5
-1.091	13.0
-1.096	11.8
-1.101	11.0
-1.107	10.2
-1.112	9.6
-1.118	9.2
-1.123	8.8
-1.128	8.7
-1.134	8.5
-1.139	8.5
-1.144	8.4
-1.150	8.4
-1.155	8.4
-1.160	8.7
-1.166	8.8
-1.171	9.2
-1.176	9.9
-1.182	10.7
-1.187	11.8
-1.192	13.0
-1.198	14.6
-1.203	16.2
-1.208	18.2
-1.214	20.2
-1.219	22.2
-1.224	24.0
-1.230	25.4
-1.235	26.6
-1.240	27.4
-1.246	27.8
-1.251	28.0
-1.256	28.0
-1.262	28.1
-1.267	28.5
-1.273	29.3
-1.278	30.8
-1.283	32.8
-1.289	35.1
-1.294	37.1
-1.299	38.6
-1.305	39.0
-1.310	38.7
-1.315	37.6
-1.321	35.6
-1.326	32.7
-1.331	30.0
-1.337	27.9
-1.342	27.0
-1.347	26.7
-1.353	27.2
-1.358	27.4
-1.363	27.3
-1.369	26.5
-1.374	25.2
-1.379	23.2
-1.385	21.0
-1.390	18.6
-1.395	16.4
-1.401	14.4
-1.406	12.6
-1.411	11.4
-1.417	10.5
-1.422	9.7
-1.428	9.3
-1.433	8.9
-1.438	8.6
-1.444	8.5
-1.449	8.5
-1.454	8.7
-1.460	9.1
-1.465	9.4
-1.470	10.0
-1.476	10.8
-1.481	12.0
-1.486	13.3
-1.492	15.2
-1.497	17.5
-1.502	19.9
-1.508	22.2
-1.513	24.1
-1.518	25.4
-1.524	26.7
-1.529	27.1
-1.534	27.5
-1.540	27.6
-1.545	28.0
-1.550	28.8
-1.556	30.6
-1.561	32.9
-1.566	35.3
-1.572	37.2
-1.577	38.0
-1.582	37.6
-1.588	36.0
-1.593	33.1
-1.599	30.3
-1.604	28.3
-1.609	27.2
-1.615	26.8
-1.620	26.3
-1.625	25.8
-1.631	25.3
-1.636	23.9
-1.641	21.9
-1.647	19.1
-1.652	16.3
-1.657	13.7
-1.663	11.9
-1.668	10.5
-1.673	9.7
-1.679	9.0
-1.684	8.6
-1.689	8.4
-1.695	8.4
-1.700	8.5
-1.705	8.8
-1.711	9.2
-1.716	9.9
-1.721	10.8
-1.727	12.0
-1.732	13.8
-1.737	16.2
-1.743	19.1
-1.748	22.1
-1.753	24.7
-1.759	25.9
-1.764	26.3
-1.769	25.9
-1.775	25.6
-1.780	25.9
-1.786	27.0
-1.791	29.5
-1.796	32.6
-1.802	35.8
-1.807	37.4
-1.812	37.1
-1.818	34.8
-1.823	31.6
-1.828	28.4
-1.834	26.8
-1.839	26.4
-1.844	26.7
-1.850	26.7
-1.855	25.9
-1.860	23.9
-1.866	21.1
-1.871	17.9
-1.876	14.9
-1.882	12.5
-1.887	10.9
-1.892	9.6
-1.898	8.8
-1.903	8.4
-1.908	8.2
-1.914	8.2
-1.919	8.3
-1.924	8.7
-1.930	9.4
-1.935	10.4
-1.940	11.9
-1.946	13.8
-1.951	16.5
-1.956	19.7
-1.962	22.9
-1.967	25.3
-1.972	26.6
-1.978	26.6
-1.983	26.3
-1.989	26.3
-1.994	27.8
-1.999	30.6
-2.005	34.5
-2.010	37.4
-2.015	37.7
-2.021	35.0
-2.026	31.0
-2.031	27.6
-2.037	25.9
-2.042	25.3
-2.047	25.3
-2.053	24.8
-2.058	23.5
-2.063	20.7
-2.069	17.5
-2.074	14.3
-2.079	12.0
-2.085	10.4
-2.090	9.2
-2.095	8.6
-2.101	8.3
-2.106	8.3
-2.111	8.3
-2.117	8.7
-2.122	9.5
-2.127	10.4
-2.133	12.0
-2.138	14.2
-2.143	17.4
-2.149	21.0
-2.154	24.4
-2.159	26.2
-2.165	26.6
-2.170	26.0
-2.175	25.8
-2.181	27.1
-2.186	30.5
-2.191	34.8
-2.197	37.5
-2.202	35.8
-2.207	31.6
-2.213	27.5
-2.218	25.5
-2.223	25.4
-2.229	25.8
-2.234	25.0
-2.240	22.8
-2.245	19.4
-2.250	16.1
-2.256	13.3
-2.261	11.3
-2.266	9.9
-2.272	9.0
-2.277	8.4
-2.282	8.2
-2.288	8.2
-2.293	8.6
-2.298	9.2
-2.304	10.3
-2.309	11.9
-2.314	14.5
-2.320	18.3
-2.325	22.4
-2.330	25.3
-2.336	26.2
-2.341	25.4
-2.346	24.6
-2.352	25.6
-2.357	29.2
-2.362	34.3
-2.368	37.3
-2.373	35.4
-2.378	31.0
-2.384	27.4
-2.389	26.0
-2.394	26.0
-2.400	26.3
-2.405	25.1
-2.410	21.9
-2.416	17.8
-2.421	14.2
-2.426	11.8
-2.432	10.1
-2.437	9.0
-2.442	8.5
-2.448	8.2
-2.453	8.3
-2.458	8.7
-2.464	9.5
-2.469	10.8
-2.474	13.2
-2.480	16.8
-2.485	21.3
-2.490	24.5
-2.496	25.1
-2.501	24.3
-2.506	23.7
-2.512	25.1
-2.517	29.6
-2.522	34.9
-2.528	36.5
-2.533	33.1
-2.538	28.8
-2.544	26.1
-2.549	25.5
-2.554	25.8
-2.560	25.4
-2.565	22.5
-2.570	18.4
-2.576	14.5
-2.581	11.9
-2.586	10.1
-2.592	9.1
-2.597	8.4
-2.602	8.2
-2.608	8.2
-2.613	8.8
-2.619	9.6
-2.624	11.6
-2.629	14.8
-2.635	19.2
-2.640	23.3
-2.645	25.3
-2.651	24.9
-2.656	24.2
-2.661	25.5
-2.667	30.3
-2.672	34.5
-2.677	34.0
-2.683	29.6
-2.688	25.1
-2.693	23.8
-2.699	23.9
-2.704	24.8
-2.709	23.1
-2.715	19.3
-2.720	15.3
-2.725	12.4
-2.731	10.6
-2.736	8.6
-2.741	8.3
-2.747	8.1
-2.752	8.1
-2.757	8.7
-2.763	9.6
-2.768	11.6
-2.773	15.0
-2.779	19.7
-2.784	23.6
-2.789	24.8
-2.795	24.0
-2.800	23.7
-2.805	26.7
-2.811	32.1
-2.816	34.9
-2.821	32.0
-2.827	27.6
-2.832	24.9
-2.837	24.4
-2.843	24.7
-2.848	23.2
-2.853	19.2
-2.859	14.9
-2.864	12.0
-2.869	10.0
-2.875	8.8
-2.880	8.2
-2.885	7.9
-2.891	8.2
-2.896	8.9
-2.901	10.4
-2.907	13.0
-2.912	17.3
-2.917	21.5
-2.923	23.5
-2.928	23.1
-2.933	22.8
-2.939	25.5
-2.944	30.8
-2.949	34.2
-2.955	31.8
-2.960	27.5
-2.965	25.1
-2.971	24.8
-2.976	24.9
-2.981	22.6
-2.987	18.5
-2.992	14.5
-2.997	11.7
-3.003	9.9
-3.008	8.7
-3.013	8.3
-3.019	8.3
-3.024	8.7
-3.029	9.8
-3.035	12.2
-3.040	16.0
-3.045	20.0
-3.051	22.0
-3.056	22.2
-3.061	22.5
-3.067	24.9
-3.072	29.9
-3.077	32.2
-3.083	29.4
-3.088	25.8
-3.093	23.9
-3.099	23.8
-3.104	23.5
-3.109	20.3
-3.115	16.2
-3.120	12.6
-3.125	10.2
-3.131	8.8
-3.136	8.0
-3.141	7.9
-3.147	8.3
-3.152	9.2
-3.157	11.2
-3.163	14.8
-3.168	19.3
-3.173	22.3
-3.179	22.7
-3.184	22.7
-3.189	25.1
-3.195	29.4
-3.200	31.3
-3.205	28.6
-3.211	24.9
-3.216	23.2
-3.221	23.2
-3.227	22.0
-3.232	18.8
-3.237	14.8
-3.243	11.8
-3.248	9.6
-3.253	8.4
-3.259	7.9
-3.264	8.0
-3.269	8.6
-3.275	9.6
-3.280	11.6
-3.285	14.2
-3.291	16.6
-3.296	17.5
-3.301	18.6
-3.306	21.5
-3.312	26.3
-3.317	29.2
-3.322	27.8
-3.328	24.8
-3.333	23.3
-3.338	23.0
-3.344	21.5
-3.349	18.1
-3.354	14.3
-3.360	11.4
-3.365	9.4
-3.370	8.4
-3.376	8.0
-3.381	8.4
-3.386	9.5
-3.392	11.8
-3.397	15.3
-3.402	19.1
-3.408	21.1
-3.413	21.8
-3.418	23.1
-3.424	26.1
-3.429	28.6
