&a / °	I1 / %
5.459	0.0
5.454	0.0
5.449	0.0
5.443	0.0
5.438	0.0
5.433	0.0
5.428	0.0
5.422	0.0
5.417	0.0
5.412	0.0
5.406	0.0
5.401	0.0
5.396	0.0
5.390	0.0
5.385	0.0
5.380	0.0
5.375	0.0
5.369	0.0
5.364	0.0
5.359	0.0
5.353	0.0
5.348	0.0
5.343	0.0
5.337	0.0
5.332	0.0
5.327	0.0
5.322	0.0
5.316	0.0
5.311	0.0
5.306	0.0
5.300	0.0
5.295	0.0
5.290	0.0
5.284	0.0
5.279	0.0
5.274	0.0
5.269	0.0
5.263	0.0
5.258	0.0
5.253	0.0
5.247	0.0
5.242	0.0
5.237	0.0
5.231	0.0
5.226	0.0
5.221	0.0
5.216	0.0
5.210	0.0
5.205	0.0
5.200	0.0
5.194	0.0
5.189	0.0
5.184	0.0
5.178	0.0
5.173	0.0
5.168	0.0
5.162	0.0
5.157	0.0
5.152	0.0
5.147	0.0
5.141	0.0
5.136	0.0
5.131	0.0
5.125	0.0
5.120	0.0
5.115	0.0
5.109	0.0
5.104	0.0
5.099	0.0
5.094	0.1
5.088	0.1
5.083	0.1
5.078	0.1
5.072	0.2
5.067	0.2
5.062	0.3
5.056	0.3
5.051	0.3
5.046	0.3
5.040	0.3
5.035	0.3
5.030	0.4
5.025	0.4
5.019	0.4
5.014	0.4
5.009	0.4
5.003	0.4
4.998	0.4
4.993	0.4
4.987	0.4
4.982	0.4
4.977	0.4
4.971	0.4
4.966	0.4
4.961	0.4
4.956	0.4
4.950	0.4
4.945	0.4
4.940	0.4
4.934	0.4
4.929	0.4
4.924	0.4
4.918	0.4
4.913	0.4
4.908	0.4
4.902	0.5
4.897	0.5
4.892	0.5
4.887	0.5
4.881	0.5
4.876	0.5
4.871	0.7
4.865	0.8
4.860	0.8
4.855	0.8
4.849	0.8
4.844	0.8
4.839	0.8
4.833	0.8
4.828	0.8
4.823	0.8
4.818	0.8
4.812	0.8
4.807	0.8
4.802	0.8
4.796	0.8
4.791	0.8
4.786	1.0
4.780	1.1
4.775	1.2
4.770	1.2
4.764	1.2
4.759	1.2
4.754	1.3
4.748	1.3
4.743	1.3
4.738	1.3
4.733	1.3
4.727	1.3
4.722	1.3
4.717	1.3
4.711	1.5
4.706	1.6
4.701	1.6
4.695	1.7
4.690	2.0
4.685	2.1
4.679	2.4
4.674	2.4
4.669	2.4
4.663	2.4
4.658	2.5
4.653	2.5
4.648	2.5
4.642	2.5
4.637	2.5
4.632	2.6
4.626	2.7
4.621	2.8
4.616	3.0
4.610	3.2
4.605	3.6
4.600	3.6
4.594	4.0
4.589	4.0
4.584	4.2
4.578	4.2
4.573	4.3
4.568	4.3
4.563	4.3
4.557	4.2
4.552	4.1
4.547	4.0
4.541	4.0
4.536	4.0
4.531	4.0
4.525	4.3
4.520	4.7
4.515	5.0
4.509	5.4
4.504	5.8
4.499	6.2
4.493	6.6
4.488	6.7
4.483	6.6
4.478	6.3
4.472	5.9
4.467	5.5
4.462	5.1
4.456	4.7
4.451	4.4
4.446	4.8
4.440	5.4
4.435	6.2
4.430	6.6
4.424	7.0
4.419	7.6
4.414	8.4
4.408	8.8
4.403	8.8
4.398	8.4
4.392	8.0
4.387	7.6
4.382	7.2
4.377	6.5
4.371	5.7
4.366	5.3
4.361	5.3
4.355	5.9
4.350	6.9
4.345	7.9
4.339	8.5
4.334	8.9
4.329	9.6
4.323	10.4
4.318	10.6
4.313	10.2
4.307	9.6
4.302	9.3
4.297	9.1
4.291	8.3
4.286	7.4
4.281	6.6
4.275	6.3
4.270	6.5
4.265	7.2
4.260	8.3
4.254	9.5
4.249	10.3
4.244	11.0
4.238	11.9
4.233	12.9
4.228	13.1
4.222	12.6
4.217	11.8
4.212	11.4
4.206	11.0
4.201	10.0
4.196	8.7
4.190	7.9
4.185	7.8
4.180	8.1
4.174	8.6
4.169	9.4
4.164	10.3
4.158	11.8
4.153	13.0
4.148	14.2
4.143	15.1
4.137	15.6
4.132	15.2
4.127	14.6
4.121	13.9
4.116	13.2
4.111	12.3
4.105	11.1
4.100	10.3
4.095	9.9
4.089	10.0
4.084	10.6
4.079	11.3
4.073	12.2
4.068	13.3
4.063	14.7
4.057	16.2
4.052	17.3
4.047	17.7
4.041	18.0
4.036	18.0
4.031	17.8
4.025	17.1
4.020	16.0
4.015	14.7
4.009	13.5
4.004	12.7
3.999	12.3
3.994	12.3
3.988	12.7
3.983	13.1
3.978	13.8
3.972	15.0
3.967	16.9
3.962	18.6
3.956	19.8
3.951	19.9
3.946	20.1
3.940	20.5
3.935	20.7
3.930	20.0
3.924	18.5
3.919	17.0
3.914	16.2
3.908	15.3
3.903	14.6
3.898	14.3
3.892	14.4
3.887	14.8
3.882	15.2
3.876	16.0
3.871	17.8
3.866	20.0
3.860	21.6
3.855	22.1
3.850	22.1
3.844	22.5
3.839	23.1
3.834	23.1
3.829	21.8
3.823	19.8
3.818	18.5
3.813	17.7
3.807	17.3
3.802	16.8
3.797	16.4
3.791	16.1
3.786	16.1
3.781	16.5
3.775	17.7
3.770	19.4
3.765	21.4
3.759	22.7
3.754	23.3
3.749	23.7
3.743	24.5
3.738	25.3
3.733	25.5
3.727	24.2
3.722	22.1
3.717	20.1
3.711	19.0
3.706	18.6
3.701	18.2
3.695	17.8
3.690	17.4
3.685	17.1
3.679	17.4
3.674	18.6
3.669	20.8
3.663	23.0
3.658	24.5
3.653	25.0
3.647	25.4
3.642	26.0
3.637	26.4
3.632	26.3
3.626	25.3
3.621	23.5
3.616	21.4
3.610	19.8
3.605	19.0
3.600	18.7
3.594	18.5
3.589	18.1
3.584	17.6
3.578	17.3
3.573	17.8
3.568	19.6
3.562	22.3
3.557	24.7
3.552	25.8
3.546	26.0
3.541	26.3
3.536	27.1
3.530	27.6
3.525	26.8
3.520	25.1
3.514	23.5
3.509	22.1
3.504	20.9
3.498	19.9
3.493	19.2
3.488	18.8
3.482	18.8
3.477	18.6
3.472	18.5
3.466	18.9
3.461	20.3
3.456	22.8
3.450	25.5
3.445	27.0
3.440	27.1
3.434	27.3
3.429	28.2
3.424	29.3
3.418	29.5
3.413	27.9
3.408	25.5
3.402	23.2
3.397	21.6
3.392	20.5
3.386	19.5
3.381	18.3
3.376	17.8
3.370	18.2
3.365	18.3
3.360	18.3
3.354	18.7
3.349	19.9
3.344	22.4
3.338	25.3
3.333	27.2
3.328	27.7
3.322	27.7
3.317	28.4
3.312	29.5
3.306	29.9
3.301	28.8
3.296	26.2
3.291	23.7
3.285	21.8
3.280	20.2
3.275	18.5
3.269	16.9
3.264	15.7
3.259	15.2
3.253	15.5
3.248	16.3
3.243	17.3
3.237	18.9
3.232	21.2
3.227	24.4
3.221	27.0
3.216	28.5
3.211	28.8
3.205	29.0
3.200	29.9
3.195	31.0
3.189	31.0
3.184	29.4
3.179	26.7
3.173	24.2
3.168	22.6
3.163	21.1
3.157	19.6
3.152	18.3
3.147	17.3
3.141	17.0
3.136	17.4
3.131	17.9
3.125	18.6
3.120	19.4
3.115	21.4
3.109	24.3
3.104	27.5
3.099	29.9
3.093	30.4
3.088	30.0
3.083	30.4
3.077	31.6
3.072	32.6
3.067	32.2
3.061	30.2
3.056	26.9
3.051	24.4
3.045	22.8
3.040	21.6
3.035	20.2
3.029	18.8
3.024	17.6
3.019	17.1
3.013	17.2
3.008	17.9
3.003	18.5
2.997	19.3
2.992	20.9
2.987	23.6
2.981	26.9
2.976	29.9
2.971	31.5
2.965	31.5
2.960	31.0
2.955	31.4
2.949	32.8
2.944	33.6
2.939	33.1
2.933	30.7
2.928	27.2
2.923	24.5
2.917	23.0
2.912	21.7
2.907	20.1
2.901	18.5
2.896	17.1
2.891	16.4
2.885	16.5
2.880	17.2
2.875	18.1
2.869	19.0
2.864	20.2
2.859	22.3
2.853	25.2
2.848	28.5
2.843	31.3
2.837	32.7
2.832	32.5
2.827	32.3
2.821	33.0
2.816	34.2
2.811	35.0
2.805	34.1
2.800	31.5
2.795	28.0
2.789	25.1
2.784	23.5
2.779	21.9
2.773	19.9
2.768	17.8
2.763	16.2
2.757	15.3
2.752	15.4
2.747	16.3
2.741	17.8
2.736	19.9
2.731	20.4
2.725	21.6
2.720	23.8
2.715	26.4
2.709	29.2
2.704	31.3
2.699	33.0
2.693	33.1
2.688	33.0
2.683	33.2
2.677	33.9
2.672	34.3
2.667	33.9
2.661	32.3
2.656	29.5
2.651	26.6
2.645	24.8
2.640	23.6
2.635	22.2
2.629	20.1
2.624	18.0
2.619	16.1
2.613	15.1
2.608	15.2
2.602	16.0
2.597	17.6
2.592	19.2
2.586	20.4
2.581	21.6
2.576	23.3
2.570	26.0
2.565	28.9
2.560	31.9
2.554	34.2
2.549	35.1
2.544	34.9
2.538	34.7
2.533	35.3
