&a / 	I1 /
2.757	16.1
2.752	16.5
2.747	17.5
2.741	18.6
2.736	20.0
2.731	20.4
2.725	21.8
2.720	24.2
2.715	26.7
2.709	29.2
2.704	31.0
2.699	32.2
2.693	31.9
2.688	31.7
2.683	31.9
2.677	32.6
2.672	33.1
2.667	32.7
2.661	31.3
2.656	28.8
2.651	26.0
2.645	24.0
2.640	22.9
2.635	21.9
2.629	20.2
2.624	18.5
2.619	16.8
2.613	16.1
2.608	16.4
2.602	17.5
2.597	18.7
2.592	19.7
2.586	20.5
2.581	21.8
2.576	23.7
2.570	26.2
2.565	28.9
2.560	31.6
2.554	33.6
2.549	34.2
2.544	33.6
2.538	33.4
2.533	34.0
2.528	35.0
2.522	35.0
2.517	33.9
2.512	31.8
2.506	29.2
2.501	26.5
2.496	24.5
2.490	23.4
2.485	22.2
2.480	20.4
2.474	18.3
2.469	16.5
2.464	15.2
2.458	14.8
2.453	15.6
2.448	17.0
2.442	18.8
2.437	20.1
2.432	21.1
2.426	22.5
2.421	24.5
2.416	26.6
2.410	28.7
2.405	30.9
2.400	33.2
2.394	34.7
2.389	35.1
2.384	34.7
2.378	35.0
2.373	35.6
2.368	35.6
2.362	34.7
2.357	33.0
2.352	31.1
2.346	29.0
2.341	26.9
2.336	25.3
2.330	24.1
2.325	22.8
2.320	20.8
2.314	18.5
2.309	16.4
2.304	15.0
2.298	14.3
2.293	14.6
2.288	15.7
2.282	17.4
2.277	19.2
2.272	20.9
2.266	22.0
2.261	23.0
2.256	24.1
2.250	24.5
2.245	25.2
2.240	27.0
2.234	30.0
2.229	33.3
2.223	35.6
2.218	36.4
2.213	36.5
2.207	36.9
2.202	36.9
2.197	35.9
2.191	33.9
2.186	32.1
2.181	30.3
2.175	28.7
2.170	26.8
2.165	25.2
2.159	24.0
2.154	23.0
2.149	21.7
2.143	19.9
2.138	17.6
2.133	15.6
2.127	14.3
2.122	13.9
2.117	14.1
2.111	15.2
2.106	16.9
2.101	19.0
2.095	21.0
2.090	22.6
2.085	24.0
2.079	25.6
2.074	27.2
2.069	28.5
2.063	29.3
2.058	30.2
2.053	31.9
2.047	34.4
2.042	36.6
2.037	37.9
2.031	38.1
2.026	38.4
2.021	38.3
2.015	37.4
2.010	35.5
2.005	33.1
1.999	31.3
1.994	30.1
1.989	29.3
1.983	28.5
1.978	27.4
1.972	26.4
1.967	25.0
1.962	23.0
1.956	20.6
1.951	18.0
1.946	15.5
1.940	13.9
1.935	13.0
1.930	12.9
1.924	13.2
1.919	14.1
1.914	15.5
1.908	17.5
1.903	19.7
1.898	21.6
1.892	23.2
1.887	24.8
1.882	26.3
1.876	27.8
1.871	28.4
1.866	28.5
1.860	28.6
1.855	29.5
1.850	31.5
1.844	34.2
1.839	36.8
1.834	38.2
1.828	38.8
1.823	39.0
1.818	38.8
1.812	37.5
1.807	35.3
1.802	32.7
1.796	30.5
1.791	29.3
1.786	28.8
1.780	28.7
1.775	28.6
1.769	28.1
1.764	27.3
1.759	26.1
1.753	24.3
1.748	22.2
1.743	19.6
1.737	17.2
1.732	15.2
1.727	13.7
1.721	12.8
1.716	12.4
1.711	12.4
1.705	12.8
1.700	13.8
1.695	15.4
1.689	17.3
1.684	19.4
1.679	21.3
1.673	22.9
1.668	24.4
1.663	25.9
1.657	27.3
1.652	28.3
1.647	28.5
1.641	28.3
1.636	28.2
1.631	28.7
1.625	30.1
1.620	32.5
1.615	35.6
1.609	38.2
1.604	39.8
1.599	40.6
1.593	40.8
1.588	40.3
1.582	38.8
1.577	36.4
1.572	33.5
1.566	31.0
1.561	28.9
1.556	28.0
1.550	27.6
1.545	27.8
1.540	28.6
1.534	28.7
1.529	28.9
1.524	28.2
1.518	26.9
1.513	25.0
1.508	22.7
1.502	20.1
1.497	17.6
1.492	15.5
1.486	13.8
1.481	12.6
1.476	11.8
1.470	11.5
1.465	11.5
1.460	11.9
1.454	12.5
1.449	13.4
1.444	14.6
1.438	16.3
1.433	18.2
1.428	20.4
1.422	22.5
1.417	24.3
1.411	25.9
1.406	27.4
1.401	28.7
1.395	29.5
1.390	29.5
1.385	28.9
1.379	28.2
1.374	27.8
1.369	28.0
1.363	28.5
1.358	29.9
1.353	31.7
1.347	34.6
1.342	37.4
1.337	40.0
1.331	41.7
1.326	42.5
1.321	42.3
1.315	41.1
1.310	38.9
1.305	36.1
1.299	33.1
1.294	30.7
1.289	28.7
1.283	27.5
1.278	27.1
1.273	27.3
1.267	27.7
1.262	28.6
1.256	29.2
1.251	29.6
1.246	29.5
1.240	28.9
1.235	28.1
1.230	26.9
1.224	25.3
1.219	23.1
1.214	20.8
1.208	18.5
1.203	16.6
1.198	15.0
1.192	13.8
1.187	12.9
1.182	12.2
1.176	11.8
1.171	11.5
1.166	11.3
1.160	11.3
1.155	11.4
1.150	11.7
1.144	12.5
1.139	13.6
1.134	15.1
1.128	16.4
1.123	17.7
1.118	19.3
1.112	20.8
1.107	22.6
1.101	24.1
1.096	25.7
1.091	27.0
1.085	28.5
1.080	29.7
1.075	30.4
1.069	30.4
1.064	29.7
1.059	28.8
1.053	27.8
1.048	27.0
1.043	26.4
1.037	26.4
1.032	27.1
1.027	28.6
1.021	30.6
1.016	33.1
1.011	35.9
1.005	38.8
1.000	41.4
0.995	43.6
0.989	45.0
0.984	46.0
0.979	46.0
0.973	45.6
0.968	44.4
0.962	42.6
0.957	40.2
0.952	37.3
0.946	34.2
0.941	31.5
0.936	29.7
0.930	28.5
0.925	28.0
0.920	27.5
0.914	26.6
0.909	25.3
0.904	23.9
0.898	22.7
0.893	22.3
0.888	22.7
0.882	23.9
0.877	25.9
0.872	28.2
0.866	29.9
0.861	31.1
0.856	31.2
0.850	30.3
0.845	29.1
0.840	27.1
0.834	25.2
0.829	23.3
0.823	21.6
0.818	19.9
0.813	18.2
0.807	16.7
0.802	15.5
0.797	14.5
0.791	13.7
0.786	13.2
0.781	12.7
0.775	12.3
0.770	12.0
0.765	11.8
0.759	11.5
0.754	11.5
0.749	11.4
0.743	11.4
0.738	11.5
0.733	11.6
0.727	11.8
0.722	12.2
0.717	12.6
0.711	13.0
0.706	13.4
0.701	14.2
0.695	14.9
0.690	15.7
0.684	16.6
0.679	17.7
0.674	18.9
0.668	20.1
0.663	21.4
0.658	22.7
0.652	23.9
0.647	25.0
0.642	25.9
0.636	27.0
0.631	27.9
0.626	28.8
0.620	29.6
0.615	30.2
0.610	30.6
0.604	30.8
0.599	31.0
0.594	30.8
0.588	30.8
0.583	30.0
0.578	29.3
0.572	28.5
0.567	27.9
0.561	27.5
0.556	27.0
0.551	26.7
0.545	26.2
0.540	25.8
0.535	25.5
0.529	25.5
0.524	25.5
0.519	25.6
0.513	25.9
0.508	26.3
0.503	26.7
0.497	27.2
0.492	27.9
0.487	28.6
0.481	30.0
0.476	31.4
0.471	33.0
0.465	34.7
0.460	36.2
0.455	37.7
0.449	39.3
0.444	40.5
0.438	41.6
0.433	42.6
0.428	43.5
0.422	44.3
0.417	45.2
0.412	45.7
0.406	46.2
0.401	46.5
0.396	46.6
0.390	46.5
0.385	46.3
0.380	46.0
0.374	45.5
0.369	44.9
0.364	44.1
0.358	43.1
0.353	42.1
0.348	41.2
0.342	40.4
0.337	39.6
0.332	38.7
0.326	37.8
0.321	36.6
0.316	35.6
0.310	34.6
0.305	33.7
0.299	32.7
0.294	31.8
0.289	30.9
0.283	30.1
0.278	29.3
0.273	28.6
0.267	28.0
0.262	27.5
0.257	27.0
0.251	26.7
0.246	26.5
0.241	26.2
0.235	26.0
0.230	25.8
0.225	25.6
0.219	25.4
0.214	25.2
0.209	25.0
0.203	25.0
0.198	25.1
0.193	25.1
0.187	25.2
0.182	25.1
0.176	25.2
0.171	25.2
0.166	25.2
0.160	25.2
0.155	25.2
0.150	25.2
0.144	25.3
0.139	25.3
0.134	25.4
0.128	25.4
0.123	25.6
0.118	25.7
0.112	25.7
0.107	25.8
0.102	25.9
0.096	25.9
0.091	26.0
0.086	26.0
0.080	26.1
0.075	26.1
0.070	26.1
0.064	26.1
0.059	26.1
0.053	26.2
0.048	26.2
0.043	26.2
0.037	26.2
0.032	26.3
0.027	26.4
0.021	26.4
0.016	26.5
0.011	26.5
0.005	26.7
0.000	26.8
-0.005	26.7
-0.011	26.6
-0.016	26.6
-0.021	26.6
-0.027	26.6
-0.032	26.7
-0.037	26.8
-0.043	26.8
-0.048	26.8
-0.053	26.8
-0.059	26.8
-0.064	26.7
-0.070	26.7
-0.075	26.6
-0.080	26.7
-0.086	26.6
-0.091	26.5
-0.096	26.5
-0.102	26.1
-0.107	25.7
-0.112	25.3
-0.118	24.9
-0.123	25.3
-0.128	25.4
-0.134	25.9
-0.139	26.0
-0.144	26.0
-0.150	26.0
-0.155	26.0
-0.160	25.9
-0.166	25.9
-0.171	25.9
-0.176	26.0
-0.182	26.1
-0.187	26.3
-0.193	26.3
-0.198	26.3
-0.203	26.4
-0.209	26.7
-0.214	27.0
-0.219	27.5
-0.225	27.9
-0.230	28.3
-0.235	28.6
-0.241	29.1
-0.246	29.5
-0.251	30.1
-0.257	30.7
-0.262	31.5
-0.267	32.0
-0.273	32.6
-0.278	33.1
-0.283	33.9
-0.289	35.0
-0.294	36.4
-0.299	37.6
-0.305	38.5
-0.310	39.6
-0.316	40.7
-0.321	41.8
-0.326	42.7
-0.332	43.6
-0.337	44.5
-0.342	45.3
-0.348	45.9
-0.353	46.2
-0.358	46.3
-0.364	46.4
-0.369	46.4
-0.374	46.5
-0.380	46.5
-0.385	46.3
-0.390	45.8
-0.396	45.1
-0.401	44.5
-0.406	43.7
-0.412	42.6
-0.417	41.4
-0.422	40.2
-0.428	38.8
-0.433	37.5
-0.438	36.0
-0.444	34.6
-0.449	33.0
-0.455	31.7
-0.460	30.4
-0.465	29.2
-0.471	28.0
-0.476	27.2
-0.481	26.5
-0.487	25.6
-0.492	24.9
-0.497	24.3
-0.503	24.1
-0.508	24.4
-0.513	25.1
-0.519	25.9
-0.524	26.7
-0.529	27.4
-0.535	28.1
-0.540	28.6
-0.545	28.9
-0.551	28.9
-0.556	29.3
-0.561	29.6
-0.567	29.9
-0.572	29.9
-0.578	29.8
-0.583	29.5
-0.588	29.0
-0.594	28.4
-0.599	27.9
-0.604	27.1
-0.610	26.0
-0.615	25.0
-0.620	23.7
-0.626	22.6
-0.631	21.8
-0.636	20.7
-0.642	19.7
-0.647	18.6
-0.652	17.4
-0.658	16.2
-0.663	15.1
-0.668	14.2
-0.674	13.4
-0.679	12.7
-0.684	12.1
-0.690	11.7
-0.695	11.3
-0.701	11.1
-0.706	10.9
-0.711	10.9
-0.717	10.8
-0.722	10.8
-0.727	10.8
-0.733	10.9
-0.738	11.1
-0.743	11.4
-0.749	11.7
-0.754	12.1
-0.759	12.5
-0.765	13.1
-0.770	13.8
-0.775	14.6
-0.781	15.5
-0.786	16.6
-0.791	17.7
-0.797	18.9
-0.802	20.0
-0.807	20.8
-0.813	22.1
-0.818	23.7
-0.823	25.6
-0.829	27.1
-0.834	28.0
-0.840	28.6
-0.845	28.8
-0.850	28.8
-0.856	28.5
-0.861	28.1
-0.866	27.6
-0.872	27.0
-0.877	26.4
-0.882	26.0
-0.888	25.6
-0.893	25.6
-0.898	25.8
-0.904	26.4
-0.909	27.5
-0.914	29.1
-0.920	30.9
-0.925	33.2
-0.930	35.2
-0.936	37.4
-0.941	38.7
-0.946	40.0
-0.952	41.1
-0.957	41.8
-0.962	41.8
-0.968	41.1
-0.973	39.7
-0.979	37.7
-0.984	35.2
-0.989	32.5
-0.995	29.9
-1.000	27.8
-1.005	26.2
-1.011	25.3
-1.016	25.0
-1.021	25.3
-1.027	25.9
-1.032	26.7
-1.037	27.5
-1.043	28.2
-1.048	28.6
-1.053	28.5
-1.059	27.9
-1.064	27.1
-1.069	25.8
-1.075	24.4
-1.080	22.9
-1.085	21.2
-1.091	19.5
-1.096	17.7
-1.101	16.1
-1.107	14.5
-1.112	13.4
-1.118	12.4
-1.123	11.7
-1.128	11.2
-1.134	10.9
-1.139	10.8
-1.144	10.8
-1.150	10.9
-1.155	10.9
-1.160	11.3
-1.166	11.9
-1.171	12.9
-1.176	14.2
-1.182	16.0
-1.187	18.0
-1.192	20.1
-1.198	22.2
-1.203	24.3
-1.208	25.8
-1.214	27.0
-1.219	27.6
-1.224	27.8
-1.230	27.7
-1.235	27.2
-1.240	26.6
-1.246	26.0
-1.251	25.5
-1.256	25.4
-1.262	25.8
-1.267	26.9
-1.273	28.7
-1.278	31.3
-1.283	34.2
-1.289	37.2
-1.294	39.6
-1.299	40.9
-1.305	41.1
-1.310	40.5
-1.315	38.7
-1.321	35.9
-1.326	32.1
-1.331	28.8
-1.337	26.1
-1.342	24.8
-1.347	24.4
-1.353	24.9
-1.358	25.8
-1.363	26.9
-1.369	27.7
-1.374	28.0
-1.379	27.2
-1.385	26.0
-1.390	24.4
-1.395	22.7
-1.401	20.7
-1.406	18.7
-1.411	16.6
-1.417	14.7
-1.422	13.2
-1.428	12.1
-1.433	11.4
-1.438	11.0
-1.444	10.9
-1.449	11.0
-1.454	11.3
-1.460	11.9
-1.465	12.8
-1.470	14.1
-1.476	15.9
-1.481	18.1
-1.486	20.5
-1.492	22.9
-1.497	25.1
-1.502	26.4
-1.508	27.2
-1.513	27.2
-1.518	26.6
-1.524	26.2
-1.529	25.5
-1.534	25.4
-1.540	25.4
-1.545	26.5
-1.550	28.4
-1.556	31.4
-1.561	34.7
-1.566	37.7
-1.572	39.7
-1.577	40.1
-1.582	39.2
-1.588	36.7
-1.593	32.8
-1.599	29.2
-1.604	26.5
-1.609	25.0
-1.615	24.6
-1.620	24.6
-1.625	25.3
-1.631	26.3
-1.636	26.8
-1.641	26.5
-1.647	24.7
-1.652	22.4
-1.657	19.8
-1.663	17.3
-1.668	14.9
-1.673	13.4
-1.679	12.0
-1.684	11.2
-1.689	10.8
-1.695	10.8
-1.700	11.0
-1.705	11.6
-1.711	12.4
-1.716	13.9
-1.721	15.8
-1.727	18.3
-1.732	21.2
-1.737	24.0
-1.743	26.1
-1.748	27.3
-1.753	27.3
-1.759	26.1
-1.764	24.9
-1.769	23.7
-1.775	23.3
-1.780	24.2
-1.786	26.5
-1.791	30.4
-1.796	34.6
-1.802	38.2
-1.807	39.6
-1.812	38.6
-1.818	35.2
-1.823	30.9
-1.828	27.1
-1.834	24.9
-1.839	24.1
-1.844	24.6
-1.850	25.7
-1.855	26.8
-1.860	27.0
-1.866	26.0
-1.871	23.9
-1.876	21.1
-1.882	18.0
-1.887	15.3
-1.892	13.1
-1.898	11.8
-1.903	10.9
-1.908	10.5
-1.914	10.5
-1.919	10.9
-1.924	11.8
-1.930	13.2
-1.935	15.2
-1.940	18.0
-1.946	21.2
-1.951	24.2
-1.956	26.1
-1.962	26.6
-1.967	26.2
-1.972	25.3
-1.978	24.3
-1.983	24.0
-1.989	24.9
-1.994	27.9
-1.999	32.3
-2.005	37.1
-2.010	39.9
-2.015	39.1
-2.021	35.1
-2.026	30.1
-2.031	26.0
-2.037	23.9
-2.042	23.1
-2.047	23.6
-2.053	24.5
-2.058	25.3
-2.063	24.9
-2.069	23.1
-2.074	20.1
-2.079	17.0
-2.085	14.3
-2.090	12.4
-2.095	11.2
-2.101	10.6
-2.106	10.5
-2.111	10.8
-2.117	11.6
-2.122	13.0
-2.127	15.2
-2.133	18.3
-2.138	21.9
-2.143	25.2
-2.149	26.6
-2.154	26.6
-2.159	25.5
-2.165	24.2
-2.170	23.4
-2.175	24.3
-2.181	27.5
-2.186	32.7
-2.191	37.9
-2.197	40.0
-2.202	36.8
-2.207	31.3
-2.213	26.4
-2.218	23.7
-2.223	23.3
-2.229	24.1
-2.234	25.0
-2.240	25.2
-2.245	24.0
-2.250	21.8
-2.256	18.8
-2.261	15.6
-2.266	13.4
-2.272	11.7
-2.277	10.9
-2.282	10.5
-2.288	10.5
-2.293	11.2
-2.298	12.6
-2.304	15.1
-2.309	18.7
-2.314	22.9
-2.320	25.9
-2.325	26.8
-2.330	25.9
-2.336	24.3
-2.341	23.0
-2.346	23.3
-2.352	26.1
-2.357	31.6
-2.362	37.6
-2.368	39.8
-2.373	36.2
-2.378	30.6
-2.384	26.3
-2.389	24.2
-2.394	24.1
-2.400	25.1
-2.405	26.4
-2.410	26.3
-2.416	23.8
-2.421	19.9
-2.426	16.3
-2.432	13.6
-2.437	11.8
-2.442	10.9
-2.448	10.5
-2.453	10.9
-2.458	11.7
-2.464	13.6
-2.469	16.7
-2.474	21.2
-2.480	25.1
-2.485	26.5
-2.490	25.5
-2.496	23.3
-2.501	21.8
-2.506	22.3
-2.512	25.8
-2.517	32.3
-2.522	38.1
-2.528	38.2
-2.533	33.2
-2.538	27.9
-2.544	24.7
-2.549	23.6
-2.554	24.1
-2.560	25.6
-2.565	26.2
-2.570	24.1
-2.576	20.0
-2.581	16.2
-2.586	13.5
-2.592	11.7
-2.597	10.9
-2.602	10.5
-2.608	10.9
-2.613	12.1
-2.619	14.4
-2.624	18.6
-2.629	23.1
-2.635	25.6
-2.640	25.6
-2.645	23.9
-2.651	22.4
-2.656	22.8
-2.661	26.3
-2.667	33.1
-2.672	37.5
-2.677	35.4
-2.683	29.6
-2.688	24.3
-2.693	22.3
-2.699	22.1
-2.704	23.8
-2.709	24.9
-2.715	23.9
-2.720	20.4
-2.725	16.7
-2.731	13.8
-2.736	10.6
-2.741	10.2
-2.747	10.2
-2.752	10.7
-2.757	12.0
-2.763	14.6
-2.768	18.8
-2.773	23.0
-2.779	25.1
-2.784	24.6
-2.789	22.8
-2.795	21.9
-2.800	23.4
-2.805	28.8
-2.811	35.3
-2.816	36.8
-2.821	32.1
-2.827	26.8
-2.832	23.5
-2.837	22.6
-2.843	23.5
-2.848	24.8
-2.853	23.7
-2.859	19.9
-2.864	15.9
-2.869	13.1
-2.875	11.3
-2.880	10.5
-2.885	10.2
-2.891	10.9
-2.896	12.6
-2.901	16.2
-2.907	20.6
-2.912	23.8
-2.917	23.9
-2.923	22.3
-2.928	21.1
-2.933	22.1
-2.939	27.1
-2.944	33.9
-2.949	36.1
-2.955	32.0
-2.960	26.8
-2.965	23.7
-2.971	22.9
-2.976	24.1
-2.981	25.1
-2.987	23.2
-2.992	19.1
-2.997	15.3
-3.003	12.7
-3.008	11.1
-3.013	10.5
-3.019	10.7
-3.024	11.9
-3.029	14.9
-3.035	19.2
-3.040	22.7
-3.045	23.3
-3.051	21.8
-3.056	20.6
-3.061	21.9
-3.067	26.4
-3.072	32.6
-3.077	33.8
-3.083	29.5
-3.088	24.9
-3.093	22.4
-3.099	22.2
-3.104	23.5
-3.109	23.3
-3.115	20.3
-3.120	16.3
-3.125	13.2
-3.131	11.2
-3.136	10.3
-3.141	10.2
-3.147	11.1
-3.152	13.5
-3.157	17.5
-3.163	21.6
-3.168	23.2
-3.173	22.4
-3.179	21.3
-3.184	22.0
-3.189	26.4
-3.195	31.6
-3.200	32.6
-3.205	28.5
-3.211	24.1
-3.216	21.7
-3.221	21.9
-3.227	23.0
-3.232	22.3
-3.237	19.0
-3.243	15.2
-3.248	12.4
-3.253	10.7
-3.259	10.1
-3.264	10.5
-3.269	12.1
-3.275	14.5
-3.280	17.1
-3.285	17.9
-3.291	17.5
-3.296	16.9
-3.301	18.4
-3.306	22.8
-3.312	28.2
-3.317	30.4
-3.322	27.7
-3.328	24.1
-3.333	22.0
-3.338	22.1
-3.344	22.7
-3.349	21.5
-3.354	18.2
-3.360	14.7
-3.365	12.1
-3.370	10.7
-3.376	10.3
-3.381	11.4
-3.386	13.8
-3.392	17.5
-3.397	20.8
-3.402	21.6
-3.408	20.8
-3.413	21.2
-3.418	23.7
-3.424	27.6
-3.429	30.0
