&a / 	I1 /
4.685	1.6
4.679	1.6
4.674	1.6
4.669	1.7
4.663	1.7
4.658	1.8
4.653	1.8
4.648	1.8
4.642	1.8
4.637	1.8
4.632	1.8
4.626	1.8
4.621	1.9
4.616	2.1
4.610	2.4
4.605	2.6
4.600	2.8
4.594	3.2
4.589	3.4
4.584	3.6
4.578	3.6
4.573	3.6
4.568	3.6
4.563	3.5
4.557	3.2
4.552	2.8
4.547	2.8
4.541	2.8
4.536	2.8
4.531	2.8
4.525	3.1
4.520	3.5
4.515	3.9
4.509	4.3
4.504	4.7
4.499	5.1
4.493	5.5
4.488	5.6
4.483	5.6
4.478	5.0
4.472	4.5
4.467	4.0
4.462	3.6
4.456	3.2
4.451	3.2
4.446	3.2
4.440	3.6
4.435	4.2
4.430	5.0
4.424	5.8
4.419	6.5
4.414	7.1
4.408	7.5
4.403	7.5
4.398	7.2
4.392	6.8
4.387	6.0
4.382	5.2
4.377	4.4
4.371	4.0
4.366	3.7
4.361	3.7
4.355	4.0
4.350	4.6
4.345	5.6
4.339	6.6
4.334	7.4
4.329	8.2
4.323	8.9
4.318	9.2
4.313	9.2
4.307	8.6
4.302	7.8
4.297	6.9
4.291	5.8
4.286	5.0
4.281	4.6
4.275	4.4
4.270	4.4
4.265	4.8
4.260	5.6
4.254	6.8
4.249	8.3
4.244	9.5
4.238	10.4
4.233	11.2
4.228	11.6
4.222	11.2
4.217	10.6
4.212	9.8
4.206	8.5
4.201	7.3
4.196	6.3
4.190	5.6
4.185	5.6
4.180	5.6
4.174	6.0
4.169	6.8
4.164	8.0
4.158	9.5
4.153	11.1
4.148	12.2
4.143	13.2
4.137	14.0
4.132	13.8
4.127	13.2
4.121	12.3
4.116	10.8
4.111	9.6
4.105	8.4
4.100	7.6
4.095	7.2
4.089	7.1
4.084	7.3
4.079	8.1
4.073	9.2
4.068	10.4
4.063	11.9
4.057	13.5
4.052	14.8
4.047	15.8
4.041	16.3
4.036	16.3
4.031	15.8
4.025	14.6
4.020	13.3
4.015	11.8
4.009	10.6
4.004	9.4
3.999	8.7
3.994	8.4
3.988	8.8
3.983	9.6
3.978	10.7
3.972	11.9
3.967	13.3
3.962	14.9
3.956	16.5
3.951	17.6
3.946	18.2
3.940	18.4
3.935	17.9
3.930	16.8
3.924	15.6
3.919	14.2
3.914	13.0
3.908	11.6
3.903	10.4
3.898	9.7
3.892	9.9
3.887	10.5
3.882	11.5
3.876	12.7
3.871	14.1
3.866	15.6
3.860	17.6
3.855	19.0
3.850	19.7
3.844	20.1
3.839	20.1
3.834	19.3
3.829	18.0
3.823	16.7
3.818	15.5
3.813	14.1
3.807	12.5
3.802	11.3
3.797	10.9
3.791	11.1
3.786	11.9
3.781	12.8
3.775	14.0
3.770	15.4
3.765	17.0
3.759	18.6
3.754	20.2
3.749	21.3
3.743	21.8
3.738	21.9
3.733	21.3
3.727	20.0
3.722	18.4
3.717	16.8
3.711	15.2
3.706	13.6
3.701	12.3
3.695	11.6
3.690	11.8
3.685	12.5
3.679	13.5
3.674	14.8
3.669	16.5
3.663	18.4
3.658	20.0
3.653	21.2
3.647	22.4
3.642	23.0
3.637	22.9
3.632	22.0
3.626	20.9
3.621	19.3
3.616	17.6
3.610	15.8
3.605	14.5
3.600	13.2
3.594	12.3
3.589	11.9
3.584	12.3
3.578	13.0
3.573	14.0
3.568	15.6
3.562	17.7
3.557	20.0
3.552	21.6
3.546	22.4
3.541	23.2
3.536	23.8
3.530	23.5
3.525	22.1
3.520	20.7
3.514	19.5
3.509	18.1
3.504	16.4
3.498	14.8
3.493	13.6
3.488	12.6
3.482	12.2
3.477	12.6
3.472	13.5
3.466	14.6
3.461	15.8
3.456	17.9
3.450	20.4
3.445	22.4
3.440	23.6
3.434	24.4
3.429	25.2
3.424	25.5
3.418	24.5
3.413	22.9
3.408	21.1
3.402	19.4
3.397	17.5
3.392	15.6
3.386	14.0
3.381	12.5
3.376	11.6
3.370	11.8
3.365	12.5
3.360	13.3
3.354	14.3
3.349	15.5
3.344	17.6
3.338	20.4
3.333	22.8
3.328	24.3
3.322	24.9
3.317	25.6
3.312	25.8
3.306	25.0
3.301	23.4
3.296	21.6
3.291	19.6
3.285	17.6
3.280	15.5
3.275	13.3
3.269	11.5
3.264	10.4
3.259	10.0
3.253	10.4
3.248	11.5
3.243	13.1
3.237	14.8
3.232	16.6
3.227	19.2
3.221	22.0
3.216	24.4
3.211	25.6
3.205	26.4
3.200	27.3
3.195	27.3
3.189	26.1
3.184	24.0
3.179	22.0
3.173	20.0
3.168	18.2
3.163	16.0
3.157	14.0
3.152	12.3
3.147	11.2
3.141	10.8
3.136	11.2
3.131	12.0
3.125	13.2
3.120	14.8
3.115	16.7
3.109	19.0
3.104	22.1
3.099	25.0
3.093	26.7
3.088	27.5
3.083	28.2
3.077	29.0
3.072	28.9
3.067	27.1
3.061	24.5
3.056	22.1
3.051	20.1
3.045	18.1
3.040	16.0
3.035	14.0
3.029	12.4
3.024	11.2
3.019	10.8
3.013	10.8
3.008	11.6
3.003	12.8
2.997	14.5
2.992	16.3
2.987	18.4
2.981	21.0
2.976	24.4
2.971	27.0
2.965	28.4
2.960	28.8
2.955	29.3
2.949	30.1
2.944	29.6
2.939	27.6
2.933	24.8
2.928	22.3
2.923	20.3
2.917	18.1
2.912	15.8
2.907	13.6
2.901	11.9
2.896	10.7
2.891	10.0
2.885	10.0
2.880	10.8
2.875	12.0
2.869	13.6
2.864	15.3
2.859	17.2
2.853	19.6
2.848	22.8
2.843	26.2
2.837	28.6
2.832	29.7
2.827	30.1
2.821	31.0
2.816	31.7
2.811	31.0
2.805	28.5
2.800	25.4
2.795	22.7
2.789	20.5
2.784	18.3
2.779	15.9
2.773	13.4
2.768	11.4
2.763	10.1
2.757	9.4
2.752	9.4
2.747	9.9
2.741	11.0
2.736	13.2
2.731	14.8
2.725	16.4
2.720	18.4
2.715	20.5
2.709	23.4
2.704	26.4
2.699	29.1
2.693	30.3
2.688	30.8
2.683	31.2
2.677	31.6
2.672	31.2
2.667	29.2
2.661	26.4
2.656	23.6
2.651	21.6
2.645	19.6
2.640	17.3
2.635	14.8
2.629	12.5
2.624	10.9
2.619	9.7
2.613	9.0
2.608	9.0
2.602	9.5
2.597	10.4
2.592	12.0
2.586	14.0
2.581	16.0
2.576	17.9
2.570	20.1
2.565	23.2
2.560	26.8
2.554	30.0
2.549	32.0
2.544	32.4
2.538	32.7
2.533	33.5
2.528	34.2
2.522	33.3
2.517	30.9
2.512	27.3
2.506	24.2
2.501	21.9
2.496	19.8
2.490	17.2
2.485	14.8
2.480	12.4
2.474	10.8
2.469	9.6
2.464	8.8
2.458	8.4
2.453	8.7
2.448	9.2
2.442	10.3
2.437	12.0
2.432	14.1
2.426	16.3
2.421	18.3
2.416	20.5
2.410	23.3
2.405	26.6
2.400	30.1
2.394	32.5
2.389	33.5
2.384	33.6
2.378	34.0
2.373	34.8
2.368	34.8
2.362	33.2
2.357	30.4
2.352	27.1
2.346	24.5
2.341	22.2
2.336	19.9
2.330	17.2
2.325	14.7
2.320	12.4
2.314	10.8
2.309	9.6
2.304	8.8
2.298	8.4
2.293	8.4
2.288	8.8
2.282	9.5
2.277	10.4
2.272	12.0
2.266	14.0
2.261	15.7
2.256	17.0
2.250	18.1
2.245	20.1
2.240	23.3
2.234	27.4
2.229	31.2
2.223	33.7
2.218	34.8
2.213	35.2
2.207	35.6
2.202	35.9
2.197	35.1
2.191	33.0
2.186	30.2
2.181	27.2
2.175	24.8
2.170	22.4
2.165	20.0
2.159	17.2
2.154	14.8
2.149	12.8
2.143	11.2
2.138	10.0
2.133	9.2
2.127	8.7
2.122	8.4
2.117	8.4
2.111	8.8
2.106	9.2
2.101	10.0
2.095	11.3
2.090	13.2
2.085	15.6
2.079	18.0
2.074	20.3
2.069	22.5
2.063	24.9
2.058	27.7
2.053	30.4
2.047	32.9
2.042	34.7
2.037	35.8
2.031	36.0
2.026	36.3
2.021	36.7
2.015	36.4
2.010	35.2
2.005	33.1
1.999	30.4
1.994	27.7
1.989	25.4
1.983	23.5
1.978	21.1
1.972	18.6
1.967	15.7
1.962	13.2
1.956	11.2
1.951	9.7
1.946	8.7
1.940	8.1
1.935	7.7
1.930	7.7
1.924	7.8
1.919	8.0
1.914	8.4
1.908	9.2
1.903	10.0
1.898	11.4
1.892	13.3
1.887	15.6
1.882	18.0
1.876	20.2
1.871	22.2
1.866	24.2
1.860	26.5
1.855	28.9
1.850	31.0
1.844	33.0
1.839	34.7
1.834	35.8
1.828	36.3
1.823	36.5
1.818	36.7
1.812	36.2
1.807	35.0
1.802	33.2
1.796	31.1
1.791	28.9
1.786	26.8
1.780	25.2
1.775	23.4
1.769	21.1
1.764	18.5
1.759	15.9
1.753	13.5
1.748	11.7
1.743	10.4
1.737	9.2
1.732	8.4
1.727	8.0
1.721	7.6
1.716	7.6
1.711	7.6
1.705	7.6
1.700	7.8
1.695	8.2
1.689	8.8
1.684	9.6
1.679	10.8
1.673	12.3
1.668	14.2
1.663	16.5
1.657	18.8
1.652	20.9
1.647	22.9
1.641	25.1
1.636	27.2
1.631	29.0
1.625	30.6
1.620	32.2
1.615	34.1
1.609	35.8
1.604	36.9
1.599	37.5
1.593	37.7
1.588	37.6
1.582	36.8
1.577	35.6
1.572	34.0
1.566	32.4
1.561	30.4
1.556	28.7
1.550	26.7
1.545	25.1
1.540	23.8
1.534	21.8
1.529	19.8
1.524	17.4
1.518	15.0
1.513	12.9
1.508	11.3
1.502	10.1
1.497	9.2
1.492	8.5
1.486	8.0
1.481	7.6
1.476	7.3
1.470	7.2
1.465	7.2
1.460	7.2
1.454	7.4
1.449	7.7
1.444	8.0
1.438	8.4
1.433	9.1
1.428	9.9
1.422	11.1
1.417	12.7
1.411	14.7
1.406	16.8
1.401	18.8
1.395	21.1
1.390	23.1
1.385	24.9
1.379	26.8
1.374	28.4
1.369	29.7
1.363	30.3
1.358	31.1
1.353	31.7
1.347	33.2
1.342	34.8
1.337	36.8
1.331	38.0
1.326	38.8
1.321	38.7
1.315	38.0
1.310	36.7
1.305	35.1
1.299	33.5
1.294	32.3
1.289	31.1
1.283	30.0
1.278	29.1
1.273	28.0
1.267	26.9
1.262	25.8
1.256	24.3
1.251	22.3
1.246	20.0
1.240	17.5
1.235	15.4
1.230	13.6
1.224	12.0
1.219	10.9
1.214	10.1
1.208	9.4
1.203	8.8
1.198	8.4
1.192	8.0
1.187	7.7
1.182	7.6
1.176	7.5
1.171	7.5
1.166	7.3
1.160	7.2
1.155	7.2
1.150	7.2
1.144	7.4
1.139	7.8
1.134	8.2
1.128	8.6
1.123	8.9
1.118	9.4
1.112	9.9
1.107	10.9
1.101	12.0
1.096	13.5
1.091	15.2
1.085	17.2
1.080	19.2
1.075	21.2
1.069	23.1
1.064	24.7
1.059	26.2
1.053	27.5
1.048	28.5
1.043	29.1
1.037	29.4
1.032	29.7
1.027	30.6
1.021	31.7
1.016	33.2
1.011	34.7
1.005	36.4
1.000	38.1
0.995	39.6
0.989	40.4
0.984	41.0
0.979	41.0
0.973	40.7
0.968	39.9
0.962	38.9
0.957	37.3
0.952	35.6
0.946	33.7
0.941	32.2
0.936	31.7
0.930	31.3
0.925	31.3
0.920	30.9
0.914	29.8
0.909	28.2
0.904	26.0
0.898	23.6
0.893	21.8
0.888	20.3
0.882	19.5
0.877	18.8
0.872	18.5
0.866	18.0
0.861	17.3
0.856	16.2
0.850	14.9
0.845	13.7
0.840	12.5
0.834	11.6
0.829	10.9
0.823	10.4
0.818	10.0
0.813	9.6
0.807	9.2
0.802	8.8
0.797	8.4
0.791	8.2
0.786	8.1
0.781	7.9
0.775	7.8
0.770	7.6
0.765	7.6
0.759	7.6
0.754	7.6
0.749	7.6
0.743	7.6
0.738	7.6
0.733	7.6
0.727	7.6
0.722	7.6
0.717	7.6
0.711	7.7
0.706	7.8
0.701	8.0
0.695	8.0
0.690	8.4
0.684	8.7
0.679	8.9
0.674	9.2
0.668	9.6
0.663	10.0
0.658	10.4
0.652	10.8
0.647	11.5
0.642	12.0
0.636	12.8
0.631	13.7
0.626	14.8
0.620	16.0
0.615	17.0
0.610	18.1
0.604	19.2
0.599	20.4
0.594	21.5
0.588	22.5
0.583	23.3
0.578	24.1
0.572	24.9
0.567	25.7
0.561	26.8
0.556	27.6
0.551	28.4
0.545	28.9
0.540	29.3
0.535	29.6
0.529	29.7
0.524	29.7
0.519	29.7
0.513	29.7
0.508	29.7
0.503	29.8
0.497	29.8
0.492	29.9
0.487	29.9
0.481	30.7
0.476	31.6
0.471	32.7
0.465	33.9
0.460	34.7
0.455	35.5
0.449	36.5
0.444	37.3
0.438	38.0
0.433	38.5
0.428	39.0
0.422	39.5
0.417	40.2
0.412	40.6
0.406	40.9
0.401	41.0
0.396	41.1
0.390	41.0
0.385	40.8
0.380	40.5
0.374	40.0
0.369	39.6
0.364	38.9
0.358	38.3
0.353	37.5
0.348	36.9
0.342	36.5
0.337	36.1
0.332	35.6
0.326	35.2
0.321	34.4
0.316	33.9
0.310	33.4
0.305	32.9
0.299	32.4
0.294	32.0
0.289	31.6
0.283	31.2
0.278	30.7
0.273	30.3
0.267	30.0
0.262	29.9
0.257	29.7
0.251	29.7
0.246	29.7
0.241	29.7
0.235	29.6
0.230	29.6
0.225	29.5
0.219	29.2
0.214	29.1
0.209	28.9
0.203	28.9
0.198	28.9
0.193	29.0
0.187	29.0
0.182	29.0
0.176	29.0
0.171	28.9
0.166	28.8
0.160	28.7
0.155	28.7
0.150	28.6
0.144	28.6
0.139	28.5
0.134	28.5
0.128	28.4
0.123	28.4
0.118	28.4
0.112	28.4
0.107	28.4
0.102	28.3
0.096	28.2
0.091	28.2
0.086	28.0
0.080	28.0
0.075	27.8
0.070	27.7
0.064	27.6
0.059	27.6
0.053	27.6
0.048	27.6
0.043	27.6
0.037	27.5
0.032	27.5
0.027	27.5
0.021	27.6
0.016	27.6
0.011	27.6
0.005	27.7
0.000	27.8
-0.005	27.7
-0.011	27.6
-0.016	27.6
-0.021	27.6
-0.027	27.9
-0.032	28.0
-0.037	28.0
-0.043	28.1
-0.048	28.2
-0.053	28.3
-0.059	28.4
-0.064	28.4
-0.070	28.5
-0.075	28.5
-0.080	28.6
-0.086	28.7
-0.091	28.7
-0.096	28.9
-0.102	28.8
-0.107	28.4
-0.112	28.2
-0.118	27.7
-0.123	28.2
-0.128	28.5
-0.134	29.2
-0.139	29.5
-0.144	29.5
-0.150	29.6
-0.155	29.6
-0.160	29.6
-0.166	29.6
-0.171	29.6
-0.176	29.6
-0.182	29.8
-0.187	29.9
-0.193	29.9
-0.198	29.9
-0.203	29.9
-0.209	30.2
-0.214	30.4
-0.219	30.7
-0.225	30.8
-0.230	31.0
-0.235	31.1
-0.241	31.2
-0.246	31.2
-0.251	31.6
-0.257	31.7
-0.262	32.1
-0.267	32.1
-0.273	32.1
-0.278	32.1
-0.283	32.6
-0.289	33.2
-0.294	34.0
-0.299	34.8
-0.305	35.3
-0.310	35.7
-0.316	36.4
-0.321	37.2
-0.326	37.9
-0.332	38.5
-0.337	39.2
-0.342	39.6
-0.348	40.2
-0.353	40.4
-0.358	40.7
-0.364	40.8
-0.369	40.8
-0.374	41.0
-0.380	41.0
-0.385	41.0
-0.390	40.8
-0.396	40.3
-0.401	40.0
-0.406	39.6
-0.412	39.0
-0.417	38.3
-0.422	37.5
-0.428	36.7
-0.433	36.0
-0.438	35.1
-0.444	34.3
-0.449	33.5
-0.455	32.7
-0.460	32.0
-0.465	31.2
-0.471	30.4
-0.476	30.0
-0.481	30.0
-0.487	29.6
-0.492	28.8
-0.497	28.0
-0.503	27.7
-0.508	27.9
-0.513	28.2
-0.519	28.4
-0.524	28.4
-0.529	28.0
-0.535	27.2
-0.540	26.4
-0.545	25.1
-0.551	24.0
-0.556	23.2
-0.561	22.4
-0.567	21.4
-0.572	20.4
-0.578	19.3
-0.583	18.2
-0.588	17.2
-0.594	16.2
-0.599	15.2
-0.604	14.0
-0.610	13.1
-0.615	12.3
-0.620	11.4
-0.626	10.7
-0.631	10.1
-0.636	9.7
-0.642	9.3
-0.647	9.0
-0.652	8.6
-0.658	8.4
-0.663	8.0
-0.668	7.7
-0.674	7.6
-0.679	7.5
-0.684	7.3
-0.690	7.2
-0.695	7.2
-0.701	7.2
-0.706	7.2
-0.711	7.2
-0.717	7.2
-0.722	7.2
-0.727	7.2
-0.733	7.2
-0.738	7.2
-0.743	7.2
-0.749	7.2
-0.754	7.3
-0.759	7.4
-0.765	7.6
-0.770	7.7
-0.775	8.0
-0.781	8.0
-0.786	8.4
-0.791	8.8
-0.797	9.1
-0.802	9.4
-0.807	9.8
-0.813	10.2
-0.818	11.0
-0.823	12.2
-0.829	13.8
-0.834	15.2
-0.840	16.7
-0.845	18.4
-0.850	19.9
-0.856	21.5
-0.861	22.8
-0.866	24.1
-0.872	25.3
-0.877	26.1
-0.882	26.9
-0.888	27.6
-0.893	28.1
-0.898	28.7
-0.904	29.1
-0.909	29.6
-0.914	30.3
-0.920	30.9
-0.925	32.0
-0.930	32.8
-0.936	34.0
-0.941	34.8
-0.946	35.6
-0.952	36.6
-0.957	37.3
-0.962	37.7
-0.968	37.4
-0.973	36.8
-0.979	35.9
-0.984	34.4
-0.989	32.8
-0.995	31.2
-1.000	30.1
-1.005	29.2
-1.011	28.7
-1.016	28.1
-1.021	27.6
-1.027	26.8
-1.032	25.9
-1.037	24.7
-1.043	23.3
-1.048	21.7
-1.053	20.1
-1.059	18.3
-1.064	16.4
-1.069	14.4
-1.075	12.8
-1.080	11.6
-1.085	10.4
-1.091	9.6
-1.096	8.8
-1.101	8.4
-1.107	8.0
-1.112	7.6
-1.118	7.5
-1.123	7.2
-1.128	7.2
-1.134	7.2
-1.139	7.2
-1.144	7.1
-1.150	7.1
-1.155	7.0
-1.160	7.0
-1.166	7.1
-1.171	7.4
-1.176	7.8
-1.182	8.4
-1.187	8.8
-1.192	9.6
-1.198	10.4
-1.203	11.6
-1.208	12.8
-1.214	14.4
-1.219	16.1
-1.224	18.1
-1.230	20.1
-1.235	22.0
-1.240	23.9
-1.246	25.3
-1.251	26.5
-1.256	27.6
-1.262	28.4
-1.267	29.1
-1.273	29.9
-1.278	30.8
-1.283	32.1
-1.289	33.8
-1.294	35.4
-1.299	36.5
-1.305	37.0
-1.310	37.0
-1.315	36.3
-1.321	34.8
-1.326	32.4
-1.331	30.4
-1.337	28.4
-1.342	27.5
-1.347	26.9
-1.353	26.5
-1.358	25.6
-1.363	24.4
-1.369	22.5
-1.374	20.5
-1.379	18.1
-1.385	15.7
-1.390	13.5
-1.395	11.8
-1.401	10.4
-1.406	9.3
-1.411	8.6
-1.417	8.1
-1.422	7.7
-1.428	7.4
-1.433	7.2
-1.438	7.2
-1.444	7.2
-1.449	7.2
-1.454	7.2
-1.460	7.2
-1.465	7.4
-1.470	7.8
-1.476	8.3
-1.481	9.1
-1.486	9.9
-1.492	11.0
-1.497	12.4
-1.502	14.2
-1.508	16.3
-1.513	18.5
-1.518	20.7
-1.524	23.0
-1.529	24.8
-1.534	26.6
-1.540	27.6
-1.545	28.4
-1.550	29.2
-1.556	30.4
-1.561	31.9
-1.566	33.6
-1.572	35.0
-1.577	35.7
-1.582	35.8
-1.588	34.7
-1.593	32.6
-1.599	30.5
-1.604	28.8
-1.609	27.6
-1.615	26.4
-1.620	24.8
-1.625	23.0
-1.631	21.3
-1.636	18.9
-1.641	16.5
-1.647	13.7
-1.652	11.6
-1.657	10.0
-1.663	8.8
-1.668	8.0
-1.673	7.6
-1.679	7.2
-1.684	7.1
-1.689	6.9
-1.695	6.9
-1.700	6.9
-1.705	7.1
-1.711	7.2
-1.716	7.6
-1.721	8.3
-1.727	9.1
-1.732	10.1
-1.737	11.6
-1.743	13.6
-1.748	16.0
-1.753	18.9
-1.759	21.5
-1.764	23.5
-1.769	24.7
-1.775	25.4
-1.780	26.2
-1.786	27.3
-1.791	29.0
-1.796	31.2
-1.802	33.6
-1.807	35.0
-1.812	35.2
-1.818	33.6
-1.823	31.0
-1.828	28.6
-1.834	27.3
-1.839	26.5
-1.844	25.6
-1.850	24.0
-1.855	21.6
-1.860	18.8
-1.866	15.6
-1.871	12.8
-1.876	10.8
-1.882	9.2
-1.887	8.3
-1.892	7.5
-1.898	7.1
-1.903	6.8
-1.908	6.8
-1.914	6.8
-1.919	6.8
-1.924	7.0
-1.930	7.4
-1.935	7.8
-1.940	8.7
-1.946	9.9
-1.951	11.5
-1.956	14.0
-1.962	16.8
-1.967	20.0
-1.972	23.2
-1.978	25.2
-1.983	26.4
-1.989	26.8
-1.994	27.7
-1.999	29.7
-2.005	32.7
-2.010	35.1
-2.015	35.5
-2.021	33.6
-2.026	30.4
-2.031	27.6
-2.037	26.1
-2.042	24.9
-2.047	23.6
-2.053	21.5
-2.058	18.7
-2.063	15.5
-2.069	12.7
-2.074	10.4
-2.079	8.8
-2.085	8.0
-2.090	7.4
-2.095	7.0
-2.101	6.8
-2.106	6.8
-2.111	6.8
-2.117	7.1
-2.122	7.5
-2.127	8.0
-2.133	8.9
-2.138	10.1
-2.143	12.1
-2.149	14.8
-2.154	18.5
-2.159	22.1
-2.165	24.8
-2.170	26.0
-2.175	26.4
-2.181	27.1
-2.186	29.5
-2.191	32.8
-2.197	35.2
-2.202	34.0
-2.207	30.7
-2.213	27.3
-2.218	25.7
-2.223	25.3
-2.229	24.4
-2.234	21.6
-2.240	18.0
-2.245	14.4
-2.250	11.6
-2.256	9.8
-2.261	8.5
-2.266	7.7
-2.272	7.2
-2.277	6.8
-2.282	6.8
-2.288	6.8
-2.293	6.8
-2.298	7.2
-2.304	7.9
-2.309	8.9
-2.314	10.5
-2.320	12.9
-2.325	16.2
-2.330	20.2
-2.336	23.5
-2.341	25.1
-2.346	25.2
-2.352	25.7
-2.357	28.2
-2.362	32.2
-2.368	35.1
-2.373	33.8
-2.378	30.3
-2.384	27.6
-2.389	26.4
-2.394	25.7
-2.400	24.0
-2.405	20.4
-2.410	16.4
-2.416	12.9
-2.421	10.5
-2.426	8.9
-2.432	7.9
-2.437	7.2
-2.442	6.8
-2.448	6.7
-2.453	6.8
-2.458	7.0
-2.464	7.6
-2.469	8.4
-2.474	9.6
-2.480	11.8
-2.485	15.1
-2.490	19.2
-2.496	22.4
-2.501	24.0
-2.506	24.2
-2.512	25.0
-2.517	28.4
-2.522	32.9
-2.528	34.5
-2.533	32.0
-2.538	28.7
-2.544	26.6
-2.549	25.8
-2.554	24.5
-2.560	21.3
-2.565	17.2
-2.570	13.6
-2.576	10.8
-2.581	9.2
-2.586	8.0
-2.592	7.2
-2.597	6.8
-2.602	6.8
-2.608	6.8
-2.613	7.2
-2.619	7.6
-2.624	8.8
-2.629	10.4
-2.635	13.5
-2.640	17.7
-2.645	22.1
-2.651	24.4
-2.656	24.8
-2.661	25.6
-2.667	29.0
-2.672	32.4
-2.677	32.1
-2.683	28.4
-2.688	24.9
-2.693	24.1
-2.699	23.7
-2.704	22.4
-2.709	18.5
-2.715	14.5
-2.720	11.4
-2.725	9.4
-2.731	8.2
-2.736	6.9
-2.741	6.8
-2.747	6.8
-2.752	6.8
-2.757	7.1
-2.763	7.6
-2.768	8.8
-2.773	10.6
-2.779	13.8
-2.784	18.6
-2.789	22.6
-2.795	24.0
-2.800	24.1
-2.805	26.1
-2.811	30.4
-2.816	32.8
-2.821	30.6
-2.827	27.2
-2.832	25.1
-2.837	24.3
-2.843	22.4
-2.848	18.6
-2.853	14.5
-2.859	11.3
-2.864	9.2
-2.869	8.0
-2.875	7.2
-2.880	6.8
-2.885	6.5
-2.891	6.7
-2.896	7.1
-2.901	8.0
-2.907	9.2
-2.912	12.0
-2.917	16.1
-2.923	20.4
-2.928	22.5
-2.933	22.9
-2.939	24.8
-2.944	29.2
-2.949	32.1
-2.955	30.4
-2.960	27.0
-2.965	25.2
-2.971	24.4
-2.976	22.1
-2.981	18.0
-2.987	14.0
-2.992	10.9
-2.997	8.9
-3.003	7.7
-3.008	7.1
-3.013	6.7
-3.019	6.7
-3.024	7.0
-3.029	7.7
-3.035	8.9
-3.040	11.3
-3.045	15.0
-3.051	19.0
-3.056	21.4
-3.061	22.4
-3.067	24.3
-3.072	28.3
-3.077	30.4
-3.083	28.1
-3.088	25.3
-3.093	24.0
-3.099	23.2
-3.104	20.3
-3.109	16.0
-3.115	12.4
-3.120	9.6
-3.125	8.0
-3.131	7.1
-3.136	6.7
-3.141	6.4
-3.147	6.7
-3.152	7.2
-3.157	8.4
-3.163	10.4
-3.168	14.2
-3.173	18.7
-3.179	21.5
-3.184	22.4
-3.189	24.4
-3.195	28.0
-3.200	29.6
-3.205	27.3
-3.211	24.5
-3.216	23.2
-3.221	21.7
-3.227	18.6
-3.232	14.6
-3.237	11.4
-3.243	9.1
-3.248	7.6
-3.253	6.8
-3.259	6.4
-3.264	6.4
-3.269	6.8
-3.275	7.6
-3.280	8.8
-3.285	10.8
-3.291	13.7
-3.296	16.2
-3.301	18.2
-3.306	20.8
-3.312	25.1
-3.317	27.6
-3.322	26.4
-3.328	24.4
-3.333	23.1
-3.338	21.5
-3.344	18.0
-3.349	14.1
-3.354	11.0
-3.360	8.9
-3.365	7.6
-3.370	6.8
-3.376	6.4
-3.381	6.7
-3.386	7.3
-3.392	8.8
-3.397	11.2
-3.402	14.9
-3.408	18.5
-3.413	20.8
-3.418	22.4
-3.424	24.9
-3.429	27.2
