&a 	I1
-3.424	30.1
-3.429	28.2
-3.434	22.1
-3.440	15.9
-3.445	11.5
-3.450	8.4
-3.456	6.4
-3.461	5.2
-3.466	4.4
-3.472	4.0
-3.477	4.0
-3.482	4.0
-3.488	4.0
-3.493	4.0
-3.498	4.4
-3.504	5.2
-3.509	6.8
-3.514	9.7
-3.520	14.4
-3.525	20.6
-3.530	26.2
-3.536	28.3
-3.541	24.9
-3.546	18.9
-3.552	13.6
-3.557	9.7
-3.562	7.2
-3.568	5.6
-3.573	4.8
-3.578	4.4
-3.584	4.0
-3.589	4.0
-3.594	4.0
-3.600	4.0
-3.605	4.7
-3.610	5.7
-3.616	7.6
-3.621	10.7
-3.626	15.3
-3.632	20.5
-3.637	25.0
-3.642	26.5
-3.647	23.1
-3.653	17.5
-3.658	12.4
-3.663	8.8
-3.669	6.4
-3.674	5.2
-3.679	4.4
-3.685	4.0
-3.690	3.7
-3.695	3.7
-3.701	3.8
-3.706	4.1
-3.711	5.0
-3.717	6.8
-3.722	10.0
-3.727	14.3
-3.733	19.0
-3.738	23.0
-3.743	24.9
-3.749	22.8
-3.754	17.9
-3.759	12.9
-3.765	9.2
-3.770	6.8
-3.775	5.2
-3.781	4.4
-3.786	3.9
-3.791	3.6
-3.797	3.6
-3.802	3.6
-3.807	4.0
-3.813	5.2
-3.818	7.3
-3.823	10.9
-3.829	15.2
-3.834	18.7
-3.839	21.2
-3.844	21.9
-3.850	19.5
-3.855	15.1
-3.860	11.1
-3.866	7.9
-3.871	6.0
-3.876	4.8
-3.882	4.0
-3.887	3.6
-3.892	3.6
-3.898	3.6
-3.903	4.0
-3.908	4.5
-3.914	6.0
-3.919	9.2
-3.924	13.6
-3.930	16.8
-3.935	18.8
-3.940	19.8
-3.946	18.3
-3.951	14.6
-3.956	10.9
-3.962	7.9
-3.967	5.9
-3.972	4.7
-3.978	3.9
-3.983	3.5
-3.988	3.5
-3.994	3.5
-3.999	3.9
-4.004	4.8
-4.009	6.8
-4.015	10.4
-4.020	14.8
-4.025	17.6
-4.031	18.8
-4.036	18.7
-4.041	16.3
-4.047	12.7
-4.052	9.2
-4.057	6.8
-4.063	5.2
-4.068	4.4
-4.073	3.6
-4.079	3.2
-4.084	3.2
-4.089	3.5
-4.095	4.1
-4.100	5.6
-4.105	8.3
-4.111	12.4
-4.116	16.0
-4.121	17.6
-4.127	17.9
-4.132	16.7
-4.137	13.6
-4.143	10.3
-4.148	7.5
-4.153	5.6
-4.158	4.4
-4.164	3.6
-4.169	3.2
-4.174	3.2
-4.180	3.4
-4.185	3.9
-4.190	5.2
-4.196	8.0
-4.201	11.2
-4.206	14.0
-4.212	15.6
-4.217	16.0
-4.222	14.7
-4.228	12.3
-4.233	9.5
-4.238	6.8
-4.244	5.2
-4.249	4.4
-4.254	3.6
-4.260	3.2
-4.265	3.2
-4.270	3.3
-4.275	3.8
-4.281	5.3
-4.286	7.7
-4.291	10.5
-4.297	13.2
-4.302	15.1
-4.307	14.9
-4.313	12.8
-4.318	10.0
-4.323	7.5
-4.329	5.6
-4.334	4.2
-4.339	3.4
-4.345	3.0
-4.350	2.8
-4.355	2.8
-4.361	3.2
-4.366	3.8
-4.371	5.2
-4.377	6.8
-4.382	9.3
-4.387	12.3
-4.392	13.5
-4.398	12.0
-4.403	9.6
-4.408	7.2
-4.414	5.5
-4.419	4.2
-4.424	3.4
-4.430	2.8
-4.435	2.7
-4.440	2.7
-4.446	2.8
-4.451	3.2
-4.456	4.0
-4.462	5.2
-4.467	7.3
-4.472	10.1
-4.478	11.3
-4.483	10.1
-4.488	8.0
-4.493	6.0
-4.499	4.4
-4.504	3.3
-4.509	2.5
-4.515	2.1
-4.520	2.0
-4.525	2.0
-4.531	2.1
-4.536	2.4
-4.541	2.8
-4.547	3.8
-4.552	6.0
-4.557	8.4
-4.563	9.2
-4.568	7.7
-4.573	6.0
-4.578	4.4
-4.584	3.4
-4.589	2.6
-4.594	2.0
-4.600	1.6
-4.605	1.6
-4.610	1.5
-4.616	1.6
-4.621	1.6
-4.626	2.4
-4.632	4.0
-4.637	6.0
-4.642	7.3
-4.648	6.9
-4.653	5.3
-4.658	4.3
-4.663	3.1
-4.669	2.4
-4.674	1.7
-4.679	1.3
-4.685	1.2
-4.690	1.2
-4.695	1.2
-4.701	1.4
-4.706	1.9
-4.711	2.8
-4.717	4.4
-4.722	5.6
-4.727	5.2
-4.733	4.4
-4.738	3.2
-4.743	2.4
-4.748	1.7
-4.754	1.3
-4.759	1.1
-4.764	1.0
-4.770	1.0
-4.775	1.0
-4.780	1.2
-4.786	1.7
-4.791	2.5
-4.796	3.3
-4.802	3.7
-4.807	3.9
-4.812	3.5
-4.818	2.7
-4.823	2.0
-4.828	1.6
-4.833	1.2
-4.839	1.0
-4.844	0.8
-4.849	0.8
-4.855	0.8
-4.860	0.8
-4.865	1.2
-4.871	1.6
-4.876	2.0
-4.881	2.4
-4.887	2.4
-4.892	2.0
-4.897	1.6
-4.902	1.2
-4.908	1.0
-4.913	0.8
-4.918	0.8
-4.924	0.8
-4.929	0.7
-4.934	0.7
-4.940	0.7
-4.945	0.7
-4.950	0.7
-4.956	0.8
-4.961	0.8
-4.966	0.8
-4.971	0.8
-4.977	0.8
-4.982	0.7
-4.987	0.6
-4.993	0.5
-4.998	0.4
-5.003	0.4
-5.009	0.4
-5.014	0.4
-5.019	0.4
-5.025	0.4
-5.030	0.4
-5.035	0.4
-5.040	0.4
-5.046	0.4
-5.051	0.4
-5.056	0.4
-5.062	0.4
-5.067	0.3
-5.072	0.3
-5.078	0.2
-5.083	0.2
-5.088	0.2
-5.094	0.2
-5.099	0.1
-5.104	0.1
-5.109	0.1
-5.115	0.1
-5.120	0.1
-5.125	0.1
-5.131	0.1
-5.136	0.1
-5.141	0.1
-5.147	0.1
-5.152	0.1
-5.157	0.0
-5.162	0.0
-5.168	0.0
-5.173	0.0
-5.178	0.0
-5.184	0.0
-5.189	0.0
-5.194	0.0
-5.200	0.0
-5.205	0.0
-5.210	0.0
-5.216	0.0
-5.221	0.0
-5.226	0.0
-5.231	0.0
-5.237	0.0
-5.242	0.0
-5.247	0.0
-5.253	0.0
-5.258	0.0
-5.263	0.0
-5.269	0.0
-5.274	0.0
-5.279	0.0
-5.284	0.0
-5.290	0.0
-5.295	0.0
-5.300	0.0
-5.306	0.0
-5.311	0.0
-5.316	0.0
-5.322	0.0
-5.327	0.0
-5.332	0.0
-5.337	0.0
-5.343	0.0
-5.348	0.0
-5.353	0.0
-5.359	0.0
-5.364	0.0
-5.369	0.0
-5.375	0.0
-5.380	0.0
-5.385	0.0
-5.390	0.0
-5.396	0.0
-5.401	0.0
-5.406	0.0
-5.412	0.0
-5.417	0.0
-5.422	0.0
-5.428	0.0
-5.433	0.0
-5.438	0.0
-5.443	0.0
-5.449	0.0
-5.454	0.0
