&a 	I1
-3.434	24.0
-3.440	20.5
-3.445	18.2
-3.450	17.5
-3.456	18.0
-3.461	18.0
-3.466	16.4
-3.472	13.8
-3.477	11.7
-3.482	10.7
-3.488	10.9
-3.493	12.3
-3.498	14.6
-3.504	16.8
-3.509	17.3
-3.514	17.0
-3.520	17.1
-3.525	19.1
-3.530	21.9
-3.536	24.6
-3.541	24.8
-3.546	22.3
-3.552	19.4
-3.557	17.9
-3.562	17.5
-3.568	17.5
-3.573	16.6
-3.578	14.3
-3.584	12.1
-3.589	10.9
-3.594	11.2
-3.600	12.5
-3.605	14.5
-3.610	16.6
-3.616	17.6
-3.621	17.4
-3.626	17.9
-3.632	19.6
-3.637	21.7
-3.642	23.6
-3.647	23.6
-3.653	21.3
-3.658	18.8
-3.663	17.5
-3.669	17.1
-3.674	16.7
-3.679	15.4
-3.685	13.2
-3.690	11.6
-3.695	11.0
-3.701	11.9
-3.706	13.3
-3.711	15.2
-3.717	16.8
-3.722	17.6
-3.727	18.2
-3.733	19.4
-3.738	20.8
-3.743	22.1
-3.749	22.6
-3.754	21.0
-3.759	18.7
-3.765	17.2
-3.770	16.2
-3.775	15.5
-3.781	14.4
-3.786	12.7
-3.791	11.3
-3.797	11.0
-3.802	11.7
-3.807	12.9
-3.813	14.5
-3.818	16.0
-3.823	17.2
-3.829	18.2
-3.834	19.0
-3.839	19.6
-3.844	20.5
-3.850	20.5
-3.855	19.2
-3.860	17.7
-3.866	16.4
-3.871	15.2
-3.876	14.4
-3.882	13.2
-3.887	11.8
-3.892	11.3
-3.898	11.6
-3.903	12.2
-3.908	12.9
-3.914	13.9
-3.919	15.1
-3.924	16.6
-3.930	17.9
-3.935	18.3
-3.940	18.7
-3.946	19.0
-3.951	18.2
-3.956	17.0
-3.962	15.6
-3.967	14.3
-3.972	13.4
-3.978	12.4
-3.983	11.4
-3.988	11.2
-3.994	11.6
-3.999	12.0
-4.004	12.7
-4.009	13.9
-4.015	15.5
-4.020	17.4
-4.025	18.5
-4.031	18.2
-4.036	17.9
-4.041	17.6
-4.047	16.7
-4.052	15.5
-4.057	14.4
-4.063	13.2
-4.068	12.4
-4.073	11.5
-4.079	10.7
-4.084	10.6
-4.089	10.9
-4.095	11.5
-4.100	12.3
-4.105	13.8
-4.111	15.5
-4.116	17.1
-4.121	17.5
-4.127	17.4
-4.132	17.4
-4.137	17.1
-4.143	15.9
-4.148	14.5
-4.153	13.0
-4.158	11.8
-4.164	11.0
-4.169	10.3
-4.174	10.2
-4.180	10.3
-4.185	10.8
-4.190	11.7
-4.196	13.1
-4.201	14.3
-4.206	15.2
-4.212	15.5
-4.217	15.9
-4.222	16.0
-4.228	15.5
-4.233	14.3
-4.238	13.0
-4.244	11.8
-4.249	11.0
-4.254	10.2
-4.260	9.4
-4.265	9.1
-4.270	9.4
-4.275	10.0
-4.281	11.1
-4.286	12.1
-4.291	12.9
-4.297	13.5
-4.302	14.2
-4.307	15.0
-4.313	14.6
-4.318	13.4
-4.323	12.0
-4.329	11.0
-4.334	10.2
-4.339	9.5
-4.345	8.7
-4.350	8.1
-4.355	7.9
-4.361	8.3
-4.366	9.1
-4.371	9.8
-4.377	10.0
-4.382	10.3
-4.387	11.4
-4.392	12.7
-4.398	12.8
-4.403	11.7
-4.408	10.6
-4.414	9.9
-4.419	9.5
-4.424	8.8
-4.430	7.8
-4.435	7.0
-4.440	6.6
-4.446	6.9
-4.451	7.8
-4.456	8.6
-4.462	8.6
-4.467	8.6
-4.472	9.4
-4.478	10.7
-4.483	10.6
-4.488	9.3
-4.493	8.1
-4.499	7.6
-4.504	7.3
-4.509	7.0
-4.515	6.2
-4.520	5.4
-4.525	5.1
-4.531	5.6
-4.536	6.4
-4.541	6.7
-4.547	6.4
-4.552	6.6
-4.557	7.7
-4.563	8.9
-4.568	8.6
-4.573	7.5
-4.578	6.8
-4.584	6.6
-4.589	6.3
-4.594	5.6
-4.600	4.7
-4.605	4.3
-4.610	4.3
-4.616	5.0
-4.621	5.4
-4.626	5.4
-4.632	5.4
-4.637	6.1
-4.642	7.0
-4.648	7.4
-4.653	6.6
-4.658	5.9
-4.663	5.7
-4.669	5.7
-4.674	5.2
-4.679	4.4
-4.685	3.8
-4.690	3.8
-4.695	4.1
-4.701	4.1
-4.706	4.1
-4.711	4.1
-4.717	4.7
-4.722	5.5
-4.727	5.5
-4.733	5.1
-4.738	4.7
-4.743	4.4
-4.748	4.4
-4.754	4.3
-4.759	3.8
-4.764	3.4
-4.770	3.3
-4.775	3.5
-4.780	3.7
-4.786	3.8
-4.791	3.9
-4.796	4.1
-4.802	4.1
-4.807	4.2
-4.812	4.2
-4.818	4.0
-4.823	3.7
-4.828	3.5
-4.833	3.3
-4.839	3.1
-4.844	2.7
-4.849	2.7
-4.855	2.7
-4.860	2.7
-4.865	2.7
-4.871	2.8
-4.876	2.8
-4.881	2.9
-4.887	2.9
-4.892	2.9
-4.897	2.8
-4.902	2.7
-4.908	2.4
-4.913	2.2
-4.918	2.0
-4.924	2.0
-4.929	1.9
-4.934	1.9
-4.940	1.8
-4.945	1.8
-4.950	1.7
-4.956	1.7
-4.961	1.7
-4.966	1.6
-4.971	1.5
-4.977	1.5
-4.982	1.3
-4.987	1.3
-4.993	1.2
-4.998	1.2
-5.003	1.2
-5.009	1.2
-5.014	1.1
-5.019	1.1
-5.025	1.0
-5.030	1.0
-5.035	0.9
-5.040	0.8
-5.046	0.8
-5.051	0.8
-5.056	0.8
-5.062	0.8
-5.067	0.8
-5.072	0.8
-5.078	0.8
-5.083	0.8
-5.088	0.7
-5.094	0.7
-5.099	0.7
-5.104	0.6
-5.109	0.6
-5.115	0.6
-5.120	0.5
-5.125	0.5
-5.131	0.5
-5.136	0.4
-5.141	0.4
-5.147	0.4
-5.152	0.4
-5.157	0.4
-5.162	0.4
-5.168	0.4
-5.173	0.4
-5.178	0.4
-5.184	0.4
-5.189	0.4
-5.194	0.4
-5.200	0.4
-5.205	0.4
-5.210	0.4
-5.216	0.4
-5.221	0.4
-5.226	0.4
-5.231	0.4
-5.237	0.4
-5.242	0.4
-5.247	0.4
-5.253	0.4
-5.258	0.4
-5.263	0.4
-5.269	0.4
-5.274	0.4
-5.279	0.4
-5.284	0.4
-5.290	0.4
-5.295	0.4
-5.300	0.4
-5.306	0.4
-5.311	0.4
-5.316	0.4
-5.322	0.3
-5.327	0.3
-5.332	0.3
-5.337	0.3
-5.343	0.3
-5.348	0.3
-5.353	0.3
-5.359	0.3
-5.364	0.2
-5.369	0.2
-5.375	0.2
-5.380	0.2
-5.385	0.2
-5.390	0.2
-5.396	0.2
-5.401	0.2
-5.406	0.2
-5.412	0.2
-5.417	0.1
-5.422	0.1
-5.428	0.1
-5.433	0.1
-5.438	0.1
-5.443	0.1
-5.449	0.1
-5.454	0.1
