&a / 	I1 /
2.528	35.5
2.522	35.6
2.517	34.4
2.512	31.8
2.506	28.5
2.501	25.7
2.496	23.9
2.490	22.3
2.485	20.4
2.480	18.0
2.474	15.7
2.469	13.8
2.464	12.6
2.458	12.2
2.453	12.6
2.448	13.7
2.442	15.6
2.437	17.6
2.432	19.5
2.426	20.9
2.421	22.6
2.416	24.9
2.410	27.7
2.405	30.5
2.400	33.2
2.394	35.0
2.389	35.5
2.384	35.2
2.378	35.4
2.373	36.0
2.368	36.3
2.362	35.5
2.357	33.9
2.352	31.4
2.346	28.6
2.341	26.1
2.336	24.5
2.330	22.9
2.325	20.9
2.320	18.3
2.314	15.8
2.309	13.8
2.304	12.6
2.298	11.9
2.293	11.9
2.288	12.6
2.282	14.0
2.277	15.9
2.272	18.1
2.266	20.0
2.261	21.1
2.256	22.0
2.250	22.8
2.245	24.3
2.240	26.7
2.234	30.0
2.229	33.4
2.223	35.8
2.218	36.6
2.213	36.7
2.207	37.2
2.202	37.3
2.197	36.6
2.191	35.0
2.186	33.2
2.181	31.0
2.175	28.7
2.170	26.3
2.165	24.5
2.159	22.9
2.154	21.1
2.149	19.1
2.143	16.8
2.138	14.7
2.133	13.1
2.127	12.1
2.122	11.6
2.117	11.7
2.111	12.3
2.106	13.5
2.101	15.2
2.095	17.6
2.090	19.9
2.085	21.8
2.079	23.5
2.074	25.3
2.069	27.4
2.063	29.3
2.058	30.9
2.053	32.7
2.047	34.8
2.042	36.8
2.037	38.0
2.031	38.3
2.026	38.4
2.021	38.5
2.015	38.0
2.010	36.5
2.005	34.6
1.999	32.7
1.994	31.1
1.989	29.5
1.983	27.9
1.978	26.5
1.972	25.0
1.967	22.8
1.962	20.1
1.956	17.4
1.951	15.0
1.946	12.9
1.940	11.7
1.935	11.0
1.930	10.8
1.924	11.0
1.919	11.5
1.914	12.3
1.908	13.8
1.903	15.8
1.898	18.0
1.892	20.4
1.887	22.4
1.882	24.1
1.876	25.9
1.871	27.5
1.866	28.8
1.860	29.7
1.855	30.8
1.850	32.4
1.844	34.5
1.839	36.7
1.834	38.1
1.828	38.6
1.823	38.9
1.818	38.9
1.812	38.0
1.807	36.2
1.802	34.1
1.796	32.2
1.791	31.0
1.786	30.1
1.780	29.2
1.775	28.2
1.769	27.1
1.764	25.7
1.759	23.7
1.753	21.2
1.748	18.5
1.743	16.0
1.737	14.1
1.732	12.5
1.727	11.5
1.721	10.8
1.716	10.5
1.711	10.4
1.705	10.5
1.700	11.1
1.695	12.1
1.689	13.4
1.684	15.1
1.679	17.2
1.673	19.5
1.668	21.5
1.663	23.5
1.657	25.1
1.652	26.9
1.647	28.3
1.641	29.3
1.636	29.8
1.631	30.3
1.625	31.3
1.620	33.2
1.615	35.6
1.609	38.0
1.604	39.6
1.599	40.3
1.593	40.5
1.588	40.1
1.582	39.0
1.577	37.1
1.572	34.8
1.566	32.7
1.561	31.0
1.556	30.0
1.550	29.3
1.545	28.8
1.540	28.8
1.534	28.0
1.529	27.4
1.524	25.9
1.518	23.7
1.513	21.1
1.508	18.5
1.502	16.1
1.497	14.1
1.492	12.6
1.486	11.4
1.481	10.6
1.476	10.1
1.470	9.9
1.465	9.9
1.460	10.2
1.454	10.4
1.449	10.9
1.444	11.6
1.438	12.8
1.433	14.1
1.428	16.1
1.422	18.2
1.417	20.5
1.411	22.8
1.406	24.7
1.401	26.4
1.395	28.0
1.390	29.2
1.385	30.0
1.379	30.3
1.374	30.1
1.369	30.1
1.363	30.2
1.358	31.0
1.353	32.2
1.347	34.5
1.342	37.0
1.337	39.5
1.331	41.1
1.326	42.0
1.321	41.9
1.315	41.0
1.310	39.0
1.305	36.7
1.299	34.3
1.294	32.2
1.289	30.7
1.283	29.8
1.278	29.4
1.273	29.5
1.267	29.6
1.262	29.9
1.256	29.8
1.251	29.4
1.246	28.2
1.240	26.6
1.235	24.7
1.230	22.6
1.224	20.6
1.219	18.3
1.214	16.3
1.208	14.6
1.203	13.3
1.198	12.3
1.192	11.5
1.187	10.9
1.182	10.5
1.176	10.2
1.171	10.1
1.166	9.9
1.160	9.9
1.155	9.8
1.150	9.9
1.144	10.3
1.139	11.1
1.134	11.9
1.128	12.7
1.123	13.5
1.118	14.8
1.112	16.1
1.107	18.1
1.101	19.9
1.096	21.9
1.091	23.8
1.085	25.7
1.080	27.4
1.075	28.9
1.069	30.1
1.064	30.7
1.059	30.8
1.053	30.4
1.048	29.8
1.043	29.0
1.037	28.7
1.032	29.0
1.027	29.9
1.021	31.5
1.016	33.6
1.011	36.0
1.005	38.5
1.000	40.8
0.995	42.9
0.989	44.1
0.984	45.0
0.979	45.1
0.973	44.8
0.968	43.7
0.962	42.2
0.957	40.1
0.952	37.5
0.946	34.8
0.941	32.5
0.936	31.2
0.930	30.4
0.925	30.3
0.920	30.0
0.914	29.2
0.909	27.9
0.904	26.5
0.898	25.0
0.893	24.2
0.888	24.0
0.882	24.6
0.877	25.8
0.872	27.1
0.866	27.9
0.861	28.1
0.856	27.2
0.850	25.5
0.845	23.7
0.840	21.6
0.834	19.6
0.829	18.0
0.823	16.6
0.818	15.4
0.813	14.2
0.807	13.4
0.802	12.6
0.797	12.0
0.791	11.4
0.786	11.0
0.781	10.7
0.775	10.6
0.770	10.4
0.765	10.3
0.759	10.2
0.754	10.1
0.749	10.1
0.743	10.1
0.738	10.1
0.733	10.1
0.727	10.2
0.722	10.3
0.717	10.4
0.711	10.6
0.706	11.0
0.701	11.4
0.695	11.8
0.690	12.3
0.684	12.8
0.679	13.5
0.674	14.2
0.668	15.2
0.663	16.1
0.658	17.3
0.652	18.4
0.647	19.6
0.642	20.8
0.636	22.1
0.631	23.6
0.626	24.8
0.620	25.9
0.615	26.9
0.610	27.7
0.604	28.5
0.599	29.2
0.594	29.7
0.588	30.5
0.583	30.5
0.578	30.5
0.572	30.4
0.567	30.4
0.561	30.4
0.556	30.2
0.551	29.9
0.545	29.5
0.540	29.1
0.535	28.7
0.529	28.5
0.524	28.2
0.519	28.2
0.513	28.1
0.508	28.3
0.503	28.6
0.497	28.8
0.492	29.2
0.487	29.6
0.481	30.8
0.476	32.0
0.471	33.5
0.465	35.0
0.460	36.3
0.455	37.6
0.449	38.9
0.444	40.1
0.438	41.1
0.433	41.9
0.428	42.8
0.422	43.5
0.417	44.3
0.412	44.8
0.406	45.2
0.401	45.4
0.396	45.5
0.390	45.5
0.385	45.3
0.380	44.9
0.374	44.4
0.369	43.9
0.364	43.0
0.358	42.3
0.353	41.3
0.348	40.5
0.342	39.7
0.337	39.0
0.332	38.2
0.326	37.4
0.321	36.5
0.316	35.7
0.310	34.8
0.305	33.9
0.299	33.1
0.294	32.4
0.289	31.6
0.283	31.0
0.278	30.2
0.273	29.8
0.267	29.4
0.262	29.0
0.257	28.6
0.251	28.4
0.246	28.4
0.241	28.3
0.235	28.1
0.230	28.0
0.225	28.0
0.219	27.7
0.214	27.6
0.209	27.5
0.203	27.5
0.198	27.6
0.193	27.8
0.187	27.9
0.182	27.9
0.176	28.0
0.171	28.0
0.166	28.0
0.160	28.0
0.155	28.0
0.150	28.1
0.144	28.2
0.139	28.2
0.134	28.3
0.128	28.3
0.123	28.4
0.118	28.5
0.112	28.6
0.107	28.6
0.102	28.8
0.096	28.8
0.091	28.9
0.086	28.9
0.080	29.0
0.075	29.0
0.070	29.0
0.064	29.0
0.059	28.9
0.053	29.0
0.048	29.0
0.043	29.0
0.037	29.1
0.032	29.1
0.027	29.2
0.021	29.2
0.016	29.3
0.011	29.3
0.005	29.4
0.000	29.4
-0.005	29.4
-0.011	29.3
-0.016	29.3
-0.021	29.3
-0.027	29.4
-0.032	29.4
-0.037	29.4
-0.043	29.4
-0.048	29.5
-0.053	29.5
-0.059	29.5
-0.064	29.5
-0.070	29.5
-0.075	29.5
-0.080	29.5
-0.086	29.4
-0.091	29.3
-0.096	29.3
-0.102	28.9
-0.107	28.4
-0.112	28.1
-0.118	27.6
-0.123	28.1
-0.128	28.2
-0.134	28.6
-0.139	28.8
-0.144	28.8
-0.150	28.8
-0.155	28.7
-0.160	28.6
-0.166	28.6
-0.171	28.5
-0.176	28.5
-0.182	28.5
-0.187	28.6
-0.193	28.6
-0.198	28.6
-0.203	28.6
-0.209	28.8
-0.214	28.9
-0.219	29.3
-0.225	29.5
-0.230	29.7
-0.235	29.9
-0.241	30.2
-0.246	30.5
-0.251	30.9
-0.257	31.3
-0.262	32.0
-0.267	32.4
-0.273	32.8
-0.278	33.1
-0.283	33.8
-0.289	34.7
-0.294	35.9
-0.299	37.0
-0.305	37.8
-0.310	38.6
-0.316	39.6
-0.321	40.7
-0.326	41.5
-0.332	42.3
-0.337	43.2
-0.342	43.9
-0.348	44.6
-0.353	44.9
-0.358	45.2
-0.364	45.3
-0.369	45.3
-0.374	45.4
-0.380	45.5
-0.385	45.4
-0.390	45.0
-0.396	44.4
-0.401	43.9
-0.406	43.2
-0.412	42.4
-0.417	41.3
-0.422	40.2
-0.428	39.0
-0.433	37.9
-0.438	36.6
-0.444	35.3
-0.449	34.0
-0.455	32.8
-0.460	31.6
-0.465	30.5
-0.471	29.7
-0.476	29.0
-0.481	28.5
-0.487	27.8
-0.492	27.3
-0.497	26.7
-0.503	26.6
-0.508	27.1
-0.513	27.8
-0.519	28.6
-0.524	29.4
-0.529	30.1
-0.535	30.5
-0.540	30.6
-0.545	30.4
-0.551	30.0
-0.556	29.6
-0.561	29.2
-0.567	28.9
-0.572	28.4
-0.578	27.6
-0.583	26.9
-0.588	26.1
-0.594	25.3
-0.599	24.5
-0.604	23.4
-0.610	22.1
-0.615	20.9
-0.620	19.3
-0.626	18.1
-0.631	17.2
-0.636	16.1
-0.642	15.2
-0.647	14.4
-0.652	13.5
-0.658	12.7
-0.663	11.9
-0.668	11.3
-0.674	10.8
-0.679	10.4
-0.684	10.1
-0.690	9.9
-0.695	9.7
-0.701	9.7
-0.706	9.6
-0.711	9.6
-0.717	9.5
-0.722	9.5
-0.727	9.5
-0.733	9.5
-0.738	9.6
-0.743	9.8
-0.749	9.9
-0.754	10.3
-0.759	10.4
-0.765	10.7
-0.770	11.0
-0.775	11.5
-0.781	12.0
-0.786	12.7
-0.791	13.3
-0.797	14.2
-0.802	15.0
-0.807	15.8
-0.813	17.0
-0.818	18.6
-0.823	20.8
-0.829	23.1
-0.834	24.8
-0.840	26.2
-0.845	27.4
-0.850	28.2
-0.856	28.7
-0.861	29.1
-0.866	29.1
-0.872	29.1
-0.877	28.8
-0.882	28.5
-0.888	28.2
-0.893	28.0
-0.898	28.0
-0.904	28.3
-0.909	28.9
-0.914	29.9
-0.920	31.1
-0.925	33.1
-0.930	34.6
-0.936	36.6
-0.941	37.8
-0.946	39.1
-0.952	40.2
-0.957	41.0
-0.962	41.3
-0.968	40.8
-0.973	39.7
-0.979	38.1
-0.984	36.0
-0.989	33.6
-0.995	31.4
-1.000	29.6
-1.005	28.4
-1.011	27.6
-1.016	27.5
-1.021	27.9
-1.027	28.3
-1.032	28.7
-1.037	28.9
-1.043	28.7
-1.048	28.0
-1.053	27.2
-1.059	26.0
-1.064	24.6
-1.069	22.9
-1.075	21.1
-1.080	19.1
-1.085	17.2
-1.091	15.5
-1.096	13.9
-1.101	12.7
-1.107	11.6
-1.112	10.9
-1.118	10.4
-1.123	10.0
-1.128	9.7
-1.134	9.6
-1.139	9.5
-1.144	9.5
-1.150	9.5
-1.155	9.5
-1.160	9.6
-1.166	9.9
-1.171	10.4
-1.176	11.2
-1.182	12.4
-1.187	13.8
-1.192	15.4
-1.198	17.2
-1.203	19.2
-1.208	21.3
-1.214	23.3
-1.219	25.0
-1.224	26.5
-1.230	27.5
-1.235	28.1
-1.240	28.4
-1.246	28.4
-1.251	28.0
-1.256	27.8
-1.262	27.8
-1.267	28.3
-1.273	29.5
-1.278	31.3
-1.283	33.7
-1.289	36.3
-1.294	38.6
-1.299	40.1
-1.305	40.7
-1.310	40.3
-1.315	39.0
-1.321	36.7
-1.326	33.5
-1.331	30.5
-1.337	28.0
-1.342	26.8
-1.347	26.5
-1.353	27.1
-1.358	27.7
-1.363	28.2
-1.369	28.0
-1.374	27.2
-1.379	25.5
-1.385	23.6
-1.390	21.4
-1.395	19.1
-1.401	16.8
-1.406	14.9
-1.411	13.3
-1.417	12.0
-1.422	11.1
-1.428	10.4
-1.433	10.0
-1.438	9.6
-1.444	9.6
-1.449	9.6
-1.454	9.7
-1.460	10.1
-1.465	10.5
-1.470	11.3
-1.476	12.4
-1.481	14.0
-1.486	15.7
-1.492	17.9
-1.497	20.4
-1.502	22.8
-1.508	24.9
-1.513	26.2
-1.518	27.0
-1.524	27.8
-1.529	27.6
-1.534	27.6
-1.540	27.4
-1.545	27.8
-1.550	28.9
-1.556	31.2
-1.561	33.8
-1.566	36.6
-1.572	38.7
-1.577	39.4
-1.582	39.0
-1.588	37.1
-1.593	33.8
-1.599	30.7
-1.604	28.3
-1.609	27.0
-1.615	26.6
-1.620	26.5
-1.625	26.5
-1.631	26.5
-1.636	25.7
-1.641	24.3
-1.647	21.7
-1.652	18.9
-1.657	16.1
-1.663	13.8
-1.668	12.1
-1.673	11.1
-1.679	10.3
-1.684	9.8
-1.689	9.4
-1.695	9.4
-1.700	9.4
-1.705	9.8
-1.711	10.2
-1.716	11.1
-1.721	12.3
-1.727	13.9
-1.732	16.2
-1.737	19.0
-1.743	22.1
-1.748	24.9
-1.753	26.9
-1.759	27.2
-1.764	26.8
-1.769	25.9
-1.775	25.4
-1.780	25.7
-1.786	27.2
-1.791	30.1
-1.796	33.7
-1.802	37.2
-1.807	38.9
-1.812	38.6
-1.818	35.9
-1.823	32.1
-1.828	28.6
-1.834	26.7
-1.839	26.1
-1.844	26.6
-1.850	27.3
-1.855	27.2
-1.860	26.1
-1.866	23.8
-1.871	20.7
-1.876	17.4
-1.882	14.6
-1.887	12.5
-1.892	11.0
-1.898	10.1
-1.903	9.5
-1.908	9.1
-1.914	9.1
-1.919	9.3
-1.924	9.7
-1.930	10.5
-1.935	11.8
-1.940	13.7
-1.946	16.2
-1.951	19.4
-1.956	22.7
-1.962	25.4
-1.967	27.0
-1.972	27.3
-1.978	26.7
-1.983	26.2
-1.989	26.2
-1.994	28.0
-1.999	31.5
-2.005	35.9
-2.010	39.0
-2.015	39.1
-2.021	36.0
-2.026	31.5
-2.031	27.7
-2.037	25.7
-2.042	25.1
-2.047	25.4
-2.053	25.6
-2.058	25.1
-2.063	23.0
-2.069	20.0
-2.074	16.6
-2.079	13.8
-2.085	11.8
-2.090	10.6
-2.095	9.8
-2.101	9.4
-2.106	9.2
-2.111	9.3
-2.117	9.7
-2.122	10.5
-2.127	11.8
-2.133	13.8
-2.138	16.6
-2.143	20.4
-2.149	24.0
-2.154	26.5
-2.159	27.1
-2.165	26.6
-2.170	25.7
-2.175	25.6
-2.181	27.5
-2.186	31.5
-2.191	36.3
-2.197	39.2
-2.202	37.1
-2.207	32.4
-2.213	27.8
-2.218	25.4
-2.223	25.1
-2.229	25.9
-2.234	25.9
-2.240	24.7
-2.245	21.9
-2.250	18.7
-2.256	15.5
-2.261	12.9
-2.266	11.3
-2.272	10.1
-2.277	9.4
-2.282	9.1
-2.288	9.1
-2.293	9.5
-2.298	10.2
-2.304	11.7
-2.309	14.0
-2.314	17.3
-2.320	21.6
-2.325	25.2
-2.330	26.9
-2.336	26.5
-2.341	25.1
-2.346	24.4
-2.352	25.9
-2.357	30.2
-2.362	35.9
-2.368	39.0
-2.373	36.7
-2.378	31.9
-2.384	27.7
-2.389	25.9
-2.394	25.9
-2.400	26.7
-2.405	26.7
-2.410	24.5
-2.416	20.5
-2.421	16.5
-2.426	13.4
-2.432	11.4
-2.437	10.2
-2.442	9.4
-2.448	9.1
-2.453	9.2
-2.458	9.7
-2.464	10.9
-2.469	12.6
-2.474	15.7
-2.480	20.1
-2.485	24.3
-2.490	26.2
-2.496	25.5
-2.501	24.0
-2.506	23.6
-2.512	25.6
-2.517	30.8
-2.522	36.6
-2.528	38.0
-2.533	34.1
-2.538	29.3
-2.544	26.2
-2.549	25.3
-2.554	25.9
-2.560	26.4
-2.565	24.8
-2.570	20.9
-2.576	16.8
-2.581	13.6
-2.586	11.5
-2.592	10.3
-2.597	9.5
-2.602	9.1
-2.608	9.2
-2.613	9.9
-2.619	11.1
-2.624	13.8
-2.629	17.7
-2.635	22.4
-2.640	25.5
-2.645	26.0
-2.651	24.7
-2.656	24.0
-2.661	26.1
-2.667	31.6
-2.672	36.2
-2.677	35.5
-2.683	30.5
-2.688	25.6
-2.693	23.8
-2.699	23.8
-2.704	25.3
-2.709	24.8
-2.715	21.7
-2.720	17.5
-2.725	14.1
-2.731	11.9
-2.736	9.5
-2.741	9.1
-2.747	9.0
-2.752	9.2
-2.757	9.8
-2.763	11.2
-2.768	13.8
-2.773	18.0
-2.779	22.5
-2.784	25.1
-2.789	24.9
-2.795	23.7
-2.800	23.9
-2.805	27.6
-2.811	33.6
-2.816	36.3
-2.821	32.8
-2.827	28.0
-2.832	24.9
-2.837	24.2
-2.843	25.0
-2.848	24.6
-2.853	21.4
-2.859	17.0
-2.864	13.5
-2.869	11.2
-2.875	9.7
-2.880	9.0
-2.885	8.8
-2.891	9.2
-2.896	10.0
-2.901	11.9
-2.907	15.4
-2.912	20.1
-2.917	23.4
-2.923	23.8
-2.928	22.8
-2.933	22.8
-2.939	26.1
-2.944	32.2
-2.949	35.6
-2.955	32.6
-2.960	27.9
-2.965	25.1
-2.971	24.6
-2.976	25.4
-2.981	24.3
-2.987	20.6
-2.992	16.3
-2.997	13.1
-3.003	11.1
-3.008	9.8
-3.013	9.1
-3.019	9.1
-3.024	9.8
-3.029	11.4
-3.035	14.3
-3.040	18.7
-3.045	22.2
-3.051	22.8
-3.056	22.2
-3.061	22.5
-3.067	25.6
-3.072	31.1
-3.077	33.4
-3.083	30.2
-3.088	26.1
-3.093	23.8
-3.099	23.8
-3.104	24.3
-3.109	22.1
-3.115	18.0
-3.120	14.1
-3.125	11.5
-3.131	9.8
-3.136	9.0
-3.141	8.8
-3.147	9.2
-3.152	10.5
-3.157	13.1
-3.163	17.4
-3.168	21.7
-3.173	23.3
-3.179	22.8
-3.184	22.8
-3.189	25.7
-3.195	30.5
-3.200	32.4
-3.205	29.3
-3.211	25.2
-3.216	23.1
-3.221	23.2
-3.227	23.2
-3.232	20.6
-3.237	16.6
-3.243	13.2
-3.248	10.7
-3.253	9.3
-3.259	8.7
-3.264	8.8
-3.269	9.6
-3.275	11.1
-3.280	13.6
-3.285	16.0
-3.291	17.5
-3.296	17.7
-3.301	18.8
-3.306	22.1
-3.312	27.3
-3.317	30.2
-3.322	28.4
-3.328	25.2
-3.333	23.4
-3.338	23.3
-3.344	22.7
-3.349	19.9
-3.354	15.9
-3.360	12.7
-3.365	10.4
-3.370	9.2
-3.376	8.8
-3.381	9.3
-3.386	10.8
-3.392	13.7
-3.397	17.5
-3.402	20.7
-3.408	21.6
-3.413	21.9
-3.418	23.6
-3.424	26.9
-3.429	29.6
