
5.459	0.7
5.454	0.6
5.449	0.6
5.443	0.6
5.438	0.6
5.433	0.6
5.428	0.5
5.422	0.5
5.417	0.5
5.412	0.6
5.406	0.6
5.401	0.6
5.396	0.6
5.390	0.6
5.385	0.7
5.380	0.6
5.375	0.6
5.369	0.6
5.364	0.7
5.359	0.6
5.353	0.7
5.348	0.7
5.343	0.7
5.337	0.7
5.332	0.7
5.327	0.7
5.322	0.7
5.316	0.7
5.311	0.7
5.306	0.7
5.300	0.7
5.295	0.7
5.290	0.7
5.284	0.7
5.279	0.7
5.274	0.8
5.269	0.9
5.263	1.0
5.258	1.0
5.253	1.1
5.247	1.1
5.242	1.1
5.237	1.1
5.231	1.1
5.226	1.0
5.221	1.0
5.216	0.9
5.210	0.9
5.205	1.0
5.200	1.1
5.194	1.2
5.189	1.2
5.184	1.2
5.178	1.2
5.173	1.2
5.168	1.1
5.162	1.0
5.157	0.9
5.152	0.8
5.147	0.8
5.141	0.8
5.136	0.8
5.131	0.8
5.125	0.8
5.120	1.2
5.115	1.3
5.109	1.6
5.104	1.8
5.099	2.2
5.094	2.4
5.088	2.5
5.083	2.5
5.078	2.4
5.072	2.3
5.067	2.1
5.062	2.0
5.056	1.9
5.051	2.0
5.046	2.2
5.040	2.5
5.035	2.9
5.030	3.3
5.025	3.7
5.019	4.0
5.014	4.0
5.009	4.0
5.003	3.9
4.998	3.5
4.993	3.2
4.987	2.8
4.982	2.6
4.977	2.5
4.971	2.6
4.966	2.9
4.961	3.3
4.956	3.9
4.950	4.6
4.945	5.1
4.940	5.5
4.934	5.6
4.929	5.6
4.924	5.5
4.918	5.1
4.913	4.7
4.908	4.1
4.902	3.7
4.897	3.5
4.892	3.5
4.887	3.7
4.881	4.1
4.876	4.9
4.871	5.6
4.865	6.5
4.860	7.2
4.855	7.6
4.849	7.7
4.844	7.4
4.839	6.8
4.833	6.3
4.828	5.6
4.823	5.1
4.818	4.7
4.812	4.4
4.807	4.4
4.802	4.9
4.796	5.7
4.791	6.6
4.786	7.8
4.780	9.5
4.775	9.7
4.770	10.0
4.764	9.9
4.759	9.5
4.754	8.8
4.748	7.9
4.743	7.1
4.738	6.3
4.733	5.7
4.727	5.4
4.722	5.6
4.717	6.0
4.711	6.9
4.706	8.2
4.701	9.4
4.695	10.5
4.690	11.3
4.685	11.8
4.679	11.9
4.674	11.5
4.669	10.7
4.663	9.6
4.658	8.6
4.653	7.6
4.648	6.8
4.642	6.5
4.637	6.7
4.632	7.4
4.626	8.5
4.621	9.7
4.616	11.1
4.610	12.5
4.605	13.6
4.600	14.1
4.594	14.1
4.589	13.7
4.584	12.9
4.578	11.9
4.573	10.7
4.568	9.5
4.563	8.4
4.557	7.9
4.552	8.0
4.547	8.6
4.541	9.4
4.536	10.8
4.531	12.4
4.525	13.7
4.520	15.1
4.515	15.9
4.509	16.1
4.504	15.8
4.499	14.9
4.493	13.8
4.488	12.4
4.483	10.9
4.478	9.7
4.472	9.0
4.467	9.0
4.462	9.5
4.456	10.2
4.451	11.5
4.446	13.1
4.440	15.8
4.435	16.6
4.430	17.5
4.424	18.0
4.419	18.0
4.414	17.5
4.408	16.7
4.403	15.5
4.398	14.0
4.392	12.5
4.387	11.3
4.382	10.5
4.377	10.3
4.371	10.7
4.366	11.6
4.361	13.0
4.355	14.6
4.350	16.0
4.345	17.5
4.339	18.6
4.334	19.1
4.329	19.0
4.323	18.5
4.318	17.5
4.313	16.3
4.307	14.8
4.302	13.5
4.297	12.3
4.291	11.6
4.286	11.3
4.281	11.8
4.275	12.7
4.270	14.3
4.265	15.9
4.260	17.4
4.254	18.8
4.249	19.9
4.244	20.4
4.238	20.5
4.233	19.9
4.228	19.0
4.222	17.8
4.217	16.4
4.212	14.8
4.206	13.6
4.201	12.6
4.196	12.2
4.190	12.5
4.185	13.3
4.180	14.7
4.174	16.4
4.169	18.1
4.164	19.6
4.158	20.8
4.153	21.8
4.148	22.0
4.143	21.6
4.137	20.6
4.132	19.3
4.127	17.9
4.121	16.4
4.116	14.9
4.111	13.7
4.105	12.9
4.100	12.5
4.095	13.3
4.089	14.3
4.084	15.7
4.079	17.3
4.073	18.9
4.068	20.3
4.063	21.7
4.057	22.8
4.052	23.1
4.047	22.6
4.041	21.5
4.036	20.1
4.031	18.5
4.025	16.9
4.020	15.3
4.015	13.9
4.009	13.1
4.004	13.1
3.999	13.8
3.994	15.0
3.988	16.3
3.983	18.5
3.978	20.5
3.972	22.1
3.967	23.3
3.962	24.4
3.956	24.7
3.951	24.1
3.946	22.9
3.940	21.3
3.935	19.5
3.930	17.8
3.924	16.1
3.919	14.6
3.914	13.4
3.908	13.0
3.903	13.3
3.898	14.4
3.892	15.7
3.887	17.4
3.882	19.9
3.876	22.2
3.871	23.7
3.866	25.0
3.860	25.9
3.855	26.1
3.850	25.3
3.844	23.9
3.839	22.0
3.834	20.0
3.829	18.1
3.823	16.3
3.818	14.6
3.813	13.4
3.807	12.8
3.802	13.1
3.797	14.3
3.791	15.9
3.786	17.5
3.781	19.9
3.775	22.5
3.770	24.5
3.765	25.7
3.759	27.7
3.754	27.7
3.749	26.9
3.743	25.3
3.738	23.3
3.733	21.0
3.727	19.0
3.722	17.0
3.717	15.1
3.711	13.7
3.706	12.8
3.701	12.4
3.695	12.9
3.690	14.5
3.685	16.2
3.679	18.1
3.674	20.8
3.669	23.6
3.663	25.7
3.658	27.0
3.653	28.1
3.647	28.5
3.642	27.9
3.637	26.4
3.632	24.4
3.626	22.1
3.621	19.7
3.616	17.7
3.610	15.7
3.605	14.0
3.600	12.8
3.594	12.2
3.589	12.5
3.584	13.7
3.578	15.5
3.573	17.4
3.568	19.6
3.562	22.3
3.557	24.7
3.552	26.0
3.546	26.8
3.541	27.6
3.536	27.9
3.530	27.1
3.525	25.8
3.520	23.9
3.514	21.6
3.509	19.3
3.504	17.3
3.498	15.3
3.493	13.7
3.488	12.5
3.482	11.8
3.477	12.1
3.472	13.6
3.466	15.6
3.461	17.6
3.456	20.0
3.450	23.0
3.445	26.1
3.440	28.1
3.434	29.2
3.429	29.9
3.424	30.2
3.418	29.9
3.413	27.9
3.408	25.5
3.402	22.9
3.397	20.3
3.392	17.9
3.386	15.7
3.381	13.9
3.376	12.4
3.370	11.6
3.365	11.3
3.360	12.1
3.354	14.0
3.349	16.3
3.344	18.5
3.338	20.9
3.333	24.1
3.328	27.2
3.322	29.2
3.317	29.9
3.312	30.7
3.306	30.9
3.301	30.3
3.296	28.6
3.291	26.4
3.285	23.9
3.280	21.2
3.275	18.8
3.269	16.4
3.264	14.4
3.259	12.9
3.253	11.9
3.248	11.5
3.243	11.6
3.237	12.9
3.232	15.1
3.227	17.4
3.221	19.5
3.216	22.0
3.211	25.4
3.205	28.6
3.200	30.6
3.195	31.5
3.189	32.2
3.184	32.4
3.179	31.6
3.173	30.0
3.168	27.4
3.163	24.7
3.157	21.8
3.152	19.2
3.147	16.7
3.141	14.7
3.136	13.0
3.131	11.9
3.125	11.3
3.120	11.1
3.115	11.9
3.109	13.9
3.104	16.3
3.099	18.7
3.093	21.0
3.088	24.0
3.083	27.7
3.077	32.9
3.072	33.5
3.067	33.7
3.061	33.8
3.056	33.8
3.051	32.7
3.045	30.7
3.040	27.9
3.035	25.1
3.029	22.1
3.024	19.4
3.019	16.9
3.013	14.7
3.008	13.0
3.003	11.9
2.997	11.1
2.992	11.0
2.987	11.4
2.981	12.9
2.976	15.2
2.971	18.0
2.965	20.3
2.960	22.7
2.955	26.0
2.949	29.7
2.944	32.4
2.939	33.5
2.933	33.9
2.928	34.2
2.923	34.1
2.917	33.2
2.912	31.2
2.907	28.5
2.901	25.7
2.896	22.7
2.891	19.9
2.885	17.3
2.880	14.9
2.875	13.1
2.869	11.9
2.864	11.1
2.859	10.7
2.853	10.8
2.848	11.6
2.843	13.7
2.837	16.3
2.832	19.0
2.827	21.4
2.821	24.0
2.816	27.4
2.811	31.3
2.805	33.9
2.800	35.0
2.795	35.2
2.789	35.3
2.784	35.2
2.779	34.3
2.773	32.4
2.768	29.9
2.763	26.9
2.757	24.0
2.752	20.9
2.747	18.3
2.741	15.8
2.736	12.7
2.731	11.8
2.725	11.0
2.720	10.6
