&a / 	I1 / 
-3.413	5.0
-3.418	5.3
-3.424	5.6
-3.429	6.2
-3.434	7.1
-3.440	8.1
-3.445	9.2
-3.450	10.3
-3.456	11.3
-3.461	12.3
-3.466	13.1
-3.472	13.7
-3.477	13.9
-3.482	13.7
-3.488	12.8
-3.493	11.5
-3.498	9.8
-3.504	7.9
-3.509	6.3
-3.514	5.2
-3.520	4.5
-3.525	4.2
-3.530	4.1
-3.536	4.4
-3.541	4.8
-3.546	5.5
-3.552	6.4
-3.557	7.4
-3.562	8.5
-3.568	9.7
-3.573	10.7
-3.578	11.7
-3.584	12.3
-3.589	12.3
-3.594	11.7
-3.600	10.7
-3.605	9.2
-3.610	7.5
-3.616	6.0
-3.621	4.8
-3.626	4.0
-3.632	3.5
-3.637	3.3
-3.642	3.5
-3.647	3.7
-3.653	4.2
-3.658	4.8
-3.663	5.6
-3.669	6.6
-3.674	7.7
-3.679	8.7
-3.685	9.7
-3.690	10.4
-3.695	10.4
-3.701	10.0
-3.706	9.2
-3.711	7.9
-3.717	6.6
-3.722	5.1
-3.727	4.0
-3.733	3.2
-3.738	2.8
-3.743	2.7
-3.749	2.7
-3.754	2.9
-3.759	3.6
-3.765	4.1
-3.770	4.6
-3.775	5.5
-3.781	6.5
-3.786	7.3
-3.791	8.1
-3.797	8.6
-3.802	8.6
-3.807	8.0
-3.813	7.1
-3.818	5.9
-3.823	4.7
-3.829	3.5
-3.834	2.9
-3.839	2.4
-3.844	2.1
-3.850	2.0
-3.855	2.1
-3.860	2.3
-3.866	2.7
-3.871	3.3
-3.876	3.9
-3.882	4.6
-3.887	5.4
-3.892	6.0
-3.898	6.4
-3.903	6.5
-3.908	6.3
-3.914	5.5
-3.919	4.6
-3.924	3.6
-3.930	2.8
-3.935	2.2
-3.940	1.9
-3.946	1.6
-3.951	1.5
-3.956	1.7
-3.962	1.8
-3.967	2.0
-3.972	2.5
-3.978	3.0
-3.983	3.5
-3.988	4.1
-3.994	4.6
-3.999	4.8
-4.004	4.8
-4.009	4.4
-4.015	3.8
-4.020	3.1
-4.025	2.5
-4.031	1.9
-4.036	1.6
-4.041	1.3
-4.047	1.2
-4.052	1.1
-4.057	1.2
-4.063	1.3
-4.068	1.5
-4.073	1.7
-4.079	2.1
-4.084	2.5
-4.089	2.9
-4.095	3.0
-4.100	3.4
-4.105	3.0
-4.111	2.7
-4.116	2.1
-4.121	1.6
-4.127	1.2
-4.132	1.0
-4.137	0.8
-4.143	0.8
-4.148	0.7
-4.153	0.8
-4.158	0.8
-4.164	0.9
-4.169	1.0
-4.174	1.2
-4.180	1.4
-4.185	1.6
-4.190	1.7
-4.196	1.8
-4.201	1.6
-4.206	1.4
-4.212	1.2
-4.217	0.9
-4.222	0.6
-4.228	0.6
-4.233	0.4
-4.238	0.4
-4.244	0.4
-4.249	0.4
-4.254	0.4
-4.260	0.4
-4.265	0.4
-4.270	0.4
-4.275	0.4
-4.281	0.4
-4.286	0.4
-4.291	0.5
-4.297	0.5
-4.302	0.4
-4.307	0.4
-4.313	0.4
-4.318	0.4
-4.323	0.4
-4.329	0.4
-4.334	0.4
-4.339	0.4
-4.345	0.4
-4.350	0.4
-4.355	0.4
-4.361	0.4
-4.366	0.4
-4.371	0.4
-4.377	0.4
-4.382	0.4
-4.387	0.4
-4.392	0.4
-4.398	0.4
-4.403	0.4
-4.408	0.4
-4.414	0.4
-4.419	0.4
-4.424	0.3
-4.430	0.3
-4.435	0.3
-4.440	0.4
-4.446	0.4
-4.451	0.4
-4.456	0.4
-4.462	0.4
-4.467	0.3
-4.472	0.3
-4.478	0.3
-4.483	0.4
-4.488	0.4
-4.493	0.4
-4.499	0.4
-4.504	0.4
-4.509	0.3
-4.515	0.3
-4.520	0.3
-4.525	0.3
-4.531	0.3
-4.536	0.3
-4.541	0.3
-4.547	0.3
-4.552	0.3
-4.557	0.3
-4.563	0.3
-4.568	0.3
-4.573	0.3
-4.578	0.3
-4.584	0.3
-4.589	0.3
-4.594	0.3
-4.600	0.3
-4.605	0.3
-4.610	0.3
-4.616	0.3
-4.621	0.3
-4.626	0.3
-4.632	0.3
-4.637	0.3
-4.642	0.3
-4.648	0.3
-4.653	0.4
-4.658	0.4
-4.663	0.4
-4.669	0.4
-4.674	0.4
-4.679	0.3
-4.685	0.3
-4.690	0.3
-4.695	0.3
-4.701	0.3
-4.706	0.3
-4.711	0.3
-4.717	0.3
-4.722	0.3
-4.727	0.3
-4.733	0.3
-4.738	0.3
-4.743	0.3
-4.748	0.3
-4.754	0.3
-4.759	0.3
-4.764	0.3
-4.770	0.3
-4.775	0.3
-4.780	0.4
-4.786	0.3
-4.791	0.3
-4.796	0.3
-4.802	0.3
-4.807	0.3
-4.812	0.3
-4.818	0.3
-4.823	0.3
-4.828	0.3
-4.833	0.3
-4.839	0.3
-4.844	0.3
-4.849	0.3
-4.855	0.3
-4.860	0.3
-4.865	0.3
-4.871	0.3
-4.876	0.3
-4.881	0.3
-4.887	0.3
-4.892	0.3
-4.897	0.3
-4.902	0.3
-4.908	0.3
-4.913	0.3
-4.918	0.3
-4.924	0.3
-4.929	0.3
-4.934	0.3
-4.940	0.3
-4.945	0.3
-4.950	0.3
-4.956	0.3
-4.961	0.3
-4.966	0.3
-4.971	0.3
-4.977	0.3
-4.982	0.3
-4.987	0.3
-4.993	0.3
-4.998	0.3
-5.003	0.3
-5.009	0.3
-5.014	0.3
-5.019	0.3
-5.025	0.3
-5.030	0.3
-5.035	0.3
-5.040	0.3
-5.046	0.3
-5.051	0.3
-5.056	0.3
-5.062	0.3
-5.067	0.3
-5.072	0.3
-5.078	0.3
-5.083	0.3
-5.088	0.3
-5.094	0.3
-5.099	0.3
-5.104	0.3
-5.109	0.3
-5.115	0.3
-5.120	0.4
-5.125	0.4
-5.131	0.4
-5.136	0.3
-5.141	0.3
-5.147	0.3
-5.152	0.3
-5.157	0.3
-5.162	0.3
-5.168	0.3
-5.173	0.3
-5.178	0.3
-5.184	0.3
-5.189	0.3
-5.194	0.3
-5.200	0.3
-5.205	0.3
-5.210	0.3
-5.216	0.3
-5.221	0.3
-5.226	0.3
-5.231	0.3
-5.237	0.3
-5.242	0.3
-5.247	0.3
-5.253	0.3
-5.258	0.3
-5.263	0.3
-5.269	0.3
-5.274	0.3
-5.279	0.3
-5.284	0.3
-5.290	0.3
-5.295	0.3
-5.300	0.3
-5.306	0.3
-5.311	0.3
-5.316	0.3
-5.322	0.3
-5.327	0.3
-5.332	0.3
-5.337	0.3
-5.343	0.3
-5.348	0.3
-5.353	0.3
-5.359	0.3
-5.364	0.3
-5.369	0.3
-5.375	0.3
-5.380	0.3
-5.385	0.3
-5.390	0.3
-5.396	0.3
-5.401	0.3
-5.406	0.3
-5.412	0.3
-5.417	0.3
-5.422	0.3
-5.428	0.3
-5.433	0.3
-5.438	0.3
-5.443	0.3
-5.449	0.3
-5.454	0.3
