&a / 	I1 /
4.796	6.5
4.791	7.5
4.786	8.5
4.780	10.0
4.775	10.0
4.770	10.0
4.764	9.9
4.759	9.5
4.754	8.7
4.748	7.9
4.743	7.1
4.738	6.4
4.733	6.0
4.727	6.0
4.722	6.4
4.717	7.2
4.711	8.2
4.706	9.2
4.701	10.0
4.695	11.1
4.690	11.6
4.685	12.0
4.679	12.0
4.674	11.6
4.669	10.8
4.663	9.6
4.658	8.8
4.653	8.0
4.648	7.5
4.642	7.5
4.637	7.9
4.632	8.7
4.626	9.8
4.621	11.0
4.616	12.1
4.610	13.3
4.605	14.0
4.600	14.4
4.594	14.2
4.589	13.6
4.584	12.8
4.578	11.9
4.573	10.7
4.568	9.7
4.563	9.1
4.557	9.0
4.552	9.2
4.547	10.0
4.541	11.0
4.536	12.4
4.531	13.6
4.525	14.8
4.520	15.8
4.515	16.4
4.509	16.4
4.504	15.9
4.499	14.9
4.493	13.7
4.488	12.4
4.483	11.2
4.478	10.3
4.472	9.9
4.467	10.1
4.462	10.6
4.456	11.6
4.451	13.2
4.446	14.8
4.440	16.8
4.435	17.4
4.430	18.2
4.424	18.6
4.419	18.4
4.414	17.7
4.408	16.7
4.403	15.5
4.398	14.2
4.392	12.9
4.387	12.1
4.382	11.6
4.377	11.8
4.371	12.3
4.366	13.3
4.361	14.8
4.355	16.0
4.350	17.2
4.345	18.4
4.339	19.2
4.334	19.7
4.329	19.4
4.323	18.7
4.318	17.6
4.313	16.4
4.307	15.1
4.302	13.9
4.297	13.2
4.291	12.9
4.286	13.0
4.281	13.5
4.275	14.7
4.270	16.0
4.265	17.4
4.260	18.6
4.254	19.8
4.249	20.8
4.244	21.2
4.238	21.2
4.233	20.4
4.228	19.3
4.222	18.0
4.217	16.6
4.212	15.3
4.206	14.1
4.201	13.7
4.196	13.9
4.190	14.3
4.185	15.1
4.180	16.6
4.174	18.2
4.169	19.5
4.164	20.7
4.158	21.7
4.153	22.5
4.148	22.5
4.143	22.0
4.137	20.9
4.132	19.7
4.127	18.1
4.121	16.8
4.116	15.5
4.111	14.7
4.105	14.4
4.100	14.8
4.095	15.3
4.089	16.3
4.084	17.6
4.079	19.2
4.073	20.3
4.068	21.3
4.063	22.4
4.057	23.2
4.052	23.5
4.047	22.9
4.041	21.8
4.036	20.3
4.031	18.7
4.025	17.2
4.020	15.7
4.015	14.8
4.009	14.6
4.004	15.2
3.999	15.9
3.994	16.9
3.988	18.6
3.983	20.6
3.978	22.2
3.972	23.0
3.967	24.0
3.962	24.8
3.956	24.9
3.951	24.4
3.946	23.2
3.940	21.5
3.935	19.8
3.930	18.1
3.924	16.6
3.919	15.3
3.914	14.6
3.908	14.8
3.903	15.6
3.898	16.4
3.892	17.6
3.887	19.7
3.882	22.0
3.876	23.7
3.871	24.7
3.866	25.6
3.860	26.4
3.855	26.4
3.850	25.6
3.844	24.1
3.839	22.2
3.834	20.2
3.829	18.4
3.823	16.7
3.818	15.3
3.813	14.5
3.807	14.6
3.802	15.6
3.797	16.6
3.791	17.8
3.786	19.7
3.781	22.3
3.775	24.4
3.770	25.6
3.765	26.4
3.759	27.7
3.754	27.8
3.749	26.9
3.743	25.3
3.738	23.4
3.733	21.2
3.727	19.2
3.722	17.2
3.717	15.6
3.711	14.4
3.706	14.0
3.701	14.5
3.695	16.0
3.690	17.2
3.685	18.6
3.679	20.6
3.674	23.4
3.669	25.8
3.663	27.0
3.658	27.7
3.653	28.4
3.647	28.7
3.642	28.0
3.637	26.4
3.632	24.4
3.626	22.1
3.621	19.9
3.616	17.9
3.610	16.1
3.605	14.6
3.600	13.8
3.594	14.0
3.589	15.2
3.584	16.8
3.578	18.1
3.573	19.8
3.568	22.3
3.562	24.9
3.557	26.5
3.552	27.0
3.546	27.3
3.541	27.7
3.536	27.9
3.530	27.1
3.525	25.7
3.520	23.8
3.514	21.6
3.509	19.6
3.504	17.6
3.498	15.7
3.493	14.3
3.488	13.6
3.482	14.0
3.477	15.3
3.472	17.1
3.466	18.6
3.461	20.3
3.456	22.7
3.450	25.9
3.445	28.0
3.440	29.2
3.434	29.5
3.429	29.9
3.424	30.0
3.418	29.6
3.413	27.6
3.408	25.3
3.402	22.8
3.397	20.3
3.392	18.1
3.386	16.1
3.381	14.4
3.376	13.3
3.370	12.9
3.365	13.8
3.360	15.6
3.354	17.6
3.349	19.2
3.344	21.0
3.338	23.7
3.333	27.0
3.328	29.4
3.322	30.2
3.317	30.2
3.312	30.3
3.306	30.3
3.301	29.9
3.296	28.3
3.291	26.1
3.285	23.7
3.280	21.3
3.275	18.9
3.269	16.8
3.264	14.9
3.259	13.6
3.253	12.9
3.248	13.2
3.243	14.7
3.237	16.7
3.232	18.7
3.227	20.3
3.221	22.0
3.216	25.1
3.211	28.4
3.205	30.6
3.200	31.4
3.195	31.4
3.189	31.6
3.184	31.9
3.179	31.2
3.173	29.6
3.168	27.2
3.163	24.6
3.157	21.9
3.152	19.4
3.147	17.1
3.141	15.1
3.136	13.6
3.131	12.8
3.125	12.8
3.120	13.9
3.115	15.8
3.109	18.1
3.104	19.8
3.099	21.5
3.093	23.7
3.088	27.2
3.083	30.7
3.077	34.5
3.072	33.9
3.067	33.2
3.061	33.0
3.056	33.0
3.051	32.1
3.045	30.4
3.040	27.8
3.035	25.1
3.029	22.2
3.024	19.6
3.019	17.3
3.013	15.2
3.008	13.6
3.003	12.8
2.997	12.4
2.992	13.0
2.987	14.8
2.981	17.2
2.976	19.4
2.971	21.1
2.965	22.9
2.960	25.8
2.955	29.5
2.949	32.5
2.944	33.7
2.939	33.7
2.933	33.2
2.928	33.2
2.923	33.2
2.917	32.4
2.912	30.8
2.907	28.3
2.901	25.6
2.896	22.8
2.891	20.0
2.885	17.6
2.880	15.5
2.875	13.9
2.869	12.7
2.864	12.2
2.859	12.3
2.853	13.6
2.848	15.9
2.843	18.4
2.837	20.4
2.832	22.0
2.827	24.1
2.821	27.2
2.816	31.0
2.811	33.9
2.805	35.2
2.800	35.1
2.795	34.5
2.789	34.3
2.784	34.3
2.779	33.5
2.773	31.9
2.768	29.5
2.763	26.7
2.757	23.9
2.752	21.1
2.747	18.7
2.741	16.3
2.736	13.3
2.731	12.5
2.725	11.9
2.720	11.6
2.715	12.1
2.709	13.7
2.704	16.1
2.699	18.8
2.693	21.2
2.688	22.7
2.683	24.5
2.677	27.2
2.672	30.4
2.667	33.1
2.661	34.5
2.656	34.8
2.651	34.6
2.645	34.5
2.640	34.9
2.635	34.9
2.629	33.8
2.624	31.9
2.619	29.5
2.613	26.7
2.608	23.9
2.602	21.0
2.597	18.4
2.592	16.0
2.586	14.1
2.581	12.8
2.576	12.0
2.570	11.6
2.565	12.0
2.560	13.1
2.554	15.1
2.549	17.8
2.544	20.2
2.538	22.1
2.533	23.7
2.528	25.8
2.522	28.8
2.517	32.3
2.512	35.2
2.506	36.8
2.501	37.1
2.496	36.7
2.490	36.3
2.485	36.3
2.480	36.0
2.474	35.1
2.469	33.4
2.464	31.0
2.458	28.4
2.453	25.6
2.448	22.8
2.442	20.0
2.437	17.6
2.432	15.4
2.426	13.8
2.421	12.5
2.416	11.7
2.410	11.4
2.405	11.8
2.400	12.7
2.394	15.2
2.389	17.2
2.384	19.7
2.378	21.7
2.373	23.5
2.368	25.2
2.362	27.6
2.357	30.7
2.352	34.0
2.346	36.6
2.341	37.9
2.336	38.0
2.330	37.4
2.325	37.0
2.320	36.9
2.314	36.8
2.309	35.9
2.304	33.9
2.298	31.7
2.293	29.4
2.288	26.9
2.282	24.5
2.277	21.7
2.272	19.1
2.266	16.8
2.261	14.8
2.256	13.5
2.250	12.3
2.245	11.6
2.240	11.2
2.234	11.5
2.229	12.3
2.223	13.5
2.218	15.5
2.213	17.9
2.207	20.3
2.202	22.4
2.197	24.0
2.191	25.6
2.186	27.4
2.181	29.5
2.175	31.7
2.170	33.4
2.165	34.4
2.159	34.9
2.154	35.1
2.149	35.3
2.143	35.6
2.138	36.0
2.133	36.2
2.127	35.7
2.122	34.3
2.117	32.6
2.111	30.6
2.106	28.2
2.101	25.5
2.095	22.7
2.090	20.0
2.085	17.6
2.079	15.5
2.074	13.9
2.069	12.6
2.063	11.8
2.058	11.4
2.053	11.2
2.047	11.3
2.042	11.9
2.037	13.1
2.031	15.0
2.026	17.3
2.021	19.7
2.015	21.8
2.010	23.8
2.005	25.4
1.999	27.2
1.994	29.2
1.989	32.0
1.983	34.8
1.978	37.3
1.972	38.9
1.967	39.6
1.962	39.5
1.956	38.9
1.951	38.4
1.946	38.0
1.940	37.7
1.935	37.3
1.930	36.4
1.924	34.9
1.919	33.2
1.914	31.2
1.908	29.0
1.903	26.6
1.898	24.1
1.892	21.4
1.887	18.9
1.882	16.7
1.876	14.8
1.871	13.4
1.866	12.3
1.860	11.6
1.855	11.2
1.850	11.1
1.844	11.1
1.839	11.5
1.834	12.2
1.828	13.4
1.823	15.1
1.818	17.2
1.812	19.5
1.807	21.6
1.802	23.6
1.796	25.3
1.791	26.9
1.786	28.5
1.780	30.4
1.775	32.8
1.769	35.3
1.764	37.7
1.759	39.4
1.753	40.5
1.748	40.8
1.743	40.5
1.737	40.0
1.732	39.5
1.727	39.0
1.721	38.7
1.716	38.3
1.711	37.2
1.705	36.3
1.700	34.8
1.695	33.2
1.689	31.5
1.684	29.4
1.679	27.1
1.673	24.7
1.668	22.0
1.663	19.6
1.657	17.6
1.652	15.7
1.647	14.1
1.641	13.0
1.636	12.3
1.631	11.6
1.625	11.2
1.620	11.1
1.615	11.1
1.609	11.1
1.604	11.6
1.599	12.3
1.593	13.4
1.588	14.8
1.582	16.5
1.577	18.4
1.572	20.3
1.566	22.0
1.561	23.6
1.556	25.3
1.550	27.0
1.545	28.6
1.540	30.4
1.534	32.4
1.529	34.6
1.524	36.8
1.518	38.9
1.513	40.5
1.508	41.5
1.502	41.9
1.497	41.9
1.492	41.6
1.486	41.1
1.481	40.6
1.476	40.0
1.470	39.5
1.465	39.1
1.460	38.5
1.454	37.8
1.449	36.7
1.444	35.5
1.438	34.1
1.433	32.5
1.428	30.8
1.422	28.9
1.417	26.6
1.411	24.5
1.406	22.1
1.401	19.9
1.395	18.1
1.390	16.5
1.385	14.9
1.379	13.9
1.374	13.0
1.369	11.9
1.363	11.5
1.358	11.2
1.353	11.1
1.347	11.1
1.342	11.1
1.337	11.1
1.331	11.4
1.326	11.8
1.321	12.5
1.315	13.6
1.310	14.9
1.305	16.4
1.299	18.2
1.294	20.2
1.289	22.0
1.283	23.7
1.278	25.4
1.273	26.8
1.267	28.1
1.262	29.2
1.256	30.3
1.251	31.5
1.246	32.8
1.240	34.4
1.235	36.2
1.230	38.1
1.224	39.9
1.219	41.3
1.214	42.3
1.208	43.0
1.203	43.4
1.198	43.4
1.192	43.2
1.187	42.8
1.182	42.2
1.176	41.6
1.171	41.0
1.166	40.6
1.160	40.2
1.155	39.7
1.150	39.3
1.144	38.8
1.139	38.1
1.134	37.3
1.128	36.1
1.123	34.9
1.118	33.4
1.112	31.9
1.107	30.4
1.101	28.7
1.096	26.7
1.091	24.8
1.085	22.8
1.080	21.0
1.075	19.3
1.069	18.0
1.064	16.8
1.059	15.6
1.053	14.7
1.048	13.9
1.043	13.1
1.037	12.7
1.032	12.2
1.027	11.6
1.021	11.3
1.016	11.2
1.011	11.1
1.005	11.1
1.000	11.0
0.995	11.0
0.989	11.0
0.984	11.1
0.979	11.4
0.973	11.8
0.968	12.3
0.962	12.9
0.957	13.7
0.952	14.8
0.946	16.0
0.941	17.2
0.936	18.4
0.930	20.0
0.925	21.5
0.920	22.9
0.914	24.2
0.909	25.5
0.904	26.7
0.898	27.8
0.893	28.6
0.888	29.4
0.882	30.0
0.877	30.7
0.872	31.3
0.866	31.9
0.861	32.7
0.856	33.6
0.850	34.5
0.845	35.6
0.840	36.8
0.834	38.1
0.829	39.6
0.823	41.1
0.818	42.4
0.813	43.4
0.807	44.2
0.802	44.6
0.797	44.9
0.791	44.9
0.786	44.8
0.781	44.5
0.775	44.1
0.770	43.7
0.765	43.2
0.759	42.7
0.754	42.0
0.749	41.3
0.743	40.6
0.738	39.9
0.733	39.4
0.727	39.1
0.722	39.0
0.717	39.0
0.711	39.2
0.706	39.3
0.701	39.4
0.695	39.2
0.690	38.9
0.684	38.4
0.679	38.0
0.674	37.2
0.668	36.4
0.663	35.6
0.658	34.7
0.652	33.7
0.647	32.8
0.642	31.9
0.636	30.8
0.631	29.5
0.626	28.2
0.620	26.8
0.615	25.7
0.610	24.8
0.604	23.6
0.599	22.8
0.594	21.9
0.588	21.0
0.583	20.2
0.578	19.4
0.572	18.7
0.567	18.0
0.561	17.2
0.556	16.8
0.551	16.1
0.545	15.7
0.540	15.2
0.535	14.8
0.529	14.4
0.524	13.9
0.519	13.5
0.513	13.2
0.508	12.8
0.503	12.7
0.497	12.4
0.492	12.3
0.487	12.1
0.481	12.0
0.476	11.9
0.471	11.8
0.465	11.5
0.460	11.3
0.455	11.2
0.449	11.2
0.444	11.2
0.438	11.2
0.433	11.1
0.428	11.1
0.422	11.1
0.417	11.1
0.412	11.1
0.406	11.1
0.401	11.1
0.396	11.2
0.390	11.2
0.385	11.2
0.380	11.3
0.374	11.5
0.369	11.6
0.364	11.9
0.358	11.9
0.353	12.0
0.348	12.0
0.342	12.5
0.337	12.5
0.332	12.6
0.326	12.7
0.321	12.9
0.316	13.2
0.310	13.5
0.305	13.8
0.299	14.2
0.294	14.4
0.289	14.8
0.283	15.1
0.278	15.3
0.273	15.6
0.267	16.0
0.262	16.1
0.257	16.5
0.251	16.8
0.246	17.2
0.241	17.3
0.235	17.7
0.230	18.1
0.225	18.5
0.219	18.9
0.214	19.2
0.209	19.6
0.203	20.0
0.198	20.4
0.193	20.7
0.187	21.1
0.182	21.5
0.176	21.7
0.171	22.0
0.166	22.3
0.160	22.4
0.155	22.6
0.150	23.0
0.144	23.3
0.139	23.5
0.134	23.6
0.128	23.9
0.123	24.1
0.118	24.4
0.112	24.6
0.107	24.8
0.102	24.9
0.096	25.2
0.091	25.3
0.086	25.5
0.080	25.5
0.075	25.5
0.070	25.5
0.064	25.6
0.059	25.6
0.053	25.6
0.048	25.7
0.043	25.7
0.037	25.7
0.032	25.8
0.027	25.8
0.021	25.8
0.016	25.9
0.011	26.0
0.005	26.1
0.000	26.3
-0.005	26.1
-0.011	26.1
-0.016	26.0
-0.021	25.9
-0.027	25.7
-0.032	25.4
-0.037	25.0
-0.043	24.3
-0.048	23.7
-0.053	23.1
-0.059	22.7
-0.064	22.4
-0.070	22.3
-0.075	22.4
-0.080	22.5
-0.086	22.8
-0.091	22.9
-0.096	22.9
-0.102	22.7
-0.107	22.6
-0.112	22.4
-0.118	22.2
-0.123	21.9
-0.128	21.6
-0.134	21.3
-0.139	20.9
-0.144	20.5
-0.150	20.1
-0.155	19.7
-0.160	19.3
-0.166	18.9
-0.171	18.6
-0.176	18.2
-0.182	17.9
-0.187	17.6
-0.193	17.6
-0.198	17.2
-0.203	16.9
-0.209	16.7
-0.214	16.4
-0.219	16.1
-0.225	15.9
-0.230	15.5
-0.235	15.2
-0.241	14.9
-0.246	14.6
-0.251	14.2
-0.257	13.8
-0.262	13.4
-0.267	13.1
-0.273	12.7
-0.278	12.5
-0.283	12.4
-0.289	12.3
-0.294	12.3
-0.299	12.3
-0.305	12.4
-0.310	12.4
-0.316	12.4
-0.321	12.4
-0.326	12.4
-0.332	12.4
-0.337	12.3
-0.342	12.4
-0.348	12.3
-0.353	12.3
-0.358	12.2
-0.364	12.1
-0.369	12.0
-0.374	12.0
-0.380	12.0
-0.385	12.0
-0.390	12.0
-0.396	12.0
-0.401	12.1
-0.406	12.3
-0.412	12.5
-0.417	12.8
-0.422	13.0
-0.428	13.3
-0.433	13.6
-0.438	13.8
-0.444	14.0
-0.449	14.4
-0.455	14.7
-0.460	15.0
-0.465	15.3
-0.471	15.6
-0.476	16.0
-0.481	16.2
-0.487	16.6
-0.492	17.0
-0.497	17.3
-0.503	17.9
-0.508	18.4
-0.513	19.1
-0.519	19.9
-0.524	20.7
-0.529	21.6
-0.535	22.6
-0.540	23.5
-0.545	24.6
-0.551	25.6
-0.556	26.7
-0.561	27.9
-0.567	28.9
-0.572	29.8
-0.578	30.8
-0.583	31.8
-0.588	32.9
-0.594	34.0
-0.599	35.1
-0.604	36.1
-0.610	37.1
-0.615	37.9
-0.620	38.8
-0.626	39.6
-0.631	40.3
-0.636	40.7
-0.642	41.0
-0.647	41.1
-0.652	41.1
-0.658	41.0
-0.663	40.9
-0.668	40.8
-0.674	40.8
-0.679	40.8
-0.684	41.0
-0.690	41.1
-0.695	41.5
-0.701	41.9
-0.706	42.4
-0.711	43.2
-0.717	43.9
-0.722	44.6
-0.727	45.2
-0.733	45.7
-0.738	45.9
-0.743	45.9
-0.749	45.4
-0.754	44.6
-0.759	43.6
-0.765	42.1
-0.770	40.6
-0.775	38.9
-0.781	37.3
-0.786	35.6
-0.791	34.1
-0.797	33.0
-0.802	32.2
-0.807	31.8
-0.813	31.4
-0.818	31.1
-0.823	30.8
-0.829	30.5
-0.834	30.2
-0.840	29.7
-0.845	29.0
-0.850	28.2
-0.856	27.0
-0.861	25.4
-0.866	23.9
-0.872	22.1
-0.877	20.4
-0.882	18.8
-0.888	17.3
-0.893	16.0
-0.898	15.0
-0.904	14.2
-0.909	13.6
-0.914	13.2
-0.920	12.9
-0.925	12.7
-0.930	12.6
-0.936	12.5
-0.941	12.4
-0.946	12.3
-0.952	12.3
-0.957	12.3
-0.962	12.6
-0.968	12.9
-0.973	13.6
-0.979	14.2
-0.984	15.1
-0.989	15.8
-0.995	16.6
-1.000	17.4
-1.005	18.3
-1.011	19.3
-1.016	20.6
-1.021	21.8
-1.027	24.0
-1.032	25.2
-1.037	26.7
-1.043	28.3
-1.048	29.9
-1.053	31.5
-1.059	33.3
-1.064	35.0
-1.069	36.6
-1.075	38.0
-1.080	39.0
-1.085	39.8
-1.091	40.1
-1.096	40.1
-1.101	40.0
-1.107	39.9
-1.112	40.0
-1.118	40.3
-1.123	41.0
-1.128	41.7
-1.134	42.5
-1.139	43.2
-1.144	43.7
-1.150	43.6
-1.155	43.1
-1.160	41.8
-1.166	39.9
-1.171	37.8
-1.176	35.5
-1.182	33.5
-1.187	32.0
-1.192	30.9
-1.198	30.0
-1.203	29.2
-1.208	28.5
-1.214	27.7
-1.219	26.8
-1.224	25.6
-1.230	24.1
-1.235	22.3
-1.240	20.4
-1.246	18.6
-1.251	17.1
-1.256	15.9
-1.262	15.0
-1.267	14.2
-1.273	13.8
-1.278	13.4
-1.283	13.3
-1.289	13.3
-1.294	13.5
-1.299	13.8
-1.305	14.2
-1.310	14.6
-1.315	15.3
-1.321	16.0
-1.326	16.9
-1.331	18.1
-1.337	19.3
-1.342	20.9
-1.347	22.4
-1.353	24.0
-1.358	26.0
-1.363	28.0
-1.369	31.2
-1.374	32.4
-1.379	33.9
-1.385	35.2
-1.390	36.4
-1.395	37.3
-1.401	38.0
-1.406	38.2
-1.411	38.2
-1.417	38.0
-1.422	38.0
-1.428	37.9
-1.433	37.9
-1.438	38.0
-1.444	38.1
-1.449	37.8
-1.454	37.1
-1.460	35.7
-1.465	34.0
-1.470	32.1
-1.476	30.7
-1.481	29.5
-1.486	28.5
-1.492	27.5
-1.497	26.6
-1.502	25.4
-1.508	24.0
-1.513	22.1
-1.518	20.0
-1.524	18.0
-1.529	16.2
-1.534	14.7
-1.540	13.8
-1.545	13.1
-1.550	12.7
-1.556	12.6
-1.561	12.6
-1.566	12.9
-1.572	13.7
-1.577	14.5
-1.582	15.6
-1.588	16.9
-1.593	18.4
-1.599	20.0
-1.604	21.7
-1.609	23.5
-1.615	25.5
-1.620	27.6
-1.625	29.7
-1.631	31.9
-1.636	33.9
-1.641	35.5
-1.647	36.7
-1.652	37.2
-1.657	37.3
-1.663	37.1
-1.668	37.1
-1.673	37.4
-1.679	37.8
-1.684	38.2
-1.689	38.5
-1.695	38.3
-1.700	37.5
-1.705	35.5
-1.711	32.4
-1.716	30.6
-1.721	28.8
-1.727	27.3
-1.732	26.2
-1.737	25.0
-1.743	23.7
-1.748	22.1
-1.753	20.1
-1.759	18.2
-1.764	16.5
-1.769	15.1
-1.775	14.3
-1.780	13.8
-1.786	13.8
-1.791	13.9
-1.796	14.4
-1.802	15.1
-1.807	16.0
-1.812	17.1
-1.818	18.4
-1.823	19.9
-1.828	21.6
-1.834	23.3
-1.839	25.3
-1.844	27.3
-1.850	29.6
-1.855	31.7
-1.860	33.7
-1.866	35.1
-1.871	35.9
-1.876	36.0
-1.882	35.6
-1.887	35.4
-1.892	35.5
-1.898	35.8
-1.903	36.2
-1.908	36.2
-1.914	35.4
-1.919	33.7
-1.924	31.4
-1.930	29.0
-1.935	27.1
-1.940	25.7
-1.946	24.6
-1.951	23.3
-1.956	21.7
-1.962	19.7
-1.967	17.9
-1.972	16.3
-1.978	15.1
-1.983	14.3
-1.989	14.2
-1.994	14.2
-1.999	14.7
-2.005	15.5
-2.010	16.4
-2.015	17.6
-2.021	19.0
-2.026	20.6
-2.031	22.3
-2.037	24.3
-2.042	26.5
-2.047	28.7
-2.053	31.9
-2.058	33.1
-2.063	34.3
-2.069	34.8
-2.074	34.9
-2.079	34.7
-2.085	34.7
-2.090	34.9
-2.095	35.1
-2.101	35.1
-2.106	34.4
-2.111	32.6
-2.117	30.1
-2.122	27.6
-2.127	25.5
-2.133	23.8
-2.138	22.2
-2.143	20.7
-2.149	19.1
-2.154	17.3
-2.159	15.6
-2.165	14.1
-2.170	13.5
-2.175	13.2
-2.181	13.6
-2.186	14.3
-2.191	15.4
-2.197	16.5
-2.202	17.9
-2.207	19.6
-2.213	21.4
-2.218	23.3
-2.223	25.6
-2.229	27.9
-2.234	30.0
-2.240	31.8
-2.245	33.2
-2.250	33.7
-2.256	33.8
-2.261	33.5
-2.266	33.4
-2.272	33.4
-2.277	33.3
-2.282	32.6
-2.288	31.1
-2.293	28.9
-2.298	26.6
-2.304	24.8
-2.309	23.4
-2.314	22.1
-2.320	20.5
-2.325	18.9
-2.330	17.3
-2.336	16.0
-2.341	15.2
-2.346	14.8
-2.352	14.9
-2.357	15.5
-2.362	16.3
-2.368	17.4
-2.373	18.6
-2.378	20.1
-2.384	21.9
-2.389	23.9
-2.394	27.1
-2.400	28.6
-2.405	30.1
-2.410	31.2
-2.416	31.7
-2.421	31.7
-2.426	31.4
-2.432	31.3
-2.437	31.3
-2.442	31.3
-2.448	30.4
-2.453	28.6
-2.458	26.3
-2.464	24.2
-2.469	22.5
-2.474	21.0
-2.480	19.7
-2.485	18.2
-2.490	16.8
-2.496	15.6
-2.501	14.9
-2.506	14.9
-2.512	15.4
-2.517	16.1
-2.522	17.1
-2.528	18.2
-2.533	19.6
-2.538	21.2
-2.544	23.0
-2.549	25.0
-2.554	27.0
-2.560	28.6
-2.565	30.1
-2.570	30.9
-2.576	31.1
-2.581	30.7
-2.586	30.4
-2.592	30.4
-2.597	30.3
-2.602	29.3
-2.608	27.4
-2.613	25.3
-2.619	23.3
-2.624	21.7
-2.629	20.4
-2.635	19.0
-2.640	17.6
-2.645	16.4
-2.651	15.7
-2.656	15.5
-2.661	15.9
-2.667	16.5
-2.672	17.4
-2.677	18.5
-2.683	20.0
-2.688	21.7
-2.693	23.4
-2.699	25.2
-2.704	27.0
-2.709	28.5
-2.715	29.3
-2.720	29.5
-2.725	29.1
-2.731	28.7
-2.736	28.4
-2.741	28.0
-2.747	27.1
-2.752	25.5
-2.757	23.4
-2.763	21.4
-2.768	19.9
-2.773	18.7
-2.779	17.5
-2.784	16.2
-2.789	15.2
-2.795	14.7
-2.800	14.8
-2.805	15.5
-2.811	16.4
-2.816	17.6
-2.821	19.2
-2.827	20.8
-2.832	22.4
-2.837	24.0
-2.843	25.7
-2.848	27.3
-2.853	28.3
-2.859	28.7
-2.864	28.4
-2.869	28.0
-2.875	27.6
-2.880	27.0
-2.885	25.9
-2.891	24.2
-2.896	22.2
-2.901	20.4
-2.907	19.1
-2.912	18.1
-2.917	17.0
-2.923	16.1
-2.928	15.6
-2.933	15.6
-2.939	16.1
-2.944	16.9
-2.949	18.0
-2.955	19.3
-2.960	20.9
-2.965	22.4
-2.971	24.0
-2.976	25.5
-2.981	26.7
-2.987	27.4
-2.992	27.5
-2.997	27.2
-3.003	26.7
-3.008	26.1
-3.013	25.4
-3.019	24.1
-3.024	22.4
-3.029	20.6
-3.035	19.0
-3.040	17.8
-3.045	16.8
-3.051	15.7
-3.056	14.9
-3.061	14.8
-3.067	15.2
-3.072	15.8
-3.077	17.2
-3.083	18.1
-3.088	19.5
-3.093	21.0
-3.099	22.4
-3.104	23.6
-3.109	24.5
-3.115	25.0
-3.120	25.1
-3.125	24.9
-3.131	24.4
-3.136	23.8
-3.141	22.8
-3.147	21.3
-3.152	19.5
-3.157	18.0
-3.163	16.7
-3.168	15.4
-3.173	14.2
-3.179	13.3
-3.184	12.9
-3.189	13.0
-3.195	13.6
-3.200	14.5
-3.205	15.7
-3.211	16.9
-3.216	18.4
-3.221	19.8
-3.227	21.1
-3.232	21.9
-3.237	22.3
-3.243	22.2
-3.248	22.0
-3.253	21.6
-3.259	21.1
-3.264	19.9
-3.269	18.3
-3.275	16.7
-3.280	15.4
-3.285	14.1
-3.291	12.9
-3.296	11.9
-3.301	11.4
-3.306	11.2
-3.312	11.5
-3.317	12.1
-3.322	13.1
-3.328	14.3
-3.333	15.6
-3.338	16.9
-3.344	18.2
-3.349	19.1
-3.354	19.6
-3.360	19.6
-3.365	19.3
-3.370	19.0
-3.376	18.4
-3.381	17.4
-3.386	16.1
-3.392	14.5
-3.397	13.3
-3.402	12.1
-3.408	11.0
-3.413	10.2
-3.418	9.5
-3.424	9.5
-3.429	9.9
