&a / °	I1 / %
4.796	6.7
4.791	7.6
4.786	8.4
4.780	9.9
4.775	9.9
4.770	9.9
4.764	9.9
4.759	9.8
4.754	9.3
4.748	8.6
4.743	7.8
4.738	7.1
4.733	6.7
4.727	6.7
4.722	7.1
4.717	7.7
4.711	8.5
4.706	9.3
4.701	10.1
4.695	11.0
4.690	11.6
4.685	12.0
4.679	12.0
4.674	11.8
4.669	11.3
4.663	10.5
4.658	9.6
4.653	8.8
4.648	8.4
4.642	8.4
4.637	8.5
4.632	9.2
4.626	10.0
4.621	11.2
4.616	12.0
4.610	13.1
4.605	13.9
4.600	14.4
4.594	14.4
4.589	14.0
4.584	13.3
4.578	12.5
4.573	11.7
4.568	10.8
4.563	10.1
4.557	10.0
4.552	10.0
4.547	10.4
4.541	11.3
4.536	12.5
4.531	13.7
4.525	14.7
4.520	15.6
4.515	16.4
4.509	16.6
4.504	16.3
4.499	15.5
4.493	14.5
4.488	13.3
4.483	12.1
4.478	11.3
4.472	11.1
4.467	11.1
4.462	11.5
4.456	12.3
4.451	13.6
4.446	15.0
4.440	17.0
4.435	17.3
4.430	18.1
4.424	18.7
4.419	18.8
4.414	18.1
4.408	17.3
4.403	16.4
4.398	15.2
4.392	14.0
4.387	13.3
4.382	13.0
4.377	13.0
4.371	13.1
4.366	13.9
4.361	15.1
4.355	16.4
4.350	17.5
4.345	18.3
4.339	19.2
4.334	20.0
4.329	20.1
4.323	19.6
4.318	18.4
4.313	17.3
4.307	16.1
4.302	15.2
4.297	14.5
4.291	14.4
4.286	14.4
4.281	14.5
4.275	15.3
4.270	16.4
4.265	17.8
4.260	18.8
4.254	19.7
4.249	20.6
4.244	21.3
4.238	21.6
4.233	21.3
4.228	20.3
4.222	18.8
4.217	17.6
4.212	16.5
4.206	15.7
4.201	15.3
4.196	15.3
4.190	15.4
4.185	15.8
4.180	17.0
4.174	18.6
4.169	19.9
4.164	20.8
4.158	21.6
4.153	22.4
4.148	22.9
4.143	22.8
4.137	22.0
4.132	20.8
4.127	19.4
4.121	18.1
4.116	16.8
4.111	16.0
4.105	16.0
4.100	16.1
4.095	16.3
4.089	16.8
4.084	18.0
4.079	19.6
4.073	20.6
4.068	21.4
4.063	22.2
4.057	23.2
4.052	23.8
4.047	23.8
4.041	23.0
4.036	21.7
4.031	20.1
4.025	18.6
4.020	17.2
4.015	16.3
4.009	16.1
4.004	16.5
3.999	16.9
3.994	17.7
3.988	18.9
3.983	20.8
3.978	22.5
3.972	23.4
3.967	23.9
3.962	24.7
3.956	25.2
3.951	25.2
3.946	24.3
3.940	22.9
3.935	21.2
3.930	19.5
3.924	18.0
3.919	16.8
3.914	16.2
3.908	16.4
3.903	16.9
3.898	17.6
3.892	18.4
3.887	20.0
3.882	22.3
3.876	24.0
3.871	24.9
3.866	25.3
3.860	25.9
3.855	26.6
3.850	26.3
3.844	25.3
3.839	23.7
3.834	21.9
3.829	20.0
3.823	18.4
3.818	17.0
3.813	16.2
3.807	16.3
3.802	17.0
3.797	17.8
3.791	18.6
3.786	19.9
3.781	22.3
3.775	24.7
3.770	26.0
3.765	26.4
3.759	27.1
3.754	27.5
3.749	27.5
3.743	26.5
3.738	24.9
3.733	22.9
3.727	20.9
3.722	19.0
3.717	17.4
3.711	16.2
3.706	15.8
3.701	16.3
3.695	17.4
3.690	18.3
3.685	19.2
3.679	20.9
3.674	23.3
3.669	25.9
3.663	27.3
3.658	27.6
3.653	27.8
3.647	28.3
3.642	28.4
3.637	27.6
3.632	26.0
3.626	24.1
3.621	21.9
3.616	19.7
3.610	18.0
3.605	16.4
3.600	15.6
3.594	15.9
3.589	17.1
3.584	18.2
3.578	19.1
3.573	20.2
3.568	22.2
3.562	24.8
3.557	26.7
3.552	27.2
3.546	27.2
3.541	27.1
3.536	27.6
3.530	27.8
3.525	27.1
3.520	25.5
3.514	23.7
3.509	21.6
3.504	19.5
3.498	17.6
3.493	16.1
3.488	15.3
3.482	15.7
3.477	17.0
3.472	18.4
3.466	19.6
3.461	20.8
3.456	22.6
3.450	25.8
3.445	28.4
3.440	29.5
3.434	29.5
3.429	29.3
3.424	29.4
3.418	29.9
3.413	29.0
3.408	27.2
3.402	24.9
3.397	22.5
3.392	20.1
3.386	18.1
3.381	16.3
3.376	15.1
3.370	14.8
3.365	15.6
3.360	17.3
3.354	18.9
3.349	20.1
3.344	21.3
3.338	23.4
3.333	26.8
3.328	29.5
3.322	30.4
3.317	30.2
3.312	29.8
3.306	29.8
3.301	30.0
3.296	29.5
3.291	28.0
3.285	26.0
3.280	23.6
3.275	21.2
3.269	19.0
3.264	17.1
3.259	15.5
3.253	14.7
3.248	15.1
3.243	16.5
3.237	18.5
3.232	19.8
3.227	21.0
3.221	22.3
3.216	24.7
3.211	28.0
3.205	30.8
3.200	31.6
3.195	31.4
3.189	30.8
3.184	30.9
3.179	31.2
3.173	30.7
3.168	29.1
3.163	26.9
3.157	24.4
3.152	21.9
3.147	19.5
3.141	17.4
3.136	15.7
3.131	14.6
3.125	14.5
3.120	15.7
3.115	17.6
3.109	19.5
3.104	20.8
3.099	21.9
3.093	23.6
3.088	26.8
3.083	30.4
3.077	34.7
3.072	34.1
3.067	32.9
3.061	32.0
3.056	32.0
3.051	32.0
3.045	31.4
3.040	29.8
3.035	27.4
3.029	24.9
3.024	22.2
3.019	19.8
3.013	17.7
3.008	15.7
3.003	14.5
2.997	14.1
2.992	14.9
2.987	16.8
2.981	19.1
2.976	20.8
2.971	22.0
2.965	23.2
2.960	25.4
2.955	28.8
2.949	32.2
2.944	33.9
2.939	33.8
2.933	32.8
2.928	32.1
2.923	32.1
2.917	32.3
2.912	31.9
2.907	30.4
2.901	28.0
2.896	25.6
2.891	22.9
2.885	20.3
2.880	18.0
2.875	16.0
2.869	14.5
2.864	13.8
2.859	14.2
2.853	15.7
2.848	17.7
2.843	20.0
2.837	21.6
2.832	22.8
2.827	24.2
2.821	26.8
2.816	30.3
2.811	33.6
2.805	35.2
2.800	35.1
2.795	34.0
2.789	33.1
2.784	32.8
2.779	32.9
2.773	32.4
2.768	31.2
2.763	29.2
2.757	26.8
2.752	24.3
2.747	21.5
2.741	19.0
2.736	15.7
2.731	14.5
2.725	13.7
2.720	13.3
2.715	14.0
2.709	15.6
2.704	18.2
2.699	20.5
2.693	22.1
2.688	23.4
2.683	24.7
2.677	26.7
2.672	29.5
2.667	32.4
2.661	34.3
2.656	34.8
2.651	34.4
2.645	33.7
2.640	33.4
2.635	33.6
2.629	33.7
2.624	32.9
2.619	31.4
2.613	29.3
2.608	26.8
2.602	24.2
2.597	21.5
2.592	19.0
2.586	16.7
2.581	14.9
2.576	13.9
2.570	13.4
2.565	13.7
2.560	15.0
2.554	17.2
2.549	19.7
2.544	21.7
2.538	23.2
2.533	24.4
2.528	25.9
2.522	28.1
2.517	31.4
2.512	34.6
2.506	36.5
2.501	37.1
2.496	36.4
2.490	35.5
2.485	34.8
2.480	34.6
2.474	34.5
2.469	33.9
2.464	32.6
2.458	30.8
2.453	28.6
2.448	26.2
2.442	23.5
2.437	20.8
2.432	18.4
2.426	16.3
2.421	14.7
2.416	13.6
2.410	13.2
2.405	13.6
2.400	14.8
2.394	17.5
2.389	19.5
2.384	21.6
2.378	23.2
2.373	24.4
2.368	25.6
2.362	27.3
2.357	29.7
2.352	33.0
2.346	35.8
2.341	37.5
2.336	37.9
2.330	37.2
2.325	36.4
2.320	35.7
2.314	35.2
2.309	34.9
2.304	34.1
2.298	32.9
2.293	31.4
2.288	29.7
2.282	27.6
2.277	25.3
2.272	22.8
2.266	20.1
2.261	17.8
2.256	15.8
2.250	14.3
2.245	13.5
2.240	13.1
2.234	13.2
2.229	14.0
2.223	15.6
2.218	17.7
2.213	20.1
2.207	22.0
2.202	23.6
2.197	24.8
2.191	25.8
2.186	27.1
2.181	28.9
2.175	30.9
2.170	32.7
2.165	33.9
2.159	34.7
2.154	35.0
2.149	35.0
2.143	34.8
2.138	34.7
2.133	34.8
2.127	34.8
2.122	34.5
2.117	33.7
2.111	32.4
2.106	30.9
2.101	28.9
2.095	26.5
2.090	24.0
2.085	21.2
2.079	18.8
2.074	16.7
2.069	15.0
2.063	13.8
2.058	13.1
2.053	12.6
2.047	12.9
2.042	13.8
2.037	15.3
2.031	17.3
2.026	19.7
2.021	21.7
2.015	23.6
2.010	25.1
2.005	26.3
1.999	27.5
1.994	28.9
1.989	31.3
1.983	33.9
1.978	36.4
1.972	38.2
1.967	39.1
1.962	39.2
1.956	38.7
1.951	37.9
1.946	37.1
1.940	36.3
1.935	35.9
1.930	35.5
1.924	35.0
1.919	34.1
1.914	32.9
1.908	31.6
1.903	30.0
1.898	28.0
1.892	25.6
1.887	23.0
1.882	20.4
1.876	18.1
1.871	16.2
1.866	14.6
1.860	13.5
1.855	12.8
1.850	12.4
1.844	12.4
1.839	12.9
1.834	14.0
1.828	15.6
1.823	17.6
1.818	19.8
1.812	21.8
1.807	23.6
1.802	25.2
1.796	26.4
1.791	27.5
1.786	28.7
1.780	30.0
1.775	32.0
1.769	34.4
1.764	36.7
1.759	38.6
1.753	39.9
1.748	40.4
1.743	40.3
1.737	39.7
1.732	38.9
1.727	38.0
1.721	37.3
1.716	36.7
1.711	36.1
1.705	35.7
1.700	35.1
1.695	34.3
1.689	33.3
1.684	32.1
1.679	30.7
1.673	28.7
1.668	26.5
1.663	24.1
1.657	21.7
1.652	19.4
1.647	17.4
1.641	15.8
1.636	14.6
1.631	13.5
1.625	12.9
1.620	12.6
1.615	12.5
1.609	12.6
1.604	13.3
1.599	14.3
1.593	15.7
1.588	17.3
1.582	19.2
1.577	20.9
1.572	22.4
1.566	23.8
1.561	25.2
1.556	26.4
1.550	27.7
1.545	28.8
1.540	30.1
1.534	31.6
1.529	33.6
1.524	35.6
1.518	37.6
1.513	39.3
1.508	40.5
1.502	41.3
1.497	41.6
1.492	41.3
1.486	40.8
1.481	39.9
1.476	39.0
1.470	38.1
1.465	37.4
1.460	36.9
1.454	36.5
1.449	36.1
1.444	35.7
1.438	35.0
1.433	34.3
1.428	33.3
1.422	32.1
1.417	30.7
1.411	28.9
1.406	26.9
1.401	24.8
1.395	22.4
1.390	20.4
1.385	18.5
1.379	16.9
1.374	15.6
1.369	14.0
1.363	13.4
1.358	12.9
1.353	12.5
1.347	12.4
1.342	12.4
1.337	12.5
1.331	12.9
1.326	13.7
1.321	14.7
1.315	16.0
1.310	17.6
1.305	19.2
1.299	21.1
1.294	23.0
1.289	24.5
1.283	26.0
1.278	27.2
1.273	28.2
1.267	29.0
1.262	29.6
1.256	30.3
1.251	31.1
1.246	32.0
1.240	33.3
1.235	34.9
1.230	36.5
1.224	38.4
1.219	40.0
1.214	41.2
1.208	42.1
1.203	42.6
1.198	42.9
1.192	42.9
1.187	42.6
1.182	42.0
1.176	41.2
1.171	40.1
1.166	39.2
1.160	38.4
1.155	37.8
1.150	37.2
1.144	36.9
1.139	36.8
1.134	36.7
1.128	36.2
1.123	35.8
1.118	35.1
1.112	34.4
1.107	33.5
1.101	32.4
1.096	30.9
1.091	29.3
1.085	27.6
1.080	25.7
1.075	24.1
1.069	22.4
1.064	20.7
1.059	19.3
1.053	18.0
1.048	17.0
1.043	15.9
1.037	15.1
1.032	14.3
1.027	13.4
1.021	13.0
1.016	12.7
1.011	12.4
1.005	12.3
1.000	12.3
0.995	12.3
0.989	12.4
0.984	12.7
0.979	13.1
0.973	13.7
0.968	14.4
0.962	15.2
0.957	16.3
0.952	17.5
0.946	18.8
0.941	20.3
0.936	21.8
0.930	23.2
0.925	24.4
0.920	25.7
0.914	26.8
0.909	27.8
0.904	28.4
0.898	29.1
0.893	29.6
0.888	30.0
0.882	30.3
0.877	30.6
0.872	31.0
0.866	31.3
0.861	31.7
0.856	32.4
0.850	33.2
0.845	34.2
0.840	35.4
0.834	36.6
0.829	38.0
0.823	39.6
0.818	41.1
0.813	42.3
0.807	43.3
0.802	44.0
0.797	44.4
0.791	44.6
0.786	44.6
0.781	44.5
0.775	44.1
0.770	43.7
0.765	43.2
0.759	42.5
0.754	41.7
0.749	40.7
0.743	39.5
0.738	38.6
0.733	37.7
0.727	37.1
0.722	36.7
0.717	36.5
0.711	36.5
0.706	36.7
0.701	37.0
0.695	37.3
0.690	37.4
0.684	37.7
0.679	37.7
0.674	37.6
0.668	37.4
0.663	37.1
0.658	36.7
0.652	36.3
0.647	35.8
0.642	35.4
0.636	34.6
0.631	33.8
0.626	32.6
0.620	31.5
0.615	30.5
0.610	29.6
0.604	28.7
0.599	27.8
0.594	26.8
0.588	26.0
0.583	25.0
0.578	24.2
0.572	23.3
0.567	22.3
0.561	21.3
0.556	20.5
0.551	19.7
0.545	19.0
0.540	18.2
0.535	17.8
0.529	17.2
0.524	16.7
0.519	16.2
0.513	15.8
0.508	15.3
0.503	14.9
0.497	14.6
0.492	14.4
0.487	14.2
0.481	13.9
0.476	13.6
0.471	13.4
0.465	13.2
0.460	13.0
0.455	12.8
0.449	12.7
0.444	12.6
0.438	12.6
0.433	12.5
0.428	12.5
0.422	12.5
0.417	12.5
0.412	12.5
0.406	12.5
0.401	12.6
0.396	12.7
0.390	12.8
0.385	12.8
0.380	12.9
0.374	13.1
0.369	13.3
0.364	13.5
0.358	13.6
0.353	13.9
0.348	14.1
0.342	14.6
0.337	14.7
0.332	14.9
0.326	15.2
0.321	15.5
0.316	15.8
0.310	16.1
0.305	16.5
0.299	16.9
0.294	17.2
0.289	17.6
0.283	18.0
0.278	18.4
0.273	18.8
0.267	19.2
0.262	19.6
0.257	20.0
0.251	20.4
0.246	20.9
0.241	21.3
0.235	21.7
0.230	22.1
0.225	22.6
0.219	23.0
0.214	23.4
0.209	23.7
0.203	24.2
0.198	24.6
0.193	24.9
0.187	25.3
0.182	25.6
0.176	25.8
0.171	26.2
0.166	26.4
0.160	26.7
0.155	26.9
0.150	27.2
0.144	27.4
0.139	27.6
0.134	27.9
0.128	28.0
0.123	28.2
0.118	28.4
0.112	28.5
0.107	28.7
0.102	28.8
0.096	28.9
0.091	29.0
0.086	29.2
0.080	29.2
0.075	29.2
0.070	29.2
0.064	29.3
0.059	29.3
0.053	29.4
0.048	29.4
0.043	29.4
0.037	29.4
0.032	29.4
0.027	29.4
0.021	29.5
0.016	29.6
0.011	29.6
0.005	29.6
0.000	29.8
-0.005	29.6
-0.011	29.6
-0.016	29.6
-0.021	29.5
-0.027	29.3
-0.032	28.9
-0.037	28.5
-0.043	27.9
-0.048	27.2
-0.053	26.7
-0.059	26.3
-0.064	26.0
-0.070	26.0
-0.075	26.2
-0.080	26.5
-0.086	26.8
-0.091	27.0
-0.096	27.0
-0.102	26.9
-0.107	26.8
-0.112	26.6
-0.118	26.5
-0.123	26.2
-0.128	26.0
-0.134	25.7
-0.139	25.4
-0.144	25.0
-0.150	24.6
-0.155	24.2
-0.160	23.8
-0.166	23.4
-0.171	23.0
-0.176	22.6
-0.182	22.2
-0.187	21.9
-0.193	21.6
-0.198	21.2
-0.203	20.8
-0.209	20.4
-0.214	20.0
-0.219	19.6
-0.225	19.2
-0.230	18.8
-0.235	18.3
-0.241	17.9
-0.246	17.6
-0.251	17.1
-0.257	16.7
-0.262	16.1
-0.267	15.6
-0.273	15.2
-0.278	14.8
-0.283	14.4
-0.289	14.4
-0.294	14.4
-0.299	14.4
-0.305	14.3
-0.310	14.3
-0.316	14.3
-0.321	14.3
-0.326	14.2
-0.332	14.1
-0.337	14.0
-0.342	14.0
-0.348	13.9
-0.353	13.8
-0.358	13.7
-0.364	13.6
-0.369	13.6
-0.374	13.6
-0.380	13.6
-0.385	13.7
-0.390	13.7
-0.396	13.7
-0.401	13.8
-0.406	14.1
-0.412	14.3
-0.417	14.6
-0.422	14.9
-0.428	15.2
-0.433	15.5
-0.438	15.8
-0.444	16.0
-0.449	16.4
-0.455	16.8
-0.460	17.2
-0.465	17.5
-0.471	18.0
-0.476	18.4
-0.481	18.8
-0.487	19.2
-0.492	19.9
-0.497	20.5
-0.503	21.2
-0.508	22.0
-0.513	22.8
-0.519	23.6
-0.524	24.5
-0.529	25.6
-0.535	26.8
-0.540	27.9
-0.545	29.0
-0.551	30.0
-0.556	31.0
-0.561	32.0
-0.567	33.0
-0.572	33.9
-0.578	34.7
-0.583	35.6
-0.588	36.4
-0.594	37.2
-0.599	37.9
-0.604	38.3
-0.610	38.8
-0.615	39.2
-0.620	39.3
-0.626	39.3
-0.631	39.1
-0.636	38.7
-0.642	38.4
-0.647	38.1
-0.652	37.8
-0.658	37.7
-0.663	37.7
-0.668	37.9
-0.674	38.3
-0.679	38.7
-0.684	39.6
-0.690	40.0
-0.695	40.7
-0.701	41.5
-0.706	42.3
-0.711	43.1
-0.717	43.9
-0.722	44.7
-0.727	45.4
-0.733	45.9
-0.738	46.1
-0.743	45.9
-0.749	45.3
-0.754	44.3
-0.759	43.1
-0.765	41.5
-0.770	39.9
-0.775	38.2
-0.781	36.4
-0.786	34.7
-0.791	33.3
-0.797	32.3
-0.802	31.6
-0.807	31.1
-0.813	30.9
-0.818	30.7
-0.823	30.6
-0.829	30.6
-0.834	30.5
-0.840	30.4
-0.845	30.4
-0.850	30.0
-0.856	29.6
-0.861	28.7
-0.866	27.6
-0.872	26.3
-0.877	24.8
-0.882	23.1
-0.888	21.4
-0.893	19.8
-0.898	18.5
-0.904	17.3
-0.909	16.3
-0.914	15.6
-0.920	15.1
-0.925	14.6
-0.930	14.3
-0.936	13.9
-0.941	13.7
-0.946	13.6
-0.952	13.6
-0.957	13.8
-0.962	14.2
-0.968	14.6
-0.973	15.3
-0.979	16.1
-0.984	16.9
-0.989	17.9
-0.995	19.0
-1.000	20.1
-1.005	21.3
-1.011	22.5
-1.016	23.8
-1.021	25.4
-1.027	27.9
-1.032	29.0
-1.037	30.4
-1.043	31.9
-1.048	33.4
-1.053	34.7
-1.059	35.9
-1.064	36.9
-1.069	37.6
-1.075	37.9
-1.080	38.0
-1.085	37.8
-1.091	37.6
-1.096	37.6
-1.101	37.6
-1.107	37.9
-1.112	38.5
-1.118	39.3
-1.123	40.3
-1.128	41.4
-1.134	42.4
-1.139	43.3
-1.144	43.7
-1.150	43.7
-1.155	43.1
-1.160	41.6
-1.166	39.6
-1.171	37.3
-1.176	35.0
-1.182	33.1
-1.187	31.6
-1.192	30.5
-1.198	29.8
-1.203	29.4
-1.208	29.1
-1.214	28.7
-1.219	28.4
-1.224	27.9
-1.230	27.0
-1.235	25.9
-1.240	24.4
-1.246	22.6
-1.251	20.8
-1.256	19.1
-1.262	17.7
-1.267	16.6
-1.273	15.8
-1.278	15.3
-1.283	15.2
-1.289	15.1
-1.294	15.2
-1.299	15.5
-1.305	16.0
-1.310	16.6
-1.315	17.3
-1.321	18.2
-1.326	19.4
-1.331	20.7
-1.337	22.2
-1.342	23.8
-1.347	25.5
-1.353	27.4
-1.358	29.3
-1.363	31.2
-1.369	33.9
-1.374	34.7
-1.379	35.4
-1.385	35.9
-1.390	36.3
-1.395	36.3
-1.401	36.3
-1.406	36.3
-1.411	36.4
-1.417	36.6
-1.422	36.9
-1.428	37.3
-1.433	37.7
-1.438	37.9
-1.444	38.0
-1.449	37.7
-1.454	37.0
-1.460	35.5
-1.465	33.8
-1.470	32.0
-1.476	30.6
-1.481	29.5
-1.486	28.7
-1.492	28.0
-1.497	27.5
-1.502	26.7
-1.508	26.0
-1.513	24.9
-1.518	23.5
-1.524	21.5
-1.529	19.5
-1.534	17.8
-1.540	16.4
-1.545	15.3
-1.550	14.7
-1.556	14.3
-1.561	14.3
-1.566	14.6
-1.572	15.4
-1.577	16.3
-1.582	17.5
-1.588	19.0
-1.593	20.6
-1.599	22.2
-1.604	24.1
-1.609	26.1
-1.615	28.1
-1.620	30.1
-1.625	32.1
-1.631	33.9
-1.636	35.2
-1.641	36.0
-1.647	36.3
-1.652	36.0
-1.657	35.7
-1.663	35.7
-1.668	36.1
-1.673	36.6
-1.679	37.4
-1.684	38.1
-1.689	38.5
-1.695	38.4
-1.700	37.5
-1.705	35.6
-1.711	32.5
-1.716	30.6
-1.721	29.0
-1.727	27.7
-1.732	26.8
-1.737	26.0
-1.743	25.3
-1.748	24.5
-1.753	23.2
-1.759	21.4
-1.764	19.5
-1.769	17.9
-1.775	16.7
-1.780	15.8
-1.786	15.5
-1.791	15.6
-1.796	16.0
-1.802	16.8
-1.807	17.6
-1.812	18.8
-1.818	20.3
-1.823	22.0
-1.828	23.6
-1.834	25.6
-1.839	27.6
-1.844	29.6
-1.850	31.7
-1.855	33.3
-1.860	34.6
-1.866	35.2
-1.871	35.2
-1.876	34.8
-1.882	34.5
-1.887	34.6
-1.892	35.0
-1.898	35.7
-1.903	36.1
-1.908	36.3
-1.914	35.6
-1.919	33.9
-1.924	31.5
-1.930	29.3
-1.935	27.6
-1.940	26.3
-1.946	25.4
-1.951	24.6
-1.956	23.8
-1.962	22.6
-1.967	20.9
-1.972	19.2
-1.978	17.6
-1.983	16.4
-1.989	16.0
-1.994	16.0
-1.999	16.4
-2.005	17.0
-2.010	18.0
-2.015	19.3
-2.021	20.8
-2.026	22.4
-2.031	24.2
-2.037	26.2
-2.042	28.3
-2.047	30.3
-2.053	33.3
-2.058	34.1
-2.063	34.4
-2.069	34.1
-2.074	33.9
-2.079	33.8
-2.085	34.1
-2.090	34.6
-2.095	35.1
-2.101	35.3
-2.106	34.7
-2.111	33.0
-2.117	30.6
-2.122	27.9
-2.127	25.9
-2.133	24.4
-2.138	23.4
-2.143	22.4
-2.149	21.5
-2.154	20.0
-2.159	18.4
-2.165	16.8
-2.170	15.8
-2.175	15.3
-2.181	15.4
-2.186	16.0
-2.191	17.0
-2.197	18.2
-2.202	19.7
-2.207	21.3
-2.213	23.1
-2.218	25.2
-2.223	27.3
-2.229	29.3
-2.234	31.3
-2.240	32.5
-2.245	33.1
-2.250	33.0
-2.256	32.8
-2.261	32.8
-2.266	32.9
-2.272	33.2
-2.277	33.3
-2.282	32.8
-2.288	31.4
-2.293	29.3
-2.298	27.2
-2.304	25.5
-2.309	24.3
-2.314	23.4
-2.320	22.4
-2.325	21.3
-2.330	19.9
-2.336	18.5
-2.341	17.3
-2.346	16.8
-2.352	16.8
-2.357	17.2
-2.362	17.9
-2.368	18.9
-2.373	20.3
-2.378	21.8
-2.384	23.5
-2.389	25.4
-2.394	28.5
-2.400	29.7
-2.405	30.9
-2.410	31.4
-2.416	31.4
-2.421	31.0
-2.426	30.9
-2.432	31.0
-2.437	31.3
-2.442	31.4
-2.448	30.8
-2.453	29.2
-2.458	27.1
-2.464	25.1
-2.469	23.4
-2.474	22.2
-2.480	21.4
-2.485	20.3
-2.490	19.2
-2.496	18.0
-2.501	17.2
-2.506	16.8
-2.512	17.1
-2.517	17.5
-2.522	18.4
-2.528	19.5
-2.533	20.9
-2.538	22.4
-2.544	24.2
-2.549	26.1
-2.554	28.1
-2.560	29.6
-2.565	30.5
-2.570	30.7
-2.576	30.5
-2.581	30.4
-2.586	30.4
-2.592	30.4
-2.597	30.3
-2.602	29.6
-2.608	27.9
-2.613	25.9
-2.619	24.2
-2.624	22.7
-2.629	21.8
-2.635	20.8
-2.640	19.9
-2.645	18.7
-2.651	17.8
-2.656	17.3
-2.661	17.3
-2.667	18.0
-2.672	18.8
-2.677	20.0
-2.683	21.4
-2.688	23.0
-2.693	24.8
-2.699	26.5
-2.704	28.1
-2.709	29.2
-2.715	29.6
-2.720	29.3
-2.725	28.9
-2.731	28.5
-2.736	28.4
-2.741	28.2
-2.747	27.6
-2.752	26.0
-2.757	24.2
-2.763	22.3
-2.768	20.9
-2.773	19.9
-2.779	19.1
-2.784	18.3
-2.789	17.2
-2.795	16.5
-2.800	16.4
-2.805	16.8
-2.811	17.7
-2.816	18.9
-2.821	20.4
-2.827	22.0
-2.832	23.7
-2.837	25.3
-2.843	26.8
-2.848	28.0
-2.853	28.6
-2.859	28.6
-2.864	28.2
-2.869	27.9
-2.875	27.7
-2.880	27.3
-2.885	26.4
-2.891	24.8
-2.896	22.9
-2.901	21.3
-2.907	20.2
-2.912	19.4
-2.917	18.7
-2.923	18.0
-2.928	17.3
-2.933	17.1
-2.939	17.2
-2.944	18.0
-2.949	19.0
-2.955	20.3
-2.960	21.8
-2.965	23.3
-2.971	24.8
-2.976	26.0
-2.981	27.0
-2.987	27.4
-2.992	27.3
-2.997	26.9
-3.003	26.5
-3.008	26.1
-3.013	25.6
-3.019	24.5
-3.024	22.9
-3.029	21.3
-3.035	20.1
-3.040	19.1
-3.045	18.3
-3.051	17.5
-3.056	16.7
-3.061	16.3
-3.067	16.3
-3.072	16.8
-3.077	18.1
-3.083	18.9
-3.088	20.3
-3.093	21.7
-3.099	23.1
-3.104	24.3
-3.109	25.0
-3.115	25.1
-3.120	24.9
-3.125	24.7
-3.131	24.5
-3.136	24.1
-3.141	23.4
-3.147	22.0
-3.152	20.4
-3.157	18.8
-3.163	17.7
-3.168	16.8
-3.173	16.0
-3.179	15.1
-3.184	14.6
-3.189	14.5
-3.195	14.9
-3.200	15.7
-3.205	16.6
-3.211	17.8
-3.216	19.2
-3.221	20.5
-3.227	21.6
-3.232	22.1
-3.237	22.1
-3.243	21.9
-3.248	21.8
-3.253	21.7
-3.259	21.3
-3.264	20.2
-3.269	18.8
-3.275	17.3
-3.280	16.0
-3.285	15.1
-3.291	14.2
-3.296	13.3
-3.301	12.7
-3.306	12.4
-3.312	12.4
-3.317	13.0
-3.322	14.0
-3.328	15.1
-3.333	16.3
-3.338	17.5
-3.344	18.6
-3.349	19.4
-3.354	19.5
-3.360	19.4
-3.365	19.1
-3.370	18.9
-3.376	18.5
-3.381	17.7
-3.386	16.5
-3.392	15.2
-3.397	14.0
-3.402	13.2
-3.408	12.2
-3.413	11.3
-3.418	10.5
-3.424	10.4
