&a / 	I1 /
2.725	12.5
2.720	12.3
2.715	12.8
2.709	14.2
2.704	16.6
2.699	19.1
2.693	21.2
2.688	22.6
2.683	24.1
2.677	26.4
2.672	29.3
2.667	32.2
2.661	33.9
2.656	34.4
2.651	34.1
2.645	33.7
2.640	33.8
2.635	34.0
2.629	33.7
2.624	32.3
2.619	30.3
2.613	27.8
2.608	25.2
2.602	22.3
2.597	19.7
2.592	17.3
2.586	15.2
2.581	13.7
2.576	12.7
2.570	12.3
2.565	12.5
2.560	13.6
2.554	15.7
2.549	18.2
2.544	20.5
2.538	22.1
2.533	23.6
2.528	25.3
2.522	27.8
2.517	31.2
2.512	34.3
2.506	36.2
2.501	36.7
2.496	36.2
2.490	35.5
2.485	35.1
2.480	35.1
2.474	34.7
2.469	33.5
2.464	31.7
2.458	29.5
2.453	27.0
2.448	24.4
2.442	21.6
2.437	18.9
2.432	16.6
2.426	14.7
2.421	13.4
2.416	12.6
2.410	12.2
2.405	12.4
2.400	13.3
2.394	15.8
2.389	17.8
2.384	20.2
2.378	22.1
2.373	23.6
2.368	25.0
2.362	27.0
2.357	29.7
2.352	33.0
2.346	35.7
2.341	37.2
2.336	37.5
2.330	37.0
2.325	36.3
2.320	35.9
2.314	35.6
2.309	35.1
2.304	33.9
2.298	32.1
2.293	30.2
2.288	28.1
2.282	25.7
2.277	23.3
2.272	20.6
2.266	18.2
2.261	15.9
2.256	14.3
2.250	13.1
2.245	12.3
2.240	11.8
2.234	12.0
2.229	12.6
2.223	14.0
2.218	16.0
2.213	18.4
2.207	20.7
2.202	22.5
2.197	23.9
2.191	25.2
2.186	26.7
2.181	28.6
2.175	30.7
2.170	32.5
2.165	33.7
2.159	34.4
2.154	34.7
2.149	34.7
2.143	34.7
2.138	34.9
2.133	35.2
2.127	35.1
2.122	34.3
2.117	33.0
2.111	31.3
2.106	29.3
2.101	26.9
2.095	24.4
2.090	21.6
2.085	19.1
2.079	16.8
2.074	14.9
2.069	13.5
2.063	12.5
2.058	11.8
2.053	11.4
2.047	11.7
2.042	12.5
2.037	13.7
2.031	15.7
2.026	17.9
2.021	20.3
2.015	22.2
2.010	23.9
2.005	25.4
1.999	26.9
1.994	28.6
1.989	31.1
1.983	33.8
1.978	36.3
1.972	38.1
1.967	38.9
1.962	38.8
1.956	38.4
1.951	37.6
1.946	37.1
1.940	36.7
1.935	36.4
1.930	35.9
1.924	34.8
1.919	33.4
1.914	31.9
1.908	30.1
1.903	28.0
1.898	25.7
1.892	23.2
1.887	20.5
1.882	18.2
1.876	16.1
1.871	14.4
1.866	13.2
1.860	12.3
1.855	11.6
1.850	11.2
1.844	11.3
1.839	11.7
1.834	12.5
1.828	13.8
1.823	15.8
1.818	17.9
1.812	20.2
1.807	22.2
1.802	23.9
1.796	25.4
1.791	26.7
1.786	28.2
1.780	29.8
1.775	31.9
1.769	34.3
1.764	36.7
1.759	38.5
1.753	39.7
1.748	40.1
1.743	40.0
1.737	39.3
1.732	38.6
1.727	38.0
1.721	37.5
1.716	37.1
1.711	36.6
1.705	35.9
1.700	34.9
1.695	33.6
1.689	32.2
1.684	30.6
1.679	28.6
1.673	26.3
1.668	24.0
1.663	21.5
1.657	19.2
1.652	17.1
1.647	15.4
1.641	14.0
1.636	13.1
1.631	12.2
1.625	11.6
1.620	11.2
1.615	11.3
1.609	11.5
1.604	11.9
1.599	12.7
1.593	13.9
1.588	15.4
1.582	17.2
1.577	19.0
1.572	20.8
1.566	22.4
1.561	23.9
1.556	25.4
1.550	26.9
1.545	28.3
1.540	29.8
1.534	31.5
1.529	33.6
1.524	35.7
1.518	37.7
1.513	39.3
1.508	40.5
1.502	41.1
1.497	41.2
1.492	40.9
1.486	40.4
1.481	39.6
1.476	38.8
1.470	38.3
1.465	37.9
1.460	37.4
1.454	37.0
1.449	36.3
1.444	35.4
1.438	34.4
1.433	33.2
1.428	31.7
1.422	30.2
1.417	28.3
1.411	26.2
1.406	24.0
1.401	21.7
1.395	19.6
1.390	17.9
1.385	16.3
1.379	14.9
1.374	13.8
1.369	12.5
1.363	12.0
1.358	11.5
1.353	11.2
1.347	11.2
1.342	11.2
1.337	11.4
1.331	11.8
1.326	12.3
1.321	13.0
1.315	14.3
1.310	15.6
1.305	17.3
1.299	19.1
1.294	21.0
1.289	22.7
1.283	24.3
1.278	25.8
1.273	27.0
1.267	28.1
1.262	28.9
1.256	29.8
1.251	30.8
1.246	32.0
1.240	33.5
1.235	35.1
1.230	36.8
1.224	38.6
1.219	40.1
1.214	41.3
1.208	42.1
1.203	42.5
1.198	42.7
1.192	42.5
1.187	42.1
1.182	41.4
1.176	40.7
1.171	39.9
1.166	39.2
1.160	38.6
1.155	38.2
1.150	37.9
1.144	37.6
1.139	37.2
1.134	36.8
1.128	36.0
1.123	35.0
1.118	33.9
1.112	32.8
1.107	31.6
1.101	30.2
1.096	28.4
1.091	26.6
1.085	24.7
1.080	22.9
1.075	21.2
1.069	19.6
1.064	18.2
1.059	16.9
1.053	15.8
1.048	14.9
1.043	14.1
1.037	13.3
1.032	12.8
1.027	12.0
1.021	11.7
1.016	11.3
1.011	11.2
1.005	11.2
1.000	11.2
0.995	11.2
0.989	11.2
0.984	11.6
0.979	11.9
0.973	12.4
0.968	12.8
0.962	13.6
0.957	14.5
0.952	15.7
0.946	16.8
0.941	18.1
0.936	19.6
0.930	21.1
0.925	22.5
0.920	23.7
0.914	24.9
0.909	26.1
0.904	27.1
0.898	27.9
0.893	28.7
0.888	29.4
0.882	29.8
0.877	30.3
0.872	30.8
0.866	31.2
0.861	31.7
0.856	32.6
0.850	33.4
0.845	34.6
0.840	35.7
0.834	36.9
0.829	38.4
0.823	39.9
0.818	41.2
0.813	42.4
0.807	43.3
0.802	43.9
0.797	44.1
0.791	44.2
0.786	44.2
0.781	44.0
0.775	43.7
0.770	43.2
0.765	42.6
0.759	41.9
0.754	41.1
0.749	40.3
0.743	39.4
0.738	38.6
0.733	38.0
0.727	37.6
0.722	37.5
0.717	37.4
0.711	37.5
0.706	37.7
0.701	38.0
0.695	38.0
0.690	38.0
0.684	37.9
0.679	37.6
0.674	37.2
0.668	36.7
0.663	36.1
0.658	35.4
0.652	34.7
0.647	33.9
0.642	33.1
0.636	32.2
0.631	31.1
0.626	29.9
0.620	28.7
0.615	27.5
0.610	26.4
0.604	25.5
0.599	24.6
0.594	23.7
0.588	22.8
0.583	21.9
0.578	21.1
0.572	20.2
0.567	19.4
0.561	18.5
0.556	17.9
0.551	17.3
0.545	16.8
0.540	16.2
0.535	15.7
0.529	15.2
0.524	14.8
0.519	14.4
0.513	14.0
0.508	13.6
0.503	13.2
0.497	12.9
0.492	12.8
0.487	12.7
0.481	12.7
0.476	12.4
0.471	12.3
0.465	12.0
0.460	11.9
0.455	11.7
0.449	11.4
0.444	11.3
0.438	11.2
0.433	11.2
0.428	11.2
0.422	11.2
0.417	11.3
0.412	11.3
0.406	11.4
0.401	11.5
0.396	11.7
0.390	11.8
0.385	11.9
0.380	12.0
0.374	12.0
0.369	12.0
0.364	12.1
0.358	12.3
0.353	12.5
0.348	12.7
0.342	13.1
0.337	13.1
0.332	13.3
0.326	13.5
0.321	13.7
0.316	14.1
0.310	14.4
0.305	14.7
0.299	15.0
0.294	15.4
0.289	15.7
0.283	16.1
0.278	16.4
0.273	16.8
0.267	17.1
0.262	17.3
0.257	17.7
0.251	18.1
0.246	18.5
0.241	18.9
0.235	19.2
0.230	19.6
0.225	20.0
0.219	20.4
0.214	20.9
0.209	21.3
0.203	21.7
0.198	22.1
0.193	22.5
0.187	22.8
0.182	23.1
0.176	23.4
0.171	23.6
0.166	23.7
0.160	24.0
0.155	24.3
0.150	24.6
0.144	24.9
0.139	25.1
0.134	25.3
0.128	25.6
0.123	25.8
0.118	26.0
0.112	26.2
0.107	26.4
0.102	26.6
0.096	26.8
0.091	27.0
0.086	27.1
0.080	27.1
0.075	27.1
0.070	27.1
0.064	27.1
0.059	27.1
0.053	27.2
0.048	27.2
0.043	27.2
0.037	27.2
0.032	27.3
0.027	27.3
0.021	27.3
0.016	27.4
0.011	27.5
0.005	27.5
0.000	27.9
-0.005	27.7
-0.011	27.7
-0.016	27.6
-0.021	27.6
-0.027	27.3
-0.032	26.9
-0.037	26.4
-0.043	25.8
-0.048	25.3
-0.053	24.6
-0.059	24.1
-0.064	23.9
-0.070	23.9
-0.075	23.9
-0.080	24.1
-0.086	24.5
-0.091	24.6
-0.096	24.6
-0.102	24.5
-0.107	24.2
-0.112	24.1
-0.118	24.0
-0.123	23.8
-0.128	23.5
-0.134	23.1
-0.139	22.8
-0.144	22.4
-0.150	22.0
-0.155	21.6
-0.160	21.2
-0.166	20.8
-0.171	20.4
-0.176	20.0
-0.182	19.6
-0.187	19.2
-0.193	19.0
-0.198	18.7
-0.203	18.4
-0.209	18.0
-0.214	17.6
-0.219	17.4
-0.225	17.0
-0.230	16.7
-0.235	16.3
-0.241	16.0
-0.246	15.6
-0.251	15.2
-0.257	14.8
-0.262	14.4
-0.267	14.0
-0.273	13.6
-0.278	13.2
-0.283	12.9
-0.289	12.9
-0.294	12.8
-0.299	12.8
-0.305	12.8
-0.310	12.9
-0.316	12.9
-0.321	12.8
-0.326	12.8
-0.332	12.8
-0.337	12.8
-0.342	12.8
-0.348	12.8
-0.353	12.7
-0.358	12.7
-0.364	12.7
-0.369	12.6
-0.374	12.6
-0.380	12.5
-0.385	12.5
-0.390	12.5
-0.396	12.5
-0.401	12.6
-0.406	12.7
-0.412	12.8
-0.417	13.2
-0.422	13.5
-0.428	13.7
-0.433	14.0
-0.438	14.3
-0.444	14.5
-0.449	14.9
-0.455	15.2
-0.460	15.6
-0.465	16.0
-0.471	16.3
-0.476	16.6
-0.481	17.0
-0.487	17.2
-0.492	17.6
-0.497	18.1
-0.503	18.7
-0.508	19.2
-0.513	20.1
-0.519	20.9
-0.524	21.8
-0.529	22.6
-0.535	23.7
-0.540	24.7
-0.545	25.8
-0.551	26.9
-0.556	28.0
-0.561	29.0
-0.567	30.0
-0.572	31.0
-0.578	31.9
-0.583	32.9
-0.588	34.0
-0.594	34.8
-0.599	35.7
-0.604	36.6
-0.610	37.4
-0.615	38.2
-0.620	38.8
-0.626	39.3
-0.631	39.6
-0.636	39.6
-0.642	39.6
-0.647	39.5
-0.652	39.2
-0.658	39.0
-0.663	38.9
-0.668	38.9
-0.674	38.9
-0.679	39.1
-0.684	39.6
-0.690	39.9
-0.695	40.3
-0.701	40.9
-0.706	41.7
-0.711	42.4
-0.717	43.1
-0.722	43.9
-0.727	44.6
-0.733	45.0
-0.738	45.3
-0.743	45.3
-0.749	44.9
-0.754	44.2
-0.759	43.1
-0.765	41.6
-0.770	40.1
-0.775	38.4
-0.781	36.7
-0.786	35.1
-0.791	33.6
-0.797	32.4
-0.802	31.7
-0.807	31.2
-0.813	30.9
-0.818	30.6
-0.823	30.4
-0.829	30.3
-0.834	30.2
-0.840	29.9
-0.845	29.5
-0.850	28.9
-0.856	28.1
-0.861	26.9
-0.866	25.6
-0.872	24.1
-0.877	22.4
-0.882	20.7
-0.888	19.1
-0.893	17.6
-0.898	16.4
-0.904	15.5
-0.909	14.7
-0.914	13.9
-0.920	13.5
-0.925	13.2
-0.930	12.9
-0.936	12.8
-0.941	12.7
-0.946	12.7
-0.952	12.7
-0.957	12.7
-0.962	12.9
-0.968	13.3
-0.973	14.0
-0.979	14.7
-0.984	15.5
-0.989	16.3
-0.995	17.1
-1.000	18.0
-1.005	19.0
-1.011	20.1
-1.016	21.3
-1.021	22.5
-1.027	24.9
-1.032	26.1
-1.037	27.6
-1.043	29.0
-1.048	30.6
-1.053	32.2
-1.059	33.8
-1.064	35.3
-1.069	36.6
-1.075	37.5
-1.080	38.2
-1.085	38.5
-1.091	38.5
-1.096	38.4
-1.101	38.3
-1.107	38.3
-1.112	38.5
-1.118	39.1
-1.123	39.8
-1.128	40.8
-1.134	41.7
-1.139	42.5
-1.144	43.2
-1.150	43.3
-1.155	42.8
-1.160	41.6
-1.166	39.7
-1.171	37.5
-1.176	35.2
-1.182	33.2
-1.187	31.7
-1.192	30.5
-1.198	29.7
-1.203	29.0
-1.208	28.6
-1.214	28.0
-1.219	27.4
-1.224	26.6
-1.230	25.4
-1.235	24.0
-1.240	22.2
-1.246	20.3
-1.251	18.6
-1.256	17.1
-1.262	15.9
-1.267	15.0
-1.273	14.4
-1.278	14.0
-1.283	13.8
-1.289	13.8
-1.294	13.9
-1.299	14.2
-1.305	14.6
-1.310	15.1
-1.315	15.7
-1.321	16.5
-1.326	17.4
-1.331	18.5
-1.337	19.9
-1.342	21.4
-1.347	23.0
-1.353	24.8
-1.358	26.7
-1.363	28.6
-1.369	31.5
-1.374	32.7
-1.379	33.9
-1.385	35.0
-1.390	35.8
-1.395	36.5
-1.401	36.9
-1.406	37.0
-1.411	36.9
-1.417	36.8
-1.422	36.9
-1.428	37.1
-1.433	37.3
-1.438	37.5
-1.444	37.6
-1.449	37.4
-1.454	36.8
-1.460	35.5
-1.465	33.9
-1.470	32.0
-1.476	30.6
-1.481	29.4
-1.486	28.4
-1.492	27.6
-1.497	26.8
-1.502	26.0
-1.508	24.9
-1.513	23.5
-1.518	21.6
-1.524	19.5
-1.529	17.7
-1.534	16.1
-1.540	14.8
-1.545	13.9
-1.550	13.3
-1.556	13.0
-1.561	13.0
-1.566	13.3
-1.572	14.0
-1.577	14.8
-1.582	16.0
-1.588	17.2
-1.593	18.8
-1.599	20.4
-1.604	22.1
-1.609	23.9
-1.615	25.9
-1.620	28.0
-1.625	30.1
-1.631	32.1
-1.636	34.0
-1.641	35.3
-1.647	36.1
-1.652	36.3
-1.657	36.2
-1.663	36.0
-1.668	36.1
-1.673	36.3
-1.679	36.9
-1.684	37.5
-1.689	38.0
-1.695	38.0
-1.700	37.2
-1.705	35.5
-1.711	32.5
-1.716	30.6
-1.721	28.8
-1.727	27.3
-1.732	26.3
-1.737	25.4
-1.743	24.5
-1.748	23.2
-1.753	21.5
-1.759	19.5
-1.764	17.8
-1.769	16.2
-1.775	15.1
-1.780	14.4
-1.786	14.2
-1.791	14.2
-1.796	14.6
-1.802	15.3
-1.807	16.2
-1.812	17.3
-1.818	18.7
-1.823	20.2
-1.828	21.9
-1.834	23.5
-1.839	25.5
-1.844	27.6
-1.850	29.7
-1.855	31.7
-1.860	33.5
-1.866	34.7
-1.871	35.2
-1.876	35.0
-1.882	34.7
-1.887	34.5
-1.892	34.8
-1.898	35.2
-1.903	35.7
-1.908	35.8
-1.914	35.3
-1.919	33.7
-1.924	31.4
-1.930	29.1
-1.935	27.2
-1.940	25.8
-1.946	24.8
-1.951	23.7
-1.956	22.5
-1.962	21.0
-1.967	19.2
-1.972	17.6
-1.978	16.1
-1.983	15.2
-1.989	14.7
-1.994	14.7
-1.999	15.1
-2.005	15.7
-2.010	16.6
-2.015	17.8
-2.021	19.2
-2.026	20.8
-2.031	22.5
-2.037	24.5
-2.042	26.6
-2.047	28.7
-2.053	31.9
-2.058	33.0
-2.063	33.9
-2.069	34.2
-2.074	34.1
-2.079	33.9
-2.085	33.9
-2.090	34.3
-2.095	34.7
-2.101	34.8
-2.106	34.3
-2.111	32.7
-2.117	30.3
-2.122	27.7
-2.127	25.7
-2.133	24.1
-2.138	22.7
-2.143	21.5
-2.149	20.2
-2.154	18.6
-2.159	16.8
-2.165	15.2
-2.170	14.2
-2.175	13.9
-2.181	14.1
-2.186	14.7
-2.191	15.6
-2.197	16.8
-2.202	18.2
-2.207	19.8
-2.213	21.6
-2.218	23.5
-2.223	25.6
-2.229	27.9
-2.234	29.9
-2.240	31.6
-2.245	32.8
-2.250	33.1
-2.256	33.1
-2.261	32.8
-2.266	32.7
-2.272	32.8
-2.277	32.8
-2.282	32.3
-2.288	31.1
-2.293	29.0
-2.298	26.9
-2.304	25.1
-2.309	23.6
-2.314	22.4
-2.320	21.4
-2.325	19.9
-2.330	18.4
-2.336	16.9
-2.341	15.9
-2.346	15.5
-2.352	15.5
-2.357	15.9
-2.362	16.7
-2.368	17.6
-2.373	18.8
-2.378	20.3
-2.384	22.0
-2.389	23.9
-2.394	27.0
-2.400	28.4
-2.405	29.9
-2.410	30.9
-2.416	31.3
-2.421	31.2
-2.426	31.0
-2.432	30.8
-2.437	30.9
-2.442	31.0
-2.448	30.5
-2.453	28.9
-2.458	26.6
-2.464	24.6
-2.469	22.8
-2.474	21.4
-2.480	20.3
-2.485	19.1
-2.490	17.8
-2.496	16.6
-2.501	15.8
-2.506	15.5
-2.512	15.8
-2.517	16.4
-2.522	17.2
-2.528	18.2
-2.533	19.6
-2.538	21.2
-2.544	22.9
-2.549	24.8
-2.554	26.8
-2.560	28.5
-2.565	29.8
-2.570	30.5
-2.576	30.5
-2.581	30.2
-2.586	30.1
-2.592	30.1
-2.597	30.0
-2.602	29.3
-2.608	27.6
-2.613	25.6
-2.619	23.6
-2.624	22.1
-2.629	20.9
-2.635	19.7
-2.640	18.6
-2.645	17.4
-2.651	16.4
-2.656	16.1
-2.661	16.1
-2.667	16.7
-2.672	17.5
-2.677	18.7
-2.683	20.1
-2.688	21.7
-2.693	23.3
-2.699	25.1
-2.704	26.8
-2.709	28.3
-2.715	29.1
-2.720	29.1
-2.725	28.7
-2.731	28.3
-2.736	28.0
-2.741	27.8
-2.747	27.0
-2.752	25.5
-2.757	23.6
-2.763	21.7
-2.768	20.2
-2.773	19.0
-2.779	18.2
-2.784	17.0
-2.789	16.0
-2.795	15.3
-2.800	15.3
-2.805	15.7
-2.811	16.6
-2.816	17.8
-2.821	19.2
-2.827	20.8
-2.832	22.4
-2.837	24.0
-2.843	25.6
-2.848	27.1
-2.853	28.0
-2.859	28.2
-2.864	28.0
-2.869	27.6
-2.875	27.2
-2.880	26.8
-2.885	26.0
-2.891	24.4
-2.896	22.4
-2.901	20.8
-2.907	19.6
-2.912	18.4
-2.917	17.6
-2.923	16.8
-2.928	16.2
-2.933	16.0
-2.939	16.4
-2.944	17.0
-2.949	18.0
-2.955	19.2
-2.960	20.8
-2.965	22.4
-2.971	23.9
-2.976	25.2
-2.981	26.4
-2.987	27.0
-2.992	27.1
-2.997	26.6
-3.003	26.2
-3.008	25.8
-3.013	25.3
-3.019	24.2
-3.024	22.6
-3.029	20.8
-3.035	19.5
-3.040	18.4
-3.045	17.3
-3.051	16.4
-3.056	15.6
-3.061	15.2
-3.067	15.3
-3.072	15.9
-3.077	17.1
-3.083	18.0
-3.088	19.3
-3.093	20.8
-3.099	22.3
-3.104	23.5
-3.109	24.4
-3.115	24.7
-3.120	24.8
-3.125	24.5
-3.131	24.1
-3.136	23.7
-3.141	22.9
-3.147	21.5
-3.152	19.9
-3.157	18.4
-3.163	17.2
-3.168	15.9
-3.173	14.9
-3.179	13.9
-3.184	13.3
-3.189	13.3
-3.195	13.8
-3.200	14.6
-3.205	15.7
-3.211	16.9
-3.216	18.2
-3.221	19.5
-3.227	20.9
-3.232	21.6
-3.237	22.0
-3.243	21.9
-3.248	21.6
-3.253	21.5
-3.259	21.1
-3.264	20.0
-3.269	18.6
-3.275	17.0
-3.280	15.7
-3.285	14.5
-3.291	13.4
-3.296	12.3
-3.301	11.6
-3.306	11.2
-3.312	11.6
-3.317	12.1
-3.322	13.0
-3.328	14.2
-3.333	15.5
-3.338	16.7
-3.344	17.9
-3.349	18.8
-3.354	19.2
-3.360	19.2
-3.365	19.0
-3.370	18.7
-3.376	18.3
-3.381	17.5
-3.386	16.3
-3.392	14.9
-3.397	13.6
-3.402	12.5
-3.408	11.7
-3.413	10.7
-3.418	9.6
-3.424	9.6
-3.429	9.9
