&a / 	I1 /
5.459	0.3
5.454	0.3
5.449	0.3
5.443	0.3
5.438	0.3
5.433	0.3
5.428	0.3
5.422	0.3
5.417	0.3
5.412	0.3
5.406	0.3
5.401	0.3
5.396	0.3
5.390	0.3
5.385	0.3
5.380	0.3
5.375	0.3
5.369	0.3
5.364	0.3
5.359	0.3
5.353	0.3
5.348	0.3
5.343	0.3
5.337	0.3
5.332	0.3
5.327	0.3
5.322	0.3
5.316	0.3
5.311	0.3
5.306	0.3
5.300	0.3
5.295	0.3
5.290	0.3
5.284	0.3
5.279	0.3
5.274	0.3
5.269	0.3
5.263	0.3
5.258	0.3
5.253	0.3
5.247	0.3
5.242	0.3
5.237	0.3
5.231	0.3
5.226	0.3
5.221	0.3
5.216	0.3
5.210	0.3
5.205	0.3
5.200	0.3
5.194	0.3
5.189	0.3
5.184	0.4
5.178	0.4
5.173	0.4
5.168	0.4
5.162	0.4
5.157	0.5
5.152	0.6
5.147	0.6
5.141	0.7
5.136	0.7
5.131	0.7
5.125	0.7
5.120	0.7
5.115	0.7
5.109	0.7
5.104	0.7
5.099	0.7
5.094	0.7
5.088	0.7
5.083	0.8
5.078	0.8
5.072	0.9
5.067	0.9
5.062	1.0
5.056	1.0
5.051	1.0
5.046	1.1
5.040	1.1
5.035	1.1
5.030	1.1
5.025	1.1
5.019	1.1
5.014	1.2
5.009	1.5
5.003	1.5
4.998	1.6
4.993	1.6
4.987	1.7
4.982	1.8
4.977	1.9
4.971	1.9
4.966	2.0
4.961	2.0
4.956	2.0
4.950	2.0
4.945	2.1
4.940	2.4
4.934	2.6
4.929	2.7
4.924	2.8
4.918	3.0
4.913	3.2
4.908	3.2
4.902	3.2
4.897	3.2
4.892	3.3
4.887	3.3
4.881	3.3
4.876	3.0
4.871	3.0
4.865	3.3
4.860	3.7
4.855	4.1
4.849	4.3
4.844	4.5
4.839	4.9
4.833	5.1
4.828	4.9
4.823	4.6
4.818	4.6
4.812	4.6
4.807	4.5
4.802	4.2
4.796	4.1
4.791	4.2
4.786	4.7
4.780	5.1
4.775	5.5
4.770	5.8
4.764	6.5
4.759	7.2
4.754	7.2
4.748	6.8
4.743	6.5
4.738	6.5
4.733	6.4
4.727	5.6
4.722	4.9
4.717	4.6
4.711	5.1
4.706	5.8
4.701	6.3
4.695	6.5
4.690	7.1
4.685	8.3
4.679	9.5
4.674	9.6
4.669	8.8
4.663	8.0
4.658	8.0
4.653	8.3
4.648	7.6
4.642	6.4
4.637	5.6
4.632	6.0
4.626	7.2
4.621	8.1
4.616	8.4
4.610	8.5
4.605	9.5
4.600	11.3
4.594	12.1
4.589	11.2
4.584	9.9
4.578	9.5
4.573	10.0
4.568	9.8
4.563	8.6
4.557	7.2
4.552	6.8
4.547	7.6
4.541	8.9
4.536	9.7
4.531	9.6
4.525	10.0
4.520	12.3
4.515	14.2
4.509	13.8
4.504	11.7
4.499	10.4
4.493	10.8
4.488	11.6
4.483	10.8
4.478	9.0
4.472	7.4
4.467	7.4
4.462	8.9
4.456	10.7
4.451	11.1
4.446	10.8
4.440	11.3
4.435	14.1
4.430	16.9
4.424	16.5
4.419	13.9
4.414	12.2
4.408	12.4
4.403	13.1
4.398	12.0
4.392	9.9
4.387	8.1
4.382	7.7
4.377	9.2
4.371	11.4
4.366	12.3
4.361	11.9
4.355	11.8
4.350	14.2
4.345	18.2
4.339	18.7
4.334	15.9
4.329	13.4
4.323	13.0
4.318	13.8
4.313	13.4
4.307	11.2
4.302	9.0
4.297	7.9
4.291	8.7
4.286	11.3
4.281	13.3
4.275	13.3
4.270	12.4
4.265	12.9
4.260	16.7
4.254	20.1
4.249	18.8
4.244	15.6
4.238	13.8
4.233	14.4
4.228	15.3
4.222	14.1
4.217	11.4
4.212	9.3
4.206	8.3
4.201	9.3
4.196	12.0
4.190	13.8
4.185	13.8
4.180	13.0
4.174	13.5
4.169	17.0
4.164	20.1
4.158	19.2
4.153	16.3
4.148	14.6
4.143	15.2
4.137	16.4
4.132	15.1
4.127	12.3
4.121	9.9
4.116	8.6
4.111	9.0
4.105	11.8
4.100	14.4
4.095	14.9
4.089	13.9
4.084	13.6
4.079	17.0
4.073	22.2
4.068	22.2
4.063	18.6
4.057	15.7
4.052	15.3
4.047	16.5
4.041	16.5
4.036	14.1
4.031	11.4
4.025	9.4
4.020	8.7
4.015	10.1
4.009	13.4
4.004	15.4
3.999	15.1
3.994	13.9
3.988	14.3
3.983	18.8
3.978	23.5
3.972	22.4
3.967	18.6
3.962	15.9
3.956	15.9
3.951	17.1
3.946	16.7
3.940	14.3
3.935	11.7
3.930	9.7
3.924	8.9
3.919	10.1
3.914	13.2
3.908	15.2
3.903	15.2
3.898	14.4
3.892	14.4
3.887	18.0
3.882	23.5
3.876	23.8
3.871	20.4
3.866	17.1
3.860	16.2
3.855	17.2
3.850	17.6
3.844	15.8
3.839	13.2
3.834	10.8
3.829	9.3
3.823	9.3
3.818	11.6
3.813	14.8
3.807	16.3
3.802	15.9
3.797	14.7
3.791	15.2
3.786	19.8
3.781	24.4
3.775	23.4
3.770	19.7
3.765	16.7
3.759	16.2
3.754	17.3
3.749	17.7
3.743	16.3
3.738	13.9
3.733	11.6
3.727	9.9
3.722	9.6
3.717	11.5
3.711	14.8
3.706	16.7
3.701	16.5
3.695	15.3
3.690	15.1
3.685	18.5
3.679	23.7
3.674	24.9
3.669	22.2
3.663	18.8
3.658	17.2
3.653	17.5
3.647	18.1
3.642	17.4
3.637	15.5
3.632	13.0
3.626	10.8
3.621	9.5
3.616	9.8
3.610	12.3
3.605	15.5
3.600	17.0
3.594	16.5
3.589	15.1
3.584	15.1
3.578	18.4
3.573	22.9
3.568	24.1
3.562	22.2
3.557	19.2
3.552	17.6
3.546	17.6
3.541	18.0
3.536	17.5
3.530	15.9
3.525	13.6
3.520	11.6
3.514	10.3
3.509	10.0
3.504	11.6
3.498	14.6
3.493	16.9
3.488	17.3
3.482	16.2
3.477	15.4
3.472	16.8
3.466	21.3
3.461	24.7
3.456	24.5
3.450	21.7
3.445	19.0
3.440	17.8
3.434	18.0
3.429	18.4
3.424	18.0
3.418	16.4
3.413	14.2
3.408	12.1
3.402	10.6
3.397	10.2
3.392	11.4
3.386	13.9
3.381	16.0
3.376	16.8
3.370	16.6
3.365	15.7
3.360	16.2
3.354	19.3
3.349	22.6
3.344	23.7
3.338	22.7
3.333	20.1
3.328	18.3
3.322	17.8
3.317	18.1
3.312	18.3
3.306	17.6
3.301	15.7
3.296	13.4
3.291	11.3
3.285	9.9
3.280	9.7
3.275	10.7
3.269	12.5
3.264	14.0
3.259	14.4
3.253	14.0
3.248	13.7
3.243	15.1
3.237	18.8
3.232	23.1
3.227	25.0
3.221	24.0
3.216	21.4
3.211	19.3
3.205	18.5
3.200	18.7
3.195	19.0
3.189	18.6
3.184	17.4
3.179	15.4
3.173	13.1
3.168	11.3
3.163	10.3
3.157	10.7
3.152	12.8
3.147	15.9
3.141	17.9
3.136	18.0
3.131	17.0
3.125	16.1
3.120	16.9
3.115	20.4
3.109	24.8
3.104	27.0
3.099	25.7
3.093	22.7
3.088	20.3
3.083	19.2
3.077	19.3
3.072	19.7
3.067	19.6
3.061	18.6
3.056	16.6
3.051	14.4
3.045	12.4
3.040	11.2
3.035	10.8
3.029	12.1
3.024	15.0
3.019	17.8
3.013	19.1
3.008	18.6
3.003	17.4
2.997	16.6
2.992	17.9
2.987	21.9
2.981	26.1
2.976	28.1
2.971	26.7
2.965	23.5
2.960	20.8
2.955	19.5
2.949	19.5
2.944	19.9
2.939	20.1
2.933	19.4
2.928	17.8
2.923	15.6
2.917	13.3
2.912	11.7
2.907	10.8
2.901	11.0
2.896	13.0
2.891	16.3
2.885	18.8
2.880	19.5
2.875	18.7
2.869	17.5
2.864	16.7
2.859	18.1
2.853	22.0
2.848	26.4
2.843	28.6
2.837	27.8
2.832	24.9
2.827	21.9
2.821	20.0
2.816	19.7
2.811	20.0
2.805	20.4
2.800	20.0
2.795	18.9
2.789	16.8
2.784	14.4
2.779	12.1
2.773	10.7
2.768	10.1
2.763	10.8
