&a / I1 /
5.459	0.0
5.454	0.0
5.449	0.0
5.443	0.0
5.438	0.0
5.433	0.0
5.428	0.0
5.422	0.0
5.417	0.0
5.412	0.0
5.406	0.0
5.401	0.0
5.396	0.0
5.390	0.0
5.385	0.0
5.380	0.0
5.375	0.0
5.369	0.0
5.364	0.0
5.359	0.0
5.353	0.0
5.348	0.0
5.343	0.0
5.337	0.0
5.332	0.0
5.327	0.0
5.322	0.0
5.316	0.0
5.311	0.0
5.306	0.0
5.300	0.0
5.295	0.0
5.290	0.0
5.284	0.0
5.279	0.0
5.274	0.0
5.269	0.0
5.263	0.0
5.258	0.0
5.253	0.0
5.247	0.0
5.242	0.0
5.237	0.0
5.231	0.0
5.226	0.0
5.221	0.0
5.216	0.0
5.210	0.0
5.205	0.0
5.200	0.0
5.194	0.0
5.189	0.0
5.184	0.0
5.178	0.0
5.173	0.0
5.168	0.0
5.162	0.0
5.157	0.1
5.152	0.2
5.147	0.3
5.141	0.3
5.136	0.4
5.131	0.4
5.125	0.4
5.120	0.4
5.115	0.4
5.109	0.4
5.104	0.4
5.099	0.4
5.094	0.4
5.088	0.4
5.083	0.4
5.078	0.5
5.072	0.6
5.067	0.7
5.062	0.8
5.056	0.8
5.051	0.8
5.046	0.8
5.040	0.8
5.035	0.8
5.030	0.8
5.025	0.8
5.019	0.8
5.014	0.9
5.009	1.2
5.003	1.3
4.998	1.5
4.993	1.5
4.987	1.6
4.982	1.6
4.977	1.6
4.971	1.6
4.966	1.6
4.961	1.6
4.956	1.6
4.950	1.6
4.945	1.6
4.940	1.9
4.934	2.3
4.929	2.5
4.924	2.8
4.918	2.9
4.913	3.2
4.908	3.2
4.902	3.2
4.897	3.2
4.892	3.2
4.887	3.2
4.881	2.8
4.876	2.5
4.871	2.5
4.865	2.8
4.860	3.2
4.855	3.6
4.849	4.0
4.844	4.5
4.839	4.9
4.833	5.2
4.828	5.2
4.823	4.9
4.818	4.7
4.812	4.4
4.807	4.0
4.802	3.6
4.796	3.5
4.791	3.6
4.786	4.1
4.780	4.8
4.775	5.5
4.770	6.0
4.764	6.8
4.759	7.4
4.754	7.6
4.748	7.2
4.743	7.0
4.738	6.9
4.733	6.3
4.727	5.2
4.722	4.4
4.717	4.0
4.711	4.3
4.706	5.1
4.701	6.0
4.695	6.8
4.690	7.7
4.685	8.9
4.679	10.1
4.674	10.2
4.669	9.4
4.663	8.9
4.658	8.9
4.653	8.5
4.648	7.3
4.642	5.7
4.637	4.9
4.632	5.0
4.626	6.2
4.621	7.8
4.616	9.0
4.610	9.5
4.605	10.6
4.600	12.2
4.594	12.9
4.589	12.1
4.584	11.2
4.578	11.0
4.573	10.8
4.568	9.5
4.563	7.8
4.557	6.3
4.552	5.9
4.547	6.5
4.541	8.1
4.536	9.7
4.531	10.5
4.525	11.4
4.520	13.6
4.515	15.3
4.509	14.8
4.504	12.9
4.499	12.1
4.493	12.5
4.488	12.1
4.483	10.2
4.478	8.1
4.472	6.6
4.467	6.2
4.462	7.3
4.456	9.7
4.451	11.6
4.446	12.4
4.440	13.2
4.435	15.8
4.430	18.5
4.424	18.0
4.419	15.7
4.414	14.6
4.408	14.8
4.403	13.9
4.398	11.5
4.392	8.9
4.387	7.3
4.382	6.7
4.377	7.5
4.371	10.0
4.366	12.6
4.361	13.5
4.355	13.9
4.350	16.3
4.345	20.1
4.339	20.6
4.334	17.9
4.329	15.9
4.323	15.9
4.318	15.5
4.313	13.0
4.307	10.2
4.302	8.1
4.297	7.0
4.291	7.1
4.286	9.2
4.281	12.7
4.275	14.7
4.270	14.6
4.265	15.2
4.260	18.9
4.254	22.3
4.249	20.9
4.244	17.9
4.238	17.0
4.233	17.6
4.228	16.5
4.222	13.3
4.217	10.3
4.212	8.3
4.206	7.3
4.201	7.6
4.196	9.9
4.190	13.5
4.185	15.4
4.180	15.4
4.174	16.0
4.169	19.3
4.164	22.3
4.158	21.3
4.153	18.7
4.148	18.0
4.143	18.8
4.137	17.7
4.132	14.4
4.127	11.1
4.121	8.8
4.116	7.6
4.111	7.4
4.105	9.4
4.100	13.4
4.095	16.2
4.089	16.3
4.084	16.3
4.079	19.8
4.073	24.9
4.068	24.6
4.063	21.0
4.057	18.8
4.052	19.2
4.047	19.2
4.041	16.6
4.036	13.1
4.031	10.3
4.025	8.4
4.020	7.6
4.015	8.1
4.009	11.2
4.004	15.2
3.999	17.0
3.994	16.7
3.988	17.1
3.983	21.7
3.978	26.2
3.972	24.8
3.967	21.1
3.962	19.3
3.956	20.0
3.951	19.6
3.946	16.8
3.940	13.3
3.935	10.5
3.930	8.6
3.924	7.9
3.919	8.2
3.914	10.7
3.908	14.5
3.903	16.6
3.898	17.0
3.892	17.2
3.887	21.0
3.882	26.5
3.876	26.4
3.871	22.8
3.866	20.2
3.860	20.2
3.855	20.5
3.850	18.6
3.844	15.2
3.839	12.0
3.834	9.7
3.829	8.4
3.823	8.0
3.818	9.2
3.813	12.9
3.807	16.6
3.802	17.9
3.797	17.5
3.791	18.2
3.786	23.1
3.781	27.4
3.775	25.9
3.770	22.2
3.765	20.0
3.759	20.2
3.754	20.3
3.749	18.7
3.743	15.8
3.738	12.7
3.733	10.4
3.727	8.8
3.722	8.4
3.717	9.2
3.711	12.5
3.706	16.3
3.701	18.2
3.695	18.1
3.690	18.2
3.685	21.7
3.679	26.9
3.674	27.5
3.669	24.6
3.663	21.8
3.658	21.1
3.653	21.2
3.647	20.2
3.642	17.7
3.637	14.6
3.632	11.8
3.626	9.7
3.621	8.5
3.616	8.3
3.610	9.8
3.605	13.5
3.600	17.1
3.594	18.3
3.589	17.9
3.584	18.0
3.578	21.4
3.573	25.8
3.568	26.5
3.562	24.5
3.557	22.0
3.552	21.3
3.546	21.3
3.541	20.5
3.536	18.1
3.530	15.3
3.525	12.5
3.520	10.5
3.514	9.2
3.509	8.7
3.504	9.5
3.498	12.3
3.493	16.0
3.488	18.4
3.482	18.7
3.477	18.3
3.472	20.0
3.466	24.6
3.461	27.5
3.456	26.8
3.450	24.1
3.445	22.1
3.440	21.6
3.434	21.4
3.429	20.4
3.424	18.4
3.418	15.6
3.413	12.9
3.408	10.8
3.402	9.5
3.397	8.8
3.392	9.4
3.386	11.5
3.381	14.9
3.376	17.4
3.370	18.6
3.365	18.5
3.360	19.3
3.354	22.3
3.349	25.2
3.344	25.9
3.338	24.8
3.333	22.7
3.328	21.6
3.322	21.2
3.317	20.8
3.312	19.6
3.306	17.3
3.301	14.5
3.296	12.1
3.291	10.1
3.285	8.9
3.280	8.4
3.275	9.0
3.269	10.7
3.264	13.1
3.259	15.0
3.253	15.7
3.248	16.1
3.243	17.7
3.237	21.6
3.232	25.7
3.227	27.3
3.221	26.1
3.216	23.9
3.211	22.6
3.205	22.2
3.200	22.0
3.195	21.0
3.189	19.0
3.184	16.4
3.179	13.8
3.173	11.6
3.168	10.0
3.163	9.1
3.157	9.1
3.152	10.4
3.147	13.6
3.141	17.3
3.136	19.5
3.131	19.6
3.125	19.1
3.120	20.0
3.115	23.6
3.109	27.7
3.104	29.5
3.099	28.0
3.093	25.4
3.088	23.6
3.083	23.1
3.077	23.0
3.072	22.3
3.067	20.5
3.061	18.0
3.056	15.3
3.051	12.9
3.045	11.1
3.040	9.9
3.035	9.5
3.029	10.0
3.024	12.1
3.019	15.8
3.013	19.1
3.008	20.7
3.003	20.3
2.997	19.9
2.992	21.4
2.987	25.4
2.981	29.4
2.976	30.9
2.971	29.2
2.965	26.3
2.960	24.3
2.955	23.5
2.949	23.4
2.944	23.1
2.939	21.6
2.933	19.3
2.928	16.5
2.923	13.9
2.917	11.8
2.912	10.3
2.907	9.5
2.901	9.5
2.896	10.6
2.891	13.5
2.885	17.2
2.880	20.1
2.875	21.1
2.869	20.7
2.864	20.2
2.859	21.7
2.853	25.6
2.848	29.7
2.843	31.5
2.837	30.3
2.832	27.5
2.827	25.2
2.821	24.2
2.816	24.0
2.811	23.8
2.805	22.8
2.800	20.7
2.795	18.1
2.789	15.3
2.784	12.8
2.779	10.8
2.773	9.6
2.768	9.0
2.763	9.3
2.757	10.6
2.752	13.6
2.747	17.6
2.741	20.8
2.736	23.7
2.731	22.5
2.725	21.3
2.720	21.9
2.715	25.0
2.709	28.6
2.704	30.7
2.699	30.9
2.693	29.1
2.688	26.1
2.683	24.0
2.677	23.2
2.672	23.3
2.667	23.3
2.661	22.5
2.656	20.6
2.651	18.1
2.645	15.5
2.640	13.1
2.635	11.4
2.629	10.1
2.624	9.5
2.619	9.5
2.613	10.4
2.608	12.7
2.602	16.4
2.597	20.1
2.592	22.3
2.586	22.6
2.581	21.5
2.576	20.8
2.570	22.0
2.565	25.9
2.560	30.4
2.554	33.0
2.549	32.6
2.544	30.0
2.538	27.0
2.533	25.0
