&a / °	I1 / %
5.459	0.0
5.454	0.0
5.449	0.0
5.443	0.0
5.438	0.0
5.433	0.0
5.428	0.0
5.422	0.0
5.417	0.0
5.412	0.0
5.406	0.0
5.401	0.0
5.396	0.0
5.390	0.0
5.385	0.0
5.380	0.0
5.375	0.0
5.369	0.0
5.364	0.0
5.359	0.0
5.353	0.0
5.348	0.0
5.343	0.0
5.337	0.0
5.332	0.0
5.327	0.0
5.322	0.0
5.316	0.0
5.311	0.0
5.306	0.0
5.300	0.0
5.295	0.0
5.290	0.0
5.284	0.0
5.279	0.0
5.274	0.0
5.269	0.0
5.263	0.0
5.258	0.0
5.253	0.0
5.247	0.0
5.242	0.0
5.237	0.0
5.231	0.0
5.226	0.0
5.221	0.0
5.216	0.0
5.210	0.0
5.205	0.0
5.200	0.0
5.194	0.0
5.189	0.0
5.184	0.0
5.178	0.1
5.173	0.1
5.168	0.1
5.162	0.1
5.157	0.1
5.152	0.1
5.147	0.1
5.141	0.1
5.136	0.1
5.131	0.1
5.125	0.1
5.120	0.1
5.115	0.2
5.109	0.2
5.104	0.2
5.099	0.1
5.094	0.2
5.088	0.2
5.083	0.4
5.078	0.4
5.072	0.4
5.067	0.4
5.062	0.5
5.056	0.5
5.051	0.5
5.046	0.5
5.040	0.5
5.035	0.5
5.030	0.5
5.025	0.5
5.019	0.8
5.014	0.8
5.009	1.0
5.003	1.1
4.998	1.2
4.993	1.2
4.987	1.3
4.982	1.3
4.977	1.5
4.971	1.6
4.966	1.6
4.961	1.6
4.956	1.6
4.950	1.6
4.945	1.6
4.940	1.8
4.934	2.2
4.929	2.3
4.924	2.4
4.918	2.7
4.913	2.9
4.908	2.9
4.902	2.9
4.897	2.9
4.892	3.0
4.887	2.9
4.881	2.7
4.876	2.4
4.871	2.4
4.865	2.7
4.860	3.1
4.855	3.5
4.849	3.9
4.844	4.1
4.839	4.5
4.833	4.6
4.828	4.5
4.823	4.4
4.818	4.3
4.812	4.2
4.807	3.8
4.802	3.4
4.796	3.4
4.791	3.6
4.786	4.0
4.780	4.4
4.775	4.9
4.770	5.3
4.764	6.0
4.759	6.6
4.754	6.7
4.748	6.4
4.743	6.1
4.738	6.1
4.733	5.7
4.727	4.9
4.722	4.2
4.717	3.8
4.711	4.2
4.706	5.0
4.701	5.7
4.695	6.1
4.690	6.6
4.685	7.8
4.679	9.0
4.674	9.0
4.669	8.2
4.663	7.6
4.658	7.6
4.653	7.6
4.648	6.8
4.642	5.5
4.637	4.7
4.632	5.0
4.626	6.2
4.621	7.3
4.616	7.8
4.610	8.0
4.605	9.1
4.600	10.7
4.594	11.4
4.589	10.5
4.584	9.3
4.578	9.2
4.573	9.6
4.568	8.8
4.563	7.3
4.557	5.9
4.552	5.5
4.547	6.3
4.541	7.8
4.536	8.8
4.531	9.0
4.525	9.6
4.520	11.6
4.515	13.4
4.509	13.0
4.504	11.0
4.499	10.0
4.493	10.4
4.488	10.8
4.483	9.6
4.478	7.6
4.472	6.1
4.467	6.0
4.462	7.3
4.456	9.3
4.451	10.3
4.446	10.3
4.440	10.8
4.435	13.4
4.430	16.0
4.424	15.6
4.419	13.2
4.414	11.8
4.408	12.1
4.403	12.3
4.398	10.7
4.392	8.4
4.387	6.8
4.382	6.4
4.377	7.5
4.371	9.9
4.366	11.4
4.361	11.4
4.355	11.3
4.350	13.7
4.345	17.3
4.339	17.7
4.334	15.0
4.329	12.9
4.323	12.8
4.318	13.2
4.313	12.0
4.307	9.6
4.302	7.6
4.297	6.6
4.291	7.0
4.286	9.3
4.281	11.9
4.275	12.6
4.270	11.9
4.265	12.3
4.260	15.9
4.254	19.0
4.249	17.8
4.244	14.8
4.238	13.5
4.233	14.2
4.228	14.4
4.222	12.4
4.217	9.7
4.212	7.8
4.206	6.9
4.201	7.5
4.196	10.1
4.190	12.5
4.185	13.0
4.180	12.6
4.174	13.0
4.169	16.2
4.164	19.0
4.158	18.2
4.153	15.5
4.148	14.3
4.143	15.1
4.137	15.5
4.132	13.4
4.127	10.5
4.121	8.3
4.116	7.1
4.111	7.2
4.105	9.6
4.100	12.8
4.095	14.0
4.089	13.3
4.084	13.2
4.079	16.3
4.073	21.1
4.068	21.0
4.063	17.6
4.057	15.2
4.052	15.2
4.047	16.1
4.041	15.0
4.036	12.3
4.031	9.7
4.025	8.0
4.020	7.2
4.015	8.2
4.009	11.3
4.004	14.0
3.999	14.4
3.994	13.6
3.988	13.9
3.983	18.1
3.978	22.4
3.972	21.1
3.967	17.6
3.962	15.5
3.956	15.9
3.951	16.6
3.946	15.2
3.940	12.5
3.935	9.9
3.930	8.1
3.924	7.4
3.919	8.2
3.914	10.9
3.908	13.5
3.903	14.3
3.898	13.9
3.892	13.8
3.887	17.2
3.882	22.3
3.876	22.4
3.871	19.2
3.866	16.3
3.860	15.9
3.855	16.8
3.850	16.4
3.844	14.0
3.839	11.3
3.834	9.2
3.829	7.9
3.823	7.6
3.818	9.3
3.813	12.7
3.807	15.0
3.802	15.1
3.797	14.2
3.791	14.6
3.786	19.0
3.781	23.1
3.775	22.0
3.770	18.5
3.765	16.1
3.759	16.0
3.754	16.8
3.749	16.4
3.743	14.5
3.738	12.0
3.733	9.8
3.727	8.3
3.722	7.9
3.717	9.2
3.711	12.4
3.706	14.9
3.701	15.5
3.695	14.7
3.690	14.6
3.685	17.7
3.679	22.5
3.674	23.3
3.669	20.8
3.663	17.8
3.658	16.7
3.653	17.0
3.647	17.1
3.642	15.8
3.637	13.6
3.632	11.1
3.626	9.2
3.621	8.0
3.616	8.0
3.610	9.9
3.605	13.2
3.600	15.4
3.594	15.5
3.589	14.5
3.584	14.5
3.578	17.5
3.573	21.5
3.568	22.5
3.562	20.8
3.557	18.2
3.552	17.0
3.546	17.2
3.541	17.2
3.536	16.0
3.530	14.0
3.525	11.8
3.520	9.9
3.514	8.6
3.509	8.2
3.504	9.3
3.498	12.2
3.493	14.9
3.488	16.0
3.482	15.6
3.477	14.8
3.472	16.1
3.466	20.2
3.461	23.2
3.456	22.8
3.450	20.4
3.445	18.1
3.440	17.3
3.434	17.4
3.429	17.3
3.424	16.4
3.418	14.5
3.413	12.2
3.408	10.2
3.402	8.9
3.397	8.3
3.392	9.2
3.386	11.4
3.381	14.0
3.376	15.4
3.370	15.7
3.365	15.0
3.360	15.6
3.354	18.3
3.349	21.2
3.344	22.1
3.338	21.3
3.333	19.0
3.328	17.6
3.322	17.2
3.317	17.3
3.312	17.0
3.306	15.8
3.301	13.7
3.296	11.5
3.291	9.5
3.285	8.3
3.280	7.9
3.275	8.7
3.269	10.4
3.264	12.2
3.259	13.1
3.253	13.2
3.248	13.1
3.243	14.4
3.237	17.8
3.232	21.6
3.227	23.3
3.221	22.4
3.216	20.1
3.211	18.5
3.205	18.0
3.200	18.0
3.195	17.9
3.189	17.2
3.184	15.4
3.179	13.2
3.173	11.1
3.168	9.5
3.163	8.7
3.157	8.8
3.152	10.4
3.147	13.4
3.141	16.0
3.136	16.9
3.131	16.3
3.125	15.5
3.120	16.2
3.115	19.4
3.109	23.3
3.104	25.3
3.099	24.1
3.093	21.4
3.088	19.3
3.083	18.6
3.077	18.7
3.072	18.7
3.067	18.2
3.061	16.6
3.056	14.5
3.051	12.3
3.045	10.5
3.040	9.4
3.035	9.0
3.029	9.8
3.024	12.2
3.019	15.4
3.013	17.4
3.008	17.6
3.003	16.8
2.997	16.0
2.992	17.2
2.987	20.8
2.981	24.7
2.976	26.4
2.971	25.1
2.965	22.3
2.960	19.9
2.955	18.9
2.949	18.9
2.944	19.2
2.939	18.9
2.933	17.7
2.928	15.6
2.923	13.4
2.917	11.3
2.912	9.8
2.907	8.9
2.901	9.0
2.896	10.5
2.891	13.5
2.885	16.5
2.880	18.0
2.875	17.8
2.869	17.0
2.864	16.3
2.859	17.5
2.853	21.0
2.848	25.0
2.843	27.0
2.837	26.1
2.832	23.5
2.827	21.0
2.821	19.5
2.816	19.3
2.811	19.5
2.805	19.5
2.800	18.6
2.795	16.9
2.789	14.6
2.784	12.2
2.779	10.2
2.773	9.0
2.768	8.4
2.763	8.8
2.757	10.5
2.752	13.6
2.747	16.8
2.741	18.6
2.736	19.6
2.731	18.1
2.725	17.0
2.720	17.4
2.715	20.2
2.709	23.6
2.704	26.0
2.699	26.5
2.693	24.9
2.688	22.0
2.683	19.6
2.677	18.5
2.672	18.6
2.667	19.1
2.661	19.2
2.656	18.4
2.651	16.9
2.645	14.8
2.640	12.7
2.635	10.9
2.629	9.6
2.624	8.9
2.619	8.9
2.613	10.1
2.608	12.8
2.602	16.1
2.597	18.5
2.592	19.4
2.586	18.6
2.581	17.4
2.576	16.6
2.570	17.6
2.565	21.0
2.560	25.3
2.554	28.0
2.549	28.0
2.544	25.7
2.538	22.8
2.533	20.4
