&a 	I1
-3.418	18.4
-3.424	16.2
-3.429	13.7
-3.434	11.4
-3.440	9.8
-3.445	9.3
-3.450	9.5
-3.456	10.7
-3.461	12.7
-3.466	15.2
-3.472	17.8
-3.477	19.9
-3.482	21.4
-3.488	23.0
-3.493	24.8
-3.498	25.6
-3.504	24.9
-3.509	22.8
-3.514	20.8
-3.520	19.4
-3.525	18.2
-3.530	16.4
-3.536	14.0
-3.541	11.6
-3.546	9.9
-3.552	9.1
-3.557	9.2
-3.562	10.2
-3.568	12.1
-3.573	14.8
-3.578	17.7
-3.584	19.8
-3.589	21.1
-3.594	22.7
-3.600	24.6
-3.605	26.1
-3.610	25.6
-3.616	23.2
-3.621	20.8
-3.626	19.3
-3.632	17.8
-3.637	15.5
-3.642	12.7
-3.647	10.4
-3.653	9.2
-3.658	8.9
-3.663	9.4
-3.669	11.0
-3.674	13.6
-3.679	16.9
-3.685	19.6
-3.690	20.9
-3.695	22.1
-3.701	24.1
-3.706	26.2
-3.711	26.3
-3.717	23.6
-3.722	21.3
-3.727	20.0
-3.733	18.5
-3.738	15.8
-3.743	12.6
-3.749	10.3
-3.754	9.1
-3.759	8.7
-3.765	9.5
-3.770	11.1
-3.775	13.9
-3.781	17.5
-3.786	20.1
-3.791	20.9
-3.797	21.9
-3.802	24.3
-3.807	26.2
-3.813	24.9
-3.818	22.1
-3.823	20.5
-3.829	19.7
-3.834	17.4
-3.839	13.9
-3.844	10.9
-3.850	9.2
-3.855	8.4
-3.860	8.8
-3.866	10.0
-3.871	12.8
-3.876	16.7
-3.882	19.9
-3.887	20.8
-3.892	21.9
-3.898	24.7
-3.903	27.4
-3.908	25.7
-3.914	22.2
-3.919	20.2
-3.924	18.6
-3.930	16.1
-3.935	12.8
-3.940	10.0
-3.946	8.4
-3.951	8.0
-3.956	8.3
-3.962	9.7
-3.967	12.7
-3.972	16.7
-3.978	19.3
-3.983	20.0
-3.988	21.8
-3.994	25.8
-3.999	27.5
-4.004	24.2
-4.009	21.4
-4.015	20.5
-4.020	19.0
-4.025	15.4
-4.031	11.8
-4.036	9.4
-4.041	8.3
-4.047	7.9
-4.052	8.7
-4.057	10.9
-4.063	15.0
-4.068	18.4
-4.073	19.3
-4.079	20.7
-4.084	24.6
-4.089	26.6
-4.095	23.4
-4.100	20.4
-4.105	19.7
-4.111	18.6
-4.116	15.0
-4.121	11.4
-4.127	9.2
-4.132	8.0
-4.137	8.0
-4.143	9.1
-4.148	11.8
-4.153	15.9
-4.158	18.3
-4.164	18.6
-4.169	20.3
-4.174	24.7
-4.180	26.3
-4.185	22.7
-4.190	20.5
-4.196	20.1
-4.201	17.8
-4.206	13.8
-4.212	10.5
-4.217	8.5
-4.222	7.7
-4.228	8.0
-4.233	9.7
-4.238	13.2
-4.244	16.4
-4.249	17.2
-4.254	18.3
-4.260	22.2
-4.265	25.5
-4.270	23.0
-4.275	20.2
-4.281	19.8
-4.286	18.3
-4.291	14.3
-4.297	10.8
-4.302	8.7
-4.307	7.6
-4.313	7.6
-4.318	9.2
-4.323	12.6
-4.329	15.8
-4.334	16.5
-4.339	17.1
-4.345	20.9
-4.350	24.5
-4.355	22.4
-4.361	19.8
-4.366	19.4
-4.371	17.4
-4.377	13.3
-4.382	10.0
-4.387	8.0
-4.392	7.2
-4.398	7.3
-4.403	9.3
-4.408	12.9
-4.414	15.7
-4.419	16.4
-4.424	18.1
-4.430	22.1
-4.435	23.2
-4.440	20.2
-4.446	18.8
-4.451	18.4
-4.456	15.6
-4.462	11.9
-4.467	9.2
-4.472	7.6
-4.478	7.2
-4.483	8.1
-4.488	10.6
-4.493	13.2
-4.499	14.2
-4.504	14.8
-4.509	17.9
-4.515	21.1
-4.520	19.9
-4.525	18.2
-4.531	17.7
-4.536	15.6
-4.541	12.2
-4.547	9.3
-4.552	7.6
-4.557	6.8
-4.563	7.3
-4.568	9.5
-4.573	12.6
-4.578	14.2
-4.584	15.0
-4.589	17.1
-4.594	19.4
-4.600	18.3
-4.605	16.7
-4.610	16.2
-4.616	14.3
-4.621	11.2
-4.626	8.7
-4.632	7.1
-4.637	6.6
-4.642	7.1
-4.648	9.0
-4.653	11.6
-4.658	13.1
-4.663	14.3
-4.669	16.8
-4.674	18.3
-4.679	17.0
-4.685	15.5
-4.690	14.6
-4.695	12.4
-4.701	9.6
-4.706	7.4
-4.711	6.2
-4.717	5.8
-4.722	6.8
-4.727	8.8
-4.733	10.4
-4.738	11.2
-4.743	12.7
-4.748	15.0
-4.754	15.6
-4.759	14.4
-4.764	13.3
-4.770	11.9
-4.775	9.7
-4.780	7.7
-4.786	6.4
-4.791	5.6
-4.796	6.0
-4.802	7.5
-4.807	9.1
-4.812	10.3
-4.818	11.6
-4.823	13.2
-4.828	13.9
-4.833	13.1
-4.839	12.3
-4.844	11.3
-4.849	9.3
-4.855	7.4
-4.860	6.1
-4.865	5.3
-4.871	5.3
-4.876	6.4
-4.881	8.0
-4.887	9.2
-4.892	10.3
-4.897	11.5
-4.902	12.2
-4.908	11.7
-4.913	10.7
-4.918	9.7
-4.924	8.3
-4.929	6.7
-4.934	5.5
-4.940	4.8
-4.945	4.8
-4.950	5.6
-4.956	6.8
-4.961	8.0
-4.966	8.7
-4.971	9.3
-4.977	9.7
-4.982	9.4
-4.987	8.8
-4.993	8.0
-4.998	6.8
-5.003	5.6
-5.009	4.8
-5.014	4.4
-5.019	4.4
-5.025	4.9
-5.030	5.7
-5.035	6.4
-5.040	7.0
-5.046	7.4
-5.051	7.6
-5.056	7.5
-5.062	7.1
-5.067	6.3
-5.072	5.2
-5.078	4.4
-5.083	4.0
-5.088	3.7
-5.094	3.7
-5.099	4.0
-5.104	4.5
-5.109	5.1
-5.115	5.6
-5.120	5.6
-5.125	5.5
-5.131	5.2
-5.136	4.8
-5.141	4.3
-5.147	3.7
-5.152	3.2
-5.157	3.1
-5.162	3.1
-5.168	3.2
-5.173	3.4
-5.178	3.7
-5.184	3.7
-5.189	4.0
-5.194	4.0
-5.200	4.0
-5.205	3.6
-5.210	3.2
-5.216	2.8
-5.221	2.5
-5.226	2.2
-5.231	2.2
-5.237	2.2
-5.242	2.4
-5.247	2.4
-5.253	2.4
-5.258	2.4
-5.263	2.4
-5.269	2.4
-5.274	2.3
-5.279	2.0
-5.284	2.0
-5.290	1.7
-5.295	1.6
-5.300	1.6
-5.306	1.6
-5.311	1.6
-5.316	1.6
-5.322	1.6
-5.327	1.6
-5.332	1.6
-5.337	1.6
-5.343	1.4
-5.348	1.2
-5.353	1.2
-5.359	1.2
-5.364	1.2
-5.369	1.2
-5.375	1.1
-5.380	1.1
-5.385	1.1
-5.390	1.1
-5.396	1.0
-5.401	1.0
-5.406	0.9
-5.412	0.8
-5.417	0.8
-5.422	0.8
-5.428	0.8
-5.433	0.8
-5.438	0.8
-5.443	0.8
-5.449	0.8
-5.454	0.8
