&a / °	I1 / %
0.305	31.8
0.299	30.4
0.294	29.2
0.289	27.8
0.283	26.5
0.278	25.2
0.273	24.0
0.267	23.0
0.262	21.9
0.257	21.0
0.251	20.3
0.246	19.6
0.241	18.9
0.235	18.2
0.230	17.6
0.225	17.2
0.219	16.8
0.214	16.1
0.209	15.6
0.203	15.2
0.198	14.8
0.193	14.4
0.187	14.1
0.182	13.7
0.176	13.6
0.171	13.2
0.166	12.9
0.160	12.7
0.155	12.4
0.150	12.2
0.144	12.1
0.139	12.0
0.134	11.9
0.128	11.5
0.123	11.3
0.118	11.2
0.112	11.2
0.107	11.2
0.102	11.2
0.096	11.0
0.091	10.9
0.086	10.8
0.080	10.8
0.075	10.8
0.070	10.8
0.064	10.8
0.059	10.8
0.053	10.8
0.048	10.7
0.043	10.7
0.037	10.7
0.032	10.6
0.027	10.6
0.021	10.6
0.016	10.6
0.011	10.6
0.005	10.7
0.000	10.8
-0.005	10.8
-0.011	10.8
-0.016	10.8
-0.021	10.8
-0.027	10.8
-0.032	10.8
-0.037	11.1
-0.043	11.3
-0.048	11.5
-0.053	11.6
-0.059	11.7
-0.064	12.0
-0.070	12.1
-0.075	12.3
-0.080	12.4
-0.086	12.7
-0.091	12.8
-0.096	12.9
-0.102	13.2
-0.107	13.3
-0.112	13.3
-0.118	13.3
-0.123	13.6
-0.128	14.0
-0.134	14.8
-0.139	15.3
-0.144	15.7
-0.150	16.1
-0.155	16.5
-0.160	16.9
-0.166	17.5
-0.171	18.0
-0.176	18.7
-0.182	19.3
-0.187	20.1
-0.193	20.8
-0.198	21.6
-0.203	22.2
-0.209	23.0
-0.214	24.2
-0.219	25.4
-0.225	26.6
-0.230	27.7
-0.235	28.9
-0.241	30.0
-0.246	31.2
-0.251	32.4
-0.257	33.7
-0.262	35.1
-0.267	36.4
-0.273	37.4
-0.278	37.9
-0.283	38.8
-0.289	40.2
-0.294	41.9
-0.299	42.7
-0.305	43.4
-0.310	43.9
-0.316	44.5
-0.321	44.8
-0.326	44.8
-0.332	44.8
-0.337	44.4
-0.342	43.6
-0.348	42.9
-0.353	41.7
-0.358	40.4
-0.364	38.8
-0.369	37.3
-0.374	35.6
-0.380	34.0
-0.385	32.0
-0.390	30.4
-0.396	28.4
-0.401	26.4
-0.406	24.7
-0.412	23.1
-0.417	21.3
-0.422	19.7
-0.428	18.4
-0.433	17.1
-0.438	15.8
-0.444	14.6
-0.449	13.6
-0.455	12.7
-0.460	11.8
-0.465	11.0
-0.471	10.2
-0.476	9.5
-0.481	8.9
-0.487	8.4
-0.492	7.6
-0.497	7.2
-0.503	6.8
-0.508	6.7
-0.513	6.4
-0.519	6.4
-0.524	6.1
-0.529	6.0
-0.535	5.7
-0.540	5.6
-0.545	5.2
-0.551	4.9
-0.556	4.8
-0.561	4.8
-0.567	4.8
-0.572	4.8
-0.578	4.7
-0.583	4.6
-0.588	4.4
-0.594	4.4
-0.599	4.4
-0.604	4.4
-0.610	4.4
-0.615	4.3
-0.620	4.1
-0.626	4.1
-0.631	4.0
-0.636	4.0
-0.642	4.0
-0.647	4.0
-0.652	4.0
-0.658	4.0
-0.663	4.0
-0.668	4.0
-0.674	4.0
-0.679	4.0
-0.684	4.0
-0.690	4.0
-0.695	4.0
-0.701	4.0
-0.706	4.0
-0.711	4.0
-0.717	4.0
-0.722	4.0
-0.727	4.0
-0.733	4.0
-0.738	4.0
-0.743	4.1
-0.749	4.2
-0.754	4.4
-0.759	4.4
-0.765	4.4
-0.770	4.4
-0.775	4.5
-0.781	4.7
-0.786	5.0
-0.791	5.2
-0.797	5.4
-0.802	5.6
-0.807	6.0
-0.813	6.2
-0.818	6.6
-0.823	7.0
-0.829	7.4
-0.834	7.9
-0.840	8.6
-0.845	9.2
-0.850	10.0
-0.856	10.8
-0.861	12.0
-0.866	13.2
-0.872	14.8
-0.877	16.4
-0.882	18.4
-0.888	20.8
-0.893	23.3
-0.898	26.1
-0.904	28.7
-0.909	31.1
-0.914	33.1
-0.920	34.4
-0.925	34.8
-0.930	34.8
-0.936	33.5
-0.941	31.6
-0.946	29.6
-0.952	27.7
-0.957	25.5
-0.962	22.8
-0.968	20.0
-0.973	17.6
-0.979	15.3
-0.984	13.2
-0.989	11.6
-0.995	10.1
-1.000	8.9
-1.005	8.0
-1.011	7.2
-1.016	6.5
-1.021	6.0
-1.027	5.6
-1.032	5.2
-1.037	4.8
-1.043	4.8
-1.048	4.7
-1.053	4.6
-1.059	4.4
-1.064	4.4
-1.069	4.4
-1.075	4.4
-1.080	4.2
-1.085	4.2
-1.091	4.1
-1.096	4.1
-1.101	4.1
-1.107	4.1
-1.112	4.1
-1.118	4.1
-1.123	4.1
-1.128	4.1
-1.134	4.2
-1.139	4.4
-1.144	4.4
-1.150	4.4
-1.155	4.4
-1.160	4.5
-1.166	4.8
-1.171	5.2
-1.176	5.6
-1.182	5.9
-1.187	6.3
-1.192	6.7
-1.198	7.2
-1.203	7.6
-1.208	8.2
-1.214	9.0
-1.219	10.0
-1.224	11.2
-1.230	12.8
-1.235	14.9
-1.240	17.5
-1.246	20.4
-1.251	23.6
-1.256	26.7
-1.262	29.1
-1.267	30.8
-1.273	31.6
-1.278	31.3
-1.283	30.3
-1.289	28.5
-1.294	26.0
-1.299	23.2
-1.305	20.0
-1.310	17.2
-1.315	14.6
-1.321	12.4
-1.326	10.4
-1.331	8.8
-1.337	7.6
-1.342	6.7
-1.347	5.9
-1.353	5.3
-1.358	4.9
-1.363	4.8
-1.369	4.5
-1.374	4.4
-1.379	4.4
-1.385	4.4
-1.390	4.3
-1.395	4.3
-1.401	4.3
-1.406	4.3
-1.411	4.3
-1.417	4.3
-1.422	4.4
-1.428	4.4
-1.433	4.4
-1.438	4.4
-1.444	4.4
-1.449	4.7
-1.454	4.8
-1.460	5.2
-1.465	5.4
-1.470	5.7
-1.476	6.1
-1.481	6.5
-1.486	7.2
-1.492	8.0
-1.497	9.2
-1.502	10.5
-1.508	12.4
-1.513	14.4
-1.518	16.8
-1.524	19.9
-1.529	23.1
-1.534	26.5
-1.540	28.4
-1.545	29.2
-1.550	29.2
-1.556	27.6
-1.561	25.2
-1.566	22.3
-1.572	19.2
-1.577	16.2
-1.582	13.6
-1.588	11.4
-1.593	9.4
-1.599	7.9
-1.604	6.7
-1.609	5.9
-1.615	5.2
-1.620	4.8
-1.625	4.4
-1.631	4.4
-1.636	4.4
-1.641	4.4
-1.647	4.4
-1.652	4.4
-1.657	4.4
-1.663	4.4
-1.668	4.4
-1.673	4.4
-1.679	4.4
-1.684	4.4
-1.689	4.5
-1.695	4.8
-1.700	5.2
-1.705	5.5
-1.711	5.7
-1.716	6.1
-1.721	6.8
-1.727	7.6
-1.732	8.8
-1.737	10.4
-1.743	12.4
-1.748	14.8
