anglr[deg]	Counts [w.E.]
40.0	0.9395890951741703
40.02512562814071	0.9453749469614869
40.050251256281406	0.9195101681898223
40.07537688442211	0.9360362794791872
40.10050251256281	0.9311097807472927
40.12562814070352	0.9509744712998115
40.15075376884422	0.944780485013699
40.175879396984925	0.9354775118535311
40.20100502512563	0.9173798926559875
40.22613065326633	0.9284540382234754
40.25125628140704	0.9142635602239667
40.27638190954774	0.9300703166110597
40.301507537688444	0.9444866232818061
40.32663316582914	0.9349994113975053
40.35175879396985	0.9527650407065136
40.37688442211055	0.9257018620425014
40.402010050251256	0.9104970609491321
40.42713567839196	0.9357722921565862
40.45226130653266	0.916209719055673
40.47738693467337	0.930487391654713
40.50251256281407	0.9444154941159169
40.527638190954775	0.9136006035660047
40.552763819095475	0.9431679694062544
40.57788944723618	0.9224312108077172
40.60301507537689	0.9314736563360692
40.62814070351759	0.929703709247952
40.653266331658294	0.9240590015981887
40.678391959798994	0.9213899523956435
40.7035175879397	0.9509853582114395
40.7286432160804	0.9497075409178186
40.753768844221106	0.9224690902504397
40.778894472361806	0.9123993664809192
40.80402010050251	0.9319428985193219
40.82914572864322	0.9511555270033594
40.85427135678392	0.9278358732803622
40.879396984924625	0.93139265549142
40.904522613065325	0.9453734159311761
40.92964824120603	0.9383882686487127
40.95477386934673	0.9073252082828733
40.97989949748744	0.9337375312331738
41.005025125628144	0.9290189807009921
41.030150753768844	0.9367401046376247
41.05527638190955	0.9447271274284814
41.08040201005025	0.9540739091555708
41.10552763819096	0.9475994553276479
41.130653266331656	0.9395749575831946
41.15577889447236	0.9135006474812745
41.18090452261306	0.9379507926982202
41.20603015075377	0.9491534015804769
41.231155778894475	0.9577459137008862
41.256281407035175	0.9303001009005849
41.28140703517588	0.9250878159206067
41.30653266331658	0.9232413649202434
41.33165829145729	0.9245702110747632
41.35678391959799	0.9286828190337917
41.381909547738694	0.9300866592036768
41.4070351758794	0.9384354072527472
41.4321608040201	0.947571463855476
41.45728643216081	0.9314639629228089
41.482412060301506	0.9480344754824119
41.50753768844221	0.9238631003244706
41.53266331658291	0.9346187139521168
41.55778894472362	0.923844949821499
41.58291457286432	0.930128478144905
41.608040201005025	0.9696522090065371
41.63316582914573	0.9397812046172717
41.65829145728643	0.9519335336539454
41.68341708542714	0.9303499165440968
41.70854271356784	0.9489398718664988
41.733668341708544	0.9689057746063231
41.75879396984924	0.9546699720471987
41.78391959798995	0.9730254838849264
41.80904522613066	0.9693584579053424
41.834170854271356	0.9838405922973514
41.85929648241206	0.9970100048568863
41.88442211055276	0.9858927181022565
41.90954773869347	1.002349299175237
41.93467336683417	0.9715342388505108
41.959798994974875	1.009692021919708
41.984924623115575	1.0133662887386354
42.01005025125628	1.0044860179468582
42.03517587939699	1.0074829072922258
42.06030150753769	0.997405425006959
42.085427135678394	0.9852514192711679
42.11055276381909	1.0167861309942154
42.1356783919598	0.9706587980853072
42.1608040201005	0.9843216684588688
42.185929648241206	0.9855775191883155
42.21105527638191	0.9991701672104919
42.23618090452261	0.9828022039830391
42.26130653266332	1.0080820500887673
42.28643216080402	0.993862204138814
42.311557788944725	0.989802956418793
42.336683417085425	0.9947105245157849
42.36180904522613	0.9719529401707381
42.38693467336684	0.9998369380349397
42.41206030150754	0.988617720610239
42.437185929648244	0.9835931405613533
42.462311557788944	0.966451803180301
42.48743718592965	0.9634709717625749
42.51256281407035	0.9894043758988733
42.537688442211056	0.9762356403315449
42.562814070351756	0.9658694249471859
42.58793969849246	0.9937718775859797
42.61306532663317	0.9774986269559962
42.63819095477387	0.9521196555053333
42.663316582914575	0.9257973833564315
42.688442211055275	0.9235269155850669
42.71356783919598	0.9072054219208429
42.73869346733668	0.9291911031490618
42.76381909547739	0.8681072242575006
42.78894472361809	0.849619752872156
42.814070351758794	0.7915508728498426
42.8391959798995	0.7751425364863079
42.8643216080402	0.713825832856395
42.88944723618091	0.6411343512085774
42.914572864321606	0.5159297475091498
42.93969849246231	0.41424775703588235
42.96482412060301	0.3162553340593916
42.98994974874372	0.18468905478367156
43.015075376884425	0.08509523108405984
43.040201005025125	0.020478629878696572
43.06532663316583	0.020913387743772258
43.09045226130653	0.08806269464155067
43.11557788944724	0.14278320237549486
43.14070351758794	0.231773656118699
43.165829145728644	0.3054505277584575
43.19095477386935	0.3531878929070723
43.21608040201005	0.41864000795250106
43.24120603015076	0.46957063909080404
43.266331658291456	0.5149503005946463
43.29145728643216	0.5817761304822542
43.31658291457286	0.6182027260499681
43.34170854271357	0.6395294711708543
43.36683417085427	0.6896890641651687
43.391959798994975	0.6960849953350876
43.41708542713568	0.7274450539023617
43.44221105527638	0.722915665083679
43.46733668341709	0.7324694391043216
43.49246231155779	0.7415310534117028
43.517587939698494	0.7626252088206148
43.54271356783919	0.7646673958646905
43.5678391959799	0.8115850829536531
43.5929648241206	0.8051789038878145
43.618090452261306	0.8092599054396639
43.64321608040201	0.8273594822950388
43.66834170854271	0.8342915070173075
43.69346733668342	0.8452520261669835
43.71859296482412	0.8321344865894739
43.743718592964825	0.8439186526860839
43.768844221105525	0.8598713136492231
43.79396984924623	0.843866603979909
43.81909547738694	0.8359439766477044
43.84422110552764	0.8469814116528693
43.869346733668344	0.8908075339985748
43.89447236180904	0.8667365304856559
43.91959798994975	0.849068389285405
43.94472361809045	0.9011687793390217
43.969849246231156	0.8806175249416764
43.99497487437186	0.8604884220760868
44.02010050251256	0.8647827476553877
44.04522613065327	0.9113414262145096
44.07035175879397	0.902642230348231
44.095477386934675	0.8959567869421797
44.120603015075375	0.8998702766341646
44.14572864321608	0.8850310124753401
44.17085427135679	0.8980943478464264
44.19597989949749	0.8834477495873483
44.221105527638194	0.9008234812204834
44.246231155778894	0.8906595734905154
44.2713567839196	0.8843585100595804
44.2964824120603	0.8842302006126007
44.321608040201006	0.9065051216532598
44.346733668341706	0.9303830258453349
44.37185929648241	0.9168893967940833
44.39698492462311	0.884290195830149
44.42211055276382	0.8915320460101988
44.447236180904525	0.9048218703759247
44.472361809045225	0.9258023811009272
44.49748743718593	0.9238072965598604
44.52261306532663	0.902134048622087
44.54773869346734	0.9379588065021264
44.57286432160804	0.9053947129073394
44.597989949748744	0.9092726437636822
44.62311557788945	0.9400339126491553
44.64824120603015	0.9000038031367771
44.67336683417086	0.9247334356590938
44.698492462311556	0.8963052175130201
44.72361809045226	0.8980395904014308
44.74874371859296	0.9345062914661881
44.77386934673367	0.9350650092106775
44.798994974874375	0.9277417526689881
44.824120603015075	0.9422856492474168
44.84924623115578	0.9409932342030558
44.87437185929648	0.9097247418752068
44.89949748743719	0.9362228213077827
44.92462311557789	0.9336070755335018
44.949748743718594	0.9205693862258173
44.9748743718593	0.9226155544843622
45.0	0.9132590989959098
